Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Change/Rename Parameter,meet,meet,dit/algorithms/lattice.py,271.0,278.0,['The parameters [ rv_names ] of the method meet from the module dit/algorithms/lattice.py are changed/renamed to [rv_mode]'],09e695dd068a60e63d64fc538f40df24d0ce0a8b,,,,,,,
Rename Method,test_cmi_knn,test_cmi_knn1,dit/inference/tests/test_knn_estimators.py,44.0,57.0,['The method test_cmi_knn from the module dit/inference/tests/test_knn_estimators.py is renamed to test_cmi_knn1'],0acc58f0a93a73dae228a718bce116e0afbf2c90,,,,,,,
Rename Method,test_entropy_knn,test_entropy_knn1,dit/inference/tests/test_knn_estimators.py,16.0,16.0,['The method test_entropy_knn from the module dit/inference/tests/test_knn_estimators.py is renamed to test_entropy_knn1'],0acc58f0a93a73dae228a718bce116e0afbf2c90,,,,,,,
Rename Method,test_mi_knn,test_mi_knn1,dit/inference/tests/test_knn_estimators.py,29.0,42.0,['The method test_mi_knn from the module dit/inference/tests/test_knn_estimators.py is renamed to test_mi_knn1'],0acc58f0a93a73dae228a718bce116e0afbf2c90,,,,,,,
Rename Method,total_correlation_ksg,_total_correlation_ksg_scipy,dit/inference/knn_estimators.py,76.0,86.0,['The method total_correlation_ksg from the module dit/inference/knn_estimators.py is renamed to _total_correlation_ksg_scipy'],0af0544905f079ada5ea341fbb7e2124be359076,,,,,,,
Add Parameter,__init__,__init__,dit/npjdist.py/JointDistribution,518.0,525.0,['The parameters [ prng ] are added to the method __init__ from the module dit/npjdist.py in class JointDistribution'],0ba8d52edb7fdfc72af88fbd87359c0096c6b7ec,,,,,,,
Add Parameter,_make_distribution,_make_distribution,dit/npjdist.py,162.0,164.0,['The parameters [ prng ] are added to the method _make_distribution from the module dit/npjdist.py'],0ba8d52edb7fdfc72af88fbd87359c0096c6b7ec,,,,,,,
Add Parameter,__init__,__init__,dit/profiles/information_partitions.py/DependencyDecomposition,228.0,231.0,['The parameters [ cover ] are added to the method __init__ from the module dit/profiles/information_partitions.py in class DependencyDecomposition'],0dbc86ba0ed4e24f16659a9aac22c459ab22f4d7,,,,,,,
Move Method,min_h_s,min_h_s,,,, method min_h_s from the module dit/pid/ipm.py was moved to class PID_PM of module dit/pid/ipm.py ,0e9905d4c8e058a250c5b7683df588199835cc5c,dit/pid/ipm.py,dit/pid/ipm.py/PID_PM,20.0,27.0,,,
Move Method,min_h_s_g_t,min_h_s_g_t,,,, method min_h_s_g_t from the module dit/pid/ipm.py was moved to class PID_PM of module dit/pid/ipm.py ,0e9905d4c8e058a250c5b7683df588199835cc5c,dit/pid/ipm.py,dit/pid/ipm.py/PID_PM,23.0,30.0,,,
Rename Method,test_H0,test_entropy_pmf1d,dit/shannon/tests/test_shannon.py,15.0,17.0,['The method test_H0 from the module dit/shannon/tests/test_shannon.py is renamed to test_entropy_pmf1d'],11bbbd7c46dc8b8039ea5ca0a66287e331c73920,,,,,,,
Rename Method,perturb,perturb_support,dit/math/pmfops.py,22.0,22.0,['The method perturb from the module dit/math/pmfops.py is renamed to perturb_support'],145882bbe3addf859c7ff2ecc36993f6f5506b10,,,,,,,
Add Parameter,perturb_support,perturb_support,dit/math/pmfops.py,24.0,24.0,['The parameters [ shape ] are added to the method perturb_support from the module dit/math/pmfops.py'],18fc0b2ade215c6c1d8a497944188619aa135d28,,,,,,,
Add Parameter,get_lp_form,get_lp_form,dit/profiles/marginal_utility_of_information.py,23.0,23.0,['The parameters [ ents ] are added to the method get_lp_form from the module dit/profiles/marginal_utility_of_information.py'],1d5d15146e1027ef1c2999d027df1bb8763edeee,,,,,,,
Rename Method,independent_distribution,product_distribution,dit/distconst.py,763.0,763.0,['The method independent_distribution from the module dit/distconst.py is renamed to product_distribution'],1e9f20e3d21f21f1b7d33acc2e2d6d0ce4a60305,,,,,,,
Rename Method,test_independent,test_product,dit/tests/test_distcont.py,336.0,336.0,['The method test_independent from the module dit/tests/test_distcont.py is renamed to test_product'],1e9f20e3d21f21f1b7d33acc2e2d6d0ce4a60305,,,,,,,
Rename Method,test_independent_nonjoint,test_product_nonjoint,dit/tests/test_distcont.py,347.0,347.0,['The method test_independent_nonjoint from the module dit/tests/test_distcont.py is renamed to test_product_nonjoint'],1e9f20e3d21f21f1b7d33acc2e2d6d0ce4a60305,,,,,,,
Rename Method,test_independent_with_badrvs,test_product_with_badrvs,dit/tests/test_distcont.py,377.0,377.0,['The method test_independent_with_badrvs from the module dit/tests/test_distcont.py is renamed to test_product_with_badrvs'],1e9f20e3d21f21f1b7d33acc2e2d6d0ce4a60305,,,,,,,
Rename Method,test_independent_with_rvs1,test_product_with_rvs1,dit/tests/test_distcont.py,355.0,355.0,['The method test_independent_with_rvs1 from the module dit/tests/test_distcont.py is renamed to test_product_with_rvs1'],1e9f20e3d21f21f1b7d33acc2e2d6d0ce4a60305,,,,,,,
Rename Method,test_independent_with_rvs2,test_product_with_rvs2,dit/tests/test_distcont.py,366.0,366.0,['The method test_independent_with_rvs2 from the module dit/tests/test_distcont.py is renamed to test_product_with_rvs2'],1e9f20e3d21f21f1b7d33acc2e2d6d0ce4a60305,,,,,,,
Rename Method,is_heterogenous,is_homogeneous,dit/npjdist.py/JointDistribution,1038.0,1038.0,['The method is_heterogenous from the module dit/npjdist.py in class JointDistribution is renamed to is_homogeneous'],21cc4f498f9caf00f02acf2336881a0015b9bb95,,,,,,,
Add Parameter,__init__,__init__,dit/algorithms/maxentropy.py/PhantomArray,92.0,104.0,['The parameters [ symbols ] are added to the method __init__ from the module dit/algorithms/maxentropy.py in class PhantomArray'],23b596ed402b8a2ae513a05623bcb6527c8481d8,,,,,,,
Rename Method,constraint_rank,linear_constraint_rank,dit/algorithms/maxentropy.py,219.0,236.0,['The method constraint_rank from the module dit/algorithms/maxentropy.py is renamed to linear_constraint_rank'],23b596ed402b8a2ae513a05623bcb6527c8481d8,,,,,,,
Rename Method,distributions,distributions_old,dit/utils/testing.py,12.0,21.0,['The method distributions from the module dit/utils/testing.py is renamed to distributions_old'],2d8ee1c92903f91431133526e58d18384046f608,,,,,,,
Remove Parameter,_post_process,_post_process,dit/multivariate/intrinsic_mutual_informaiton.py/BaseIntrinsicMutualInformation,174.0,157.0,['The parameters [ callback ] of the method _post_process from the module dit/multivariate/intrinsic_mutual_informaiton.py in class BaseIntrinsicMutualInformation is/are removed'],33047349450b4aaf67fcfb85ea76124af9ad8a28,,,,,,,
Remove Parameter,optimize,optimize,dit/multivariate/intrinsic_mutual_informaiton.py/BaseIntrinsicMutualInformation,123.0,121.0,['The parameters [ callback ] of the method optimize from the module dit/multivariate/intrinsic_mutual_informaiton.py in class BaseIntrinsicMutualInformation is/are removed'],33047349450b4aaf67fcfb85ea76124af9ad8a28,,,,,,,
Rename Class,IntrinisicTotalCorrelation,IntrinsicTotalCorrelation,dit/multivariate/intrinsic_mutual_informaiton.py,,, class IntrinisicTotalCorrelation was renamed to class IntrinsicTotalCorrelation ,33047349450b4aaf67fcfb85ea76124af9ad8a28,,,,,,,
Rename Class,IntrinisicDualTotalCorrelation,IntrinsicDualTotalCorrelation,dit/multivariate/intrinsic_mutual_informaiton.py,,, class IntrinisicDualTotalCorrelation was renamed to class IntrinsicDualTotalCorrelation ,33047349450b4aaf67fcfb85ea76124af9ad8a28,,,,,,,
Rename Class,IntrinisicCAEKLMutualInformation,IntrinsicCAEKLMutualInformation,dit/multivariate/intrinsic_mutual_informaiton.py,,, class IntrinisicCAEKLMutualInformation was renamed to class IntrinsicCAEKLMutualInformation ,33047349450b4aaf67fcfb85ea76124af9ad8a28,,,,,,,
Remove Parameter,alpha_divergence,alpha_divergence,dit/divergences/generalized_divergences.py,266.0,252.0,['The parameters [ crvs ] of the method alpha_divergence from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Remove Parameter,double_power_sum,double_power_sum,dit/divergences/generalized_divergences.py,28.0,28.0,['The parameters [ crvs ] of the method double_power_sum from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Remove Parameter,f_divergence,f_divergence,dit/divergences/generalized_divergences.py,317.0,300.0,['The parameters [ crvs ] of the method f_divergence from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Remove Parameter,hellinger_divergence,hellinger_divergence,dit/divergences/generalized_divergences.py,122.0,116.0,['The parameters [ crvs ] of the method hellinger_divergence from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Remove Parameter,hellinger_sum,hellinger_sum,dit/divergences/generalized_divergences.py,81.0,76.0,['The parameters [ crvs ] of the method hellinger_sum from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Remove Parameter,renyi_divergence,renyi_divergence,dit/divergences/generalized_divergences.py,218.0,206.0,['The parameters [ crvs ] of the method renyi_divergence from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Remove Parameter,tsallis_divergence,tsallis_divergence,dit/divergences/generalized_divergences.py,169.0,160.0,['The parameters [ crvs ] of the method tsallis_divergence from the module dit/divergences/generalized_divergences.py is/are removed'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Add Parameter,test_f_divergence,test_f_divergence,dit/divergences/tests/test_generalized_divergences.py,170.0,170.0,['The parameters [ dist1 dist2 ] are added to the method test_f_divergence from the module dit/divergences/tests/test_generalized_divergences.py'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Add Parameter,test_f_divergence2,test_f_divergence2,dit/divergences/tests/test_generalized_divergences.py,204.0,209.0,['The parameters [ dist1 dist2 ] are added to the method test_f_divergence2 from the module dit/divergences/tests/test_generalized_divergences.py'],37bcd82863fb96b0350c3a54dda63721784a99f0,,,,,,,
Move Method,pmi,pmi,,,, method pmi from the module dit/pid/iccs.py was moved to class PID_CCS of module dit/pid/iccs.py ,37c46d01f577e3c9056a54f3ceb0e580a4b74a41,dit/pid/iccs.py,dit/pid/iccs.py/PID_CCS,45.0,53.0,,,
Remove Parameter,test_distributions1,test_distributions1,dit/utils/tests/test_testing.py,15.0,16.0,['The parameters [ dist ] of the method test_distributions1 from the module dit/utils/tests/test_testing.py is/are removed'],39a52a453e449211aec156237f9da60ebbab85fc,,,,,,,
Remove Parameter,test_markov_chains1,test_markov_chains1,dit/utils/tests/test_testing.py,57.0,96.0,['The parameters [ dist ] of the method test_markov_chains1 from the module dit/utils/tests/test_testing.py is/are removed'],39a52a453e449211aec156237f9da60ebbab85fc,,,,,,,
Add Parameter,__init__,__init__,dit/pid/pid.py/BasePID,93.0,94.0,['The parameters [ compute ] are added to the method __init__ from the module dit/pid/pid.py in class BasePID'],3c6fee8ff0c07bf941b47fec7e780823a8839cf8,,,,,,,
Add Parameter,distributions,distributions,dit/utils/testing.py,22.0,22.0,['The parameters [ zeros ] are added to the method distributions from the module dit/utils/testing.py'],3c6fee8ff0c07bf941b47fec7e780823a8839cf8,,,,,,,
Rename Method,test_1,test_nimi_1,dit/multivariate/secret_key_agreement/tests/test_necessary_intrinsic_mutual_information.py,10.0,10.0,['The method test_1 from the module dit/multivariate/secret_key_agreement/tests/test_necessary_intrinsic_mutual_information.py is renamed to test_nimi_1'],3d557425fd7bf400ae31c02890335c5330a6c04c,,,,,,,
Extract Method,lower_intrinsic_mutual_information,lower_intrinsic_mutual_information_directed,dit/multivariate/secret_key_agreement/trivial_bounds.py,,, The method lower_intrinsic_mutual_information_directed from the module dit/multivariate/secret_key_agreement/trivial_bounds.py is extracted from method lower_intrinsic_mutual_information from the module dit/multivariate/secret_key_agreement/trivial_bounds.py ,3d557425fd7bf400ae31c02890335c5330a6c04c,,,,,"(9,47)",14.0,"[34.0, 35.0, 37.0]"
Add Parameter,product_distribution,product_distribution,dit/distconst.py,794.0,830.0,['The parameters [ base ] are added to the method product_distribution from the module dit/distconst.py'],3e7197224307c9cc1238ea79cff25d1d02b51980,,,,,,,
Add Parameter,random_distribution,random_distribution,dit/distconst.py,233.0,241.0,['The parameters [ base ] are added to the method random_distribution from the module dit/distconst.py'],3e7197224307c9cc1238ea79cff25d1d02b51980,,,,,,,
Add Parameter,random_scalar_distribution,random_scalar_distribution,dit/distconst.py,194.0,194.0,['The parameters [ base ] are added to the method random_scalar_distribution from the module dit/distconst.py'],3e7197224307c9cc1238ea79cff25d1d02b51980,,,,,,,
Add Parameter,uniform,uniform,dit/distconst.py,445.0,472.0,['The parameters [ base ] are added to the method uniform from the module dit/distconst.py'],3e7197224307c9cc1238ea79cff25d1d02b51980,,,,,,,
Add Parameter,uniform_distribution,uniform_distribution,dit/distconst.py,385.0,405.0,['The parameters [ base ] are added to the method uniform_distribution from the module dit/distconst.py'],3e7197224307c9cc1238ea79cff25d1d02b51980,,,,,,,
Add Parameter,uniform_scalar_distribution,uniform_scalar_distribution,dit/distconst.py,357.0,373.0,['The parameters [ base ] are added to the method uniform_scalar_distribution from the module dit/distconst.py'],3e7197224307c9cc1238ea79cff25d1d02b51980,,,,,,,
Add Parameter,pid_broja,pid_broja,dit/algorithms/scipy_optimizers.py,678.0,678.0,['The parameters [ nhops ] are added to the method pid_broja from the module dit/algorithms/scipy_optimizers.py'],3eef3eb70ea88c9aa78c047b448ca99f62985efc,,,,,,,
Add Parameter,conditional_cumulative_residual_entropy,conditional_cumulative_residual_entropy,dit/other/cumulative_residual_entropy.py,83.0,83.0,['The parameters [ rv_mode ] are added to the method conditional_cumulative_residual_entropy from the module dit/other/cumulative_residual_entropy.py'],40c0d7d270164f510fd76dc4f68ae22eee3d7cd3,,,,,,,
Change/Rename Parameter,channel_capacity_joint,channel_capacity_joint,dit/algorithms/channelcapacity.py,113.0,110.0,['The parameters [ input ] of the method channel_capacity_joint from the module dit/algorithms/channelcapacity.py are changed/renamed to [input_]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,__init__,__init__,dit/pid/measures/ibroja.py/BROJAOptimizer,21.0,18.0,['The parameters [ input output ] of the method __init__ from the module dit/pid/measures/ibroja.py in class BROJAOptimizer are changed/renamed to [source target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,pmi,pmi,dit/pid/measures/iccs.py/PID_CCS,53.0,51.0,['The parameters [ input_ output ] of the method pmi from the module dit/pid/measures/iccs.py in class PID_CCS are changed/renamed to [source target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/idep.py/PID_dep_a,127.0,127.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/idep.py in class PID_dep_a are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/idep.py/PID_dep_b,171.0,172.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/idep.py in class PID_dep_b are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/idep.py/PID_dep_c,219.0,221.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/idep.py in class PID_dep_c are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/imin.py/PID_WB,47.0,46.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/imin.py in class PID_WB are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,s_i,s_i,dit/pid/measures/imin.py,12.0,10.0,['The parameters [ input_ output output_value ] of the method s_i from the module dit/pid/measures/imin.py are changed/renamed to [source target target_value]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/immi.py/PID_MMI,21.0,19.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/immi.py in class PID_MMI are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/iproj.py/PID_Proj,193.0,192.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/iproj.py in class PID_Proj are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/irav.py/PID_RAV,20.0,37.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/irav.py in class PID_RAV are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/iskar.py/PID_SKAR_nw,42.0,38.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/iskar.py in class PID_SKAR_nw are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/iskar.py/PID_SKAR_owa,77.0,74.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/iskar.py in class PID_SKAR_owa are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/iskar.py/PID_SKAR_owb,112.0,110.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/iskar.py in class PID_SKAR_owb are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/iskar.py/PID_SKAR_tw,151.0,150.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/iskar.py in class PID_SKAR_tw are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_measure,_measure,dit/pid/measures/iwedge.py/PID_GK,22.0,20.0,['The parameters [ inputs output ] of the method _measure from the module dit/pid/measures/iwedge.py in class PID_GK are changed/renamed to [sources target]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,_name,_name,dit/pid/pid.py/BasePID,146.0,140.0,['The parameters [ self ] of the method _name from the module dit/pid/pid.py in class BasePID are changed/renamed to [cls]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Remove Parameter,__call__,__call__,dit/utils/latexarray.py,26.0,31.0,['The parameters [ strip_zeros ] of the method __call__ from the module dit/utils/latexarray.py is/are removed'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,test_maxent_1,test_maxent_1,tests/algorithms/test_optimizers.py,24.0,22.0,['The parameters [ vars ] of the method test_maxent_1 from the module tests/algorithms/test_optimizers.py are changed/renamed to [rvs]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Change/Rename Parameter,all_info_measures,all_info_measures,tests/profiles/test_information_partitions.py,17.0,15.0,['The parameters [ vars ] of the method all_info_measures from the module tests/profiles/test_information_partitions.py are changed/renamed to [rvs]'],438c223b98d124ead9e62bf0ea41d3acb27e973d,,,,,,,
Move Method,_measure,_measure,,,, method _measure from the module dit/pid/measures/idep.py in class PID_RA was moved to class PID_dep of module dit/pid/measures/idep.py ,438c223b98d124ead9e62bf0ea41d3acb27e973d,dit/pid/measures/idep.py/PID_RA,dit/pid/measures/idep.py/PID_dep,74.0,23.0,,,
Rename Method,linear_constraint_rank,marginal_constraint_rank,dit/algorithms/maxentropy.py,236.0,236.0,['The method linear_constraint_rank from the module dit/algorithms/maxentropy.py is renamed to marginal_constraint_rank'],439b356ec279f85d1814c6197949c68d48924af4,,,,,,,
Rename Method,linear_constraints,marginal_constraints,dit/algorithms/maxentropy.py,174.0,174.0,['The method linear_constraints from the module dit/algorithms/maxentropy.py is renamed to marginal_constraints'],439b356ec279f85d1814c6197949c68d48924af4,,,,,,,
Add Parameter,maxent_dists,maxent_dists,dit/algorithms/maxentropy.py,427.0,427.0,['The parameters [ jitter ] are added to the method maxent_dists from the module dit/algorithms/maxentropy.py'],439b356ec279f85d1814c6197949c68d48924af4,,,,,,,
Add Parameter,optimize,optimize,dit/algorithms/scipy_optimizers.py/BaseOptimizer,192.0,192.0,['The parameters [ maxiters ] are added to the method optimize from the module dit/algorithms/scipy_optimizers.py in class BaseOptimizer'],46324d0e05c679b2cf50b81289fe2886456f6e51,,,,,,,
Add Parameter,maxent_dist,maxent_dist,dit/algorithms/scipy_optimizers.py,533.0,530.0,['The parameters [ maxiters ] are added to the method maxent_dist from the module dit/algorithms/scipy_optimizers.py'],46324d0e05c679b2cf50b81289fe2886456f6e51,,,,,,,
Rename Class,BROJAOptimizer,BROJABivariateOptimizer,dit/algorithms/scipy_optimizers.py,,, class BROJAOptimizer was renamed to class BROJABivariateOptimizer ,46324d0e05c679b2cf50b81289fe2886456f6e51,,,,,,,
Add Parameter,i_broja,i_broja,dit/pid/ibroja.py,74.0,82.0,['The parameters [ maxiters ] are added to the method i_broja from the module dit/pid/ibroja.py'],46324d0e05c679b2cf50b81289fe2886456f6e51,,,,,,,
Add Parameter,__init__,__init__,dit/profiles/information_partitions.py/DependencyDecomposition,281.0,282.0,['The parameters [ maxiters ] are added to the method __init__ from the module dit/profiles/information_partitions.py in class DependencyDecomposition'],46324d0e05c679b2cf50b81289fe2886456f6e51,,,,,,,
Add Parameter,_partition,_partition,dit/profiles/information_partitions.py/DependencyDecomposition,308.0,309.0,['The parameters [ maxiters ] are added to the method _partition from the module dit/profiles/information_partitions.py in class DependencyDecomposition'],46324d0e05c679b2cf50b81289fe2886456f6e51,,,,,,,
Add Parameter,set_base,set_base,dit/distribution.py/BaseDistribution,519.0,521.0,['The parameters [ copy ] are added to the method set_base from the module dit/distribution.py in class BaseDistribution'],46aaa81889c17726ef21befa9a037353d7bb1bd3,,,,,,,
Add Parameter,set_base,set_base,dit/npdist.py/Distribution,771.0,775.0,['The parameters [ copy ] are added to the method set_base from the module dit/npdist.py in class Distribution'],46aaa81889c17726ef21befa9a037353d7bb1bd3,,,,,,,
Add Parameter,_make_distribution,_make_distribution,dit/npdist.py,37.0,41.0,['The parameters [ prng ] are added to the method _make_distribution from the module dit/npdist.py'],46aaa81889c17726ef21befa9a037353d7bb1bd3,,,,,,,
Rename Method,get_modecode,get_mci,docs/tools/sphinxext/lexers.py/IPythonConsoleLexer,315.0,331.0,['The method get_modecode from the module docs/tools/sphinxext/lexers.py in class IPythonConsoleLexer is renamed to get_mci'],475506c753c8419090603a63642ee7aae61904e2,,,,,,,
Add Parameter,cdist_array,cdist_array,dit/cdisthelpers.py,17.0,17.0,['The parameters [ base mode ] are added to the method cdist_array from the module dit/cdisthelpers.py'],48e008225d9af17a3ed39bba830a4255d951cc8e,,,,,,,
Add Parameter,__init__,__init__,dit/pid/pid.py/BasePID,27.0,27.0,['The parameters [ reds pis ] are added to the method __init__ from the module dit/pid/pid.py in class BasePID'],496ed84bb1478812004d4a5a8db87a46581ad8b2,,,,,,,
Add Parameter,_compute,_compute,dit/pid/pid.py/BasePID,122.0,122.0,['The parameters [ reds pis ] are added to the method _compute from the module dit/pid/pid.py in class BasePID'],496ed84bb1478812004d4a5a8db87a46581ad8b2,,,,,,,
