Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,estimate_param_scan,estimate_param_scan,pyemma/_base/estimator.py,185.0,188.0,['The parameters [ show_progress ] are added to the method estimate_param_scan from the module pyemma/_base/estimator.py'],029934ad8db077a37961f46538fad3923a092524,,,,,,,
Rename Method,test_cktest_njobs,test_cktest_njobs_1,pyemma/msm/tests/test_cktest.py/TestCK_MSM,150.0,133.0,['The method test_cktest_njobs from the module pyemma/msm/tests/test_cktest.py in class TestCK_MSM is renamed to test_cktest_njobs_1'],02aa36327abc648da48b4cc555e527d830bb2ed2,,,,,,,
Push Down Method,data,data,,,, method data from the module pyemma/coordinates/data/_base/datasource.py in class DataSource was moved to class DataInMemory of module pyemma/coordinates/data/data_in_memory.py ,02d17fa6312af9d57b15e02ac2d3b1534c26dcff,,,,pyemma/coordinates/data/_base/datasource.py/DataSource,pyemma/coordinates/data/data_in_memory.py/DataInMemory,60.0,76.0
Push Down Method,_add_array_to_storage,_add_array_to_storage,,,, method _add_array_to_storage from the module pyemma/coordinates/data/_base/datasource.py in class DataSource was moved to class DataInMemory of module pyemma/coordinates/data/data_in_memory.py ,02d17fa6312af9d57b15e02ac2d3b1534c26dcff,,,,pyemma/coordinates/data/_base/datasource.py/DataSource,pyemma/coordinates/data/data_in_memory.py/DataInMemory,152.0,86.0
Add Parameter,status_printer,status_printer,pyemma/_base/progress/reporter/notebook.py/my_tqdm_notebook,7.0,7.0,['The parameters [ ncols ] are added to the method status_printer from the module pyemma/_base/progress/reporter/notebook.py in class my_tqdm_notebook'],0320bea11717e89c0a85be11da899c9a98e91bce,,,,,,,
Change/Rename Parameter,timescales_from_eigenvalues,timescales_from_eigenvalues,emma2/msm/analysis/dense/decomposition.py,307.0,307.0,['The parameters [ eval ] of the method timescales_from_eigenvalues from the module emma2/msm/analysis/dense/decomposition.py are changed/renamed to [evals]'],038a8006a879ceb12df0c05ce0b63c5886ff77ee,,,,,,,
Rename Method,_map_array,_transform_array,pyemma/coordinates/transform/pca.py/PCA,217.0,220.0,['The method _map_array from the module pyemma/coordinates/transform/pca.py in class PCA is renamed to _transform_array'],04ba336427317546e4ccb5a4865a05b88278e794,,,,,,,
Add Parameter,plot_contour,plot_contour,pyemma/plots/plots2d.py,653.0,653.0,['The parameters [ mask ] are added to the method plot_contour from the module pyemma/plots/plots2d.py'],05313c4dc4ce667835bb47307727ab02d624c063,,,,,,,
Add Parameter,plot_state_map,plot_state_map,pyemma/plots/plots2d.py,771.0,778.0,['The parameters [ mask ] are added to the method plot_state_map from the module pyemma/plots/plots2d.py'],05313c4dc4ce667835bb47307727ab02d624c063,,,,,,,
Add Parameter,dtram,dtram,pyemma/thermo/api.py,422.0,408.0,['The parameters [ unbiased_state ] are added to the method dtram from the module pyemma/thermo/api.py'],054c64b46aeb293127010725b5f83b14113c9848,,,,,,,
Add Parameter,tram,tram,pyemma/thermo/api.py,295.0,280.0,['The parameters [ unbiased_state ] are added to the method tram from the module pyemma/thermo/api.py'],054c64b46aeb293127010725b5f83b14113c9848,,,,,,,
Add Parameter,estimate_umbrella_sampling,estimate_umbrella_sampling,pyemma/thermo/api.py,42.0,42.0,['The parameters [ width ] are added to the method estimate_umbrella_sampling from the module pyemma/thermo/api.py'],058cc022729c429b9338f6040c387186c203f9a9,,,,,,,
Add Parameter,_get_umbrella_bias_sequences,_get_umbrella_bias_sequences,pyemma/thermo/util/util.py,188.0,188.0,['The parameters [ width ] are added to the method _get_umbrella_bias_sequences from the module pyemma/thermo/util/util.py'],058cc022729c429b9338f6040c387186c203f9a9,,,,,,,
Add Parameter,get_umbrella_sampling_data,get_umbrella_sampling_data,pyemma/thermo/util/util.py,221.0,221.0,['The parameters [ width ] are added to the method get_umbrella_sampling_data from the module pyemma/thermo/util/util.py'],058cc022729c429b9338f6040c387186c203f9a9,,,,,,,
Add Parameter,tica,tica,pyemma/coordinates/api.py,996.0,996.0,['The parameters [ max_nsave ] are added to the method tica from the module pyemma/coordinates/api.py'],06391933f8f348c55b854deab51e6166b0e44146,,,,,,,
Add Parameter,__init__,__init__,pyemma/coordinates/estimation/covariance.py/LaggedCovariance,36.0,36.0,['The parameters [ max_nsave ] are added to the method __init__ from the module pyemma/coordinates/estimation/covariance.py in class LaggedCovariance'],06391933f8f348c55b854deab51e6166b0e44146,,,,,,,
Add Parameter,__init__,__init__,pyemma/coordinates/estimation/koopman.py/_KoopmanEstimator,73.0,73.0,['The parameters [ max_nsave ] are added to the method __init__ from the module pyemma/coordinates/estimation/koopman.py in class _KoopmanEstimator'],06391933f8f348c55b854deab51e6166b0e44146,,,,,,,
Add Parameter,__init__,__init__,pyemma/coordinates/transform/tica.py/TICA,62.0,62.0,['The parameters [ max_nsave ] are added to the method __init__ from the module pyemma/coordinates/transform/tica.py in class TICA'],06391933f8f348c55b854deab51e6166b0e44146,,,,,,,
Rename Class,DeveloperError,ClassVersionException,pyemma/_base/serialization/serialization.py,,, class DeveloperError was renamed to class ClassVersionException ,06bc8c52ca19764440cada72ed1c91596516e8fc,,,,,,,
Add Parameter,assign_to_centers,assign_to_centers,pyemma/coordinates/api.py,899.0,899.0,['The parameters [ return_dtrajs ] are added to the method assign_to_centers from the module pyemma/coordinates/api.py'],0716532c7c7f6c1b4b9e11de293ba7e7672c1336,,,,,,,
Push Down Method,get_output,get_output,,,, method get_output from the module pyemma/coordinates/data/_base/iterable.py in class Iterable was moved to class DataSource of module pyemma/coordinates/data/_base/datasource.py ,07df7c15e83a3ecdeff4edbbc140ff3f8d5f3b1f,,,,pyemma/coordinates/data/_base/iterable.py/Iterable,pyemma/coordinates/data/_base/datasource.py/DataSource,177.0,313.0
Push Down Method,write_to_csv,write_to_csv,,,, method write_to_csv from the module pyemma/coordinates/data/_base/iterable.py in class Iterable was moved to class DataSource of module pyemma/coordinates/data/_base/datasource.py ,07df7c15e83a3ecdeff4edbbc140ff3f8d5f3b1f,,,,pyemma/coordinates/data/_base/iterable.py/Iterable,pyemma/coordinates/data/_base/datasource.py/DataSource,263.0,497.0
Push Down Method,write_to_hdf5,write_to_hdf5,,,, method write_to_hdf5 from the module pyemma/coordinates/data/_base/iterable.py in class Iterable was moved to class DataSource of module pyemma/coordinates/data/_base/datasource.py ,07df7c15e83a3ecdeff4edbbc140ff3f8d5f3b1f,,,,pyemma/coordinates/data/_base/iterable.py/Iterable,pyemma/coordinates/data/_base/datasource.py/DataSource,354.0,399.0
Remove Parameter,_check_allowed,_check_allowed,pyemma/_base/serialization/pickle_extensions.py/HDF5PersistentUnpickler,64.0,64.0,['The parameters [ self ] of the method _check_allowed from the module pyemma/_base/serialization/pickle_extensions.py in class HDF5PersistentUnpickler is/are removed'],0829e6e891eedd8a8e62cb8efcbc242934ed5dd9,,,,,,,
Add Parameter,connected_count_matrix,connected_count_matrix,emma2/msm/estimation/sparse/connectivity.py,77.0,80.0,['The parameters [ directed ] are added to the method connected_count_matrix from the module emma2/msm/estimation/sparse/connectivity.py'],085fb2f2a0f28261dfbd6c7afec70bb7fbfd91d3,,,,,,,
Add Parameter,connected_sets,connected_sets,emma2/msm/estimation/sparse/connectivity.py,7.0,7.0,['The parameters [ directed ] are added to the method connected_sets from the module emma2/msm/estimation/sparse/connectivity.py'],085fb2f2a0f28261dfbd6c7afec70bb7fbfd91d3,,,,,,,
Add Parameter,is_connected,is_connected,emma2/msm/estimation/sparse/connectivity.py,112.0,115.0,['The parameters [ directed ] are added to the method is_connected from the module emma2/msm/estimation/sparse/connectivity.py'],085fb2f2a0f28261dfbd6c7afec70bb7fbfd91d3,,,,,,,
Add Parameter,largest_connected_set,largest_connected_set,emma2/msm/estimation/sparse/connectivity.py,60.0,63.0,['The parameters [ directed ] are added to the method largest_connected_set from the module emma2/msm/estimation/sparse/connectivity.py'],085fb2f2a0f28261dfbd6c7afec70bb7fbfd91d3,,,,,,,
Rename Method,count_matrix,count_matrix_active,pyemma/msm/ui/msm.py/MSM,108.0,232.0,['The method count_matrix from the module pyemma/msm/ui/msm.py in class MSM is renamed to count_matrix_active'],08a31dc5135c585290b578c6336e423e3b138ac3,,,,,,,
Rename Method,discretized_trajectories,discrete_trajectories_full,pyemma/msm/ui/msm.py/MSM,100.0,204.0,['The method discretized_trajectories from the module pyemma/msm/ui/msm.py in class MSM is renamed to discrete_trajectories_full'],08a31dc5135c585290b578c6336e423e3b138ac3,,,,,,,
Change/Rename Parameter,save_traj,save_traj,pyemma/coordinates/api.py,494.0,494.0,['The parameters [ topology ] of the method save_traj from the module pyemma/coordinates/api.py are changed/renamed to [top]'],09ee99faa5e321d2ae9947e6fab62f9b1d9ceea3,,,,,,,
Change/Rename Parameter,frames_from_file,frames_from_file,pyemma/coordinates/data/frames_from_file.py,33.0,33.0,['The parameters [ topology ] of the method frames_from_file from the module pyemma/coordinates/data/frames_from_file.py are changed/renamed to [top]'],09ee99faa5e321d2ae9947e6fab62f9b1d9ceea3,,,,,,,
Extract Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/data/_base/iterable.py/Iterable,,, The method _create_iterator_impl from the module pyemma/coordinates/data/_base/iterable.py in class Iterable is extracted from method _create_iterator from the module pyemma/coordinates/data/_base/iterable.py in class Iterable ,0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,"(319,37)",324.0,"[328.0, 329.0]",,,,
Rename Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/data/data_in_memory.py/DataInMemory,50.0,50.0,['The method _create_iterator from the module pyemma/coordinates/data/data_in_memory.py in class DataInMemory is renamed to _create_iterator_impl'],0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,,,,,,,
Rename Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/data/feature_reader.py/FeatureReader,137.0,137.0,['The method _create_iterator from the module pyemma/coordinates/data/feature_reader.py in class FeatureReader is renamed to _create_iterator_impl'],0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,,,,,,,
Rename Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/data/fragmented_trajectory_reader.py/FragmentedTrajectoryReader,389.0,389.0,['The method _create_iterator from the module pyemma/coordinates/data/fragmented_trajectory_reader.py in class FragmentedTrajectoryReader is renamed to _create_iterator_impl'],0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,,,,,,,
Rename Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/data/numpy_filereader.py/NumPyFileReader,65.0,65.0,['The method _create_iterator from the module pyemma/coordinates/data/numpy_filereader.py in class NumPyFileReader is renamed to _create_iterator_impl'],0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,,,,,,,
Rename Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/data/py_csv_reader.py/PyCSVReader,257.0,257.0,['The method _create_iterator from the module pyemma/coordinates/data/py_csv_reader.py in class PyCSVReader is renamed to _create_iterator_impl'],0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,,,,,,,
Rename Method,_create_iterator,_create_iterator_impl,pyemma/coordinates/transform/transformer.py/StreamingTransformer,175.0,175.0,['The method _create_iterator from the module pyemma/coordinates/transform/transformer.py in class StreamingTransformer is renamed to _create_iterator_impl'],0ab033bd0ba6fd3031b6a9906276d1f295bf67d7,,,,,,,
Add Parameter,pca,pca,pyemma/coordinates/api.py,720.0,720.0,['The parameters [ var_cutoff ] are added to the method pca from the module pyemma/coordinates/api.py'],0ab3280c262786d16ac78b9a8b0a66c64b3fe6de,,,,,,,
Remove Parameter,__init__,__init__,pyemma/coordinates/data/featurization/featurizer.py/MDFeaturizer,49.0,49.0,['The parameters [ use_cache ] of the method __init__ from the module pyemma/coordinates/data/featurization/featurizer.py in class MDFeaturizer is/are removed'],0c77c0682a12efa4e000fb8fc3365825fad73041,,,,,,,
Add Parameter,__init__,__init__,pyemma/msm/estimators/bayesian_hmsm.py/BayesianHMSM,17.0,17.0,['The parameters [ prior ] are added to the method __init__ from the module pyemma/msm/estimators/bayesian_hmsm.py in class BayesianHMSM'],0c9e767207df8ee1a09f7713ea68c3d4317c34bb,,,,,,,
Add Parameter,plot_implied_timescales,plot_implied_timescales,pyemma/plots/timescales.py,31.0,31.0,['The parameters [ units dt ] are added to the method plot_implied_timescales from the module pyemma/plots/timescales.py'],0ca70358b32348a71d024516f5ec39289ea223fe,,,,,,,
Rename Method,plot_free_energy,plot_free_energy_new,pyemma/plots/plots2d.py,454.0,454.0,['The method plot_free_energy from the module pyemma/plots/plots2d.py is renamed to plot_free_energy_new'],0cbe22e555ed0017bb3252acb296c618bfa32da2,,,,,,,
Add Parameter,discretizer,discretizer,pyemma/coordinates/api.py,323.0,323.0,['The parameters [ chunksize ] are added to the method discretizer from the module pyemma/coordinates/api.py'],0cd4db6f4412644f8c877b2fb318fb217ca800e4,,,,,,,
Change/Rename Parameter,twostep_count_matrix,twostep_count_matrix,pyemma/msm/estimators/OOM_MSM.py,60.0,49.0,['The parameters [ nstates ] of the method twostep_count_matrix from the module pyemma/msm/estimators/OOM_MSM.py are changed/renamed to [N]'],0d300e5149500b1d1b7b5fe9806df3d67bc286e9,,,,,,,
Inline Method,__next__,next,pyemma/coordinates/data/_base/datasource.py/DataSourceIterator,,, The method next from the module pyemma/coordinates/data/_base/datasource.py in class DataSourceIterator is inlined into method __next__ from the module pyemma/coordinates/data/_base/datasource.py in class DataSourceIterator ,0e0fd0bb36da71e8cae98079b546317615cf582b,"(998,1000)",1061.0,"[1014.0, 1046.0]",,,,
Add Parameter,covariance_lagged,covariance_lagged,pyemma/coordinates/api.py,1417.0,1417.0,['The parameters [ column_selection diag_only ] are added to the method covariance_lagged from the module pyemma/coordinates/api.py'],0e5fe76ba7906a5fc38acef68626d6a25d3bb713,,,,,,,
Add Parameter,__init__,__init__,pyemma/coordinates/estimation/covariance.py/LaggedCovariance,88.0,92.0,['The parameters [ column_selection diag_only ] are added to the method __init__ from the module pyemma/coordinates/estimation/covariance.py in class LaggedCovariance'],0e5fe76ba7906a5fc38acef68626d6a25d3bb713,,,,,,,
Add Parameter,__init__,__init__,pyemma/msm/estimators/_msm_estimator_base.py/_MSMEstimator,26.0,50.0,['The parameters [ core_set milestoning_method ] are added to the method __init__ from the module pyemma/msm/estimators/_msm_estimator_base.py in class _MSMEstimator'],0e9bcea36194e6efe3c58b2bd6327506fb4a4dfc,,,,,,,
Move Method,_remap_indices_coring,_remap_indices_coring,,,, method _remap_indices_coring from the module pyemma/msm/estimators/maximum_likelihood_msm.py was moved to module pyemma/msm/estimators/_msm_estimator_base.py ,0e9bcea36194e6efe3c58b2bd6327506fb4a4dfc,,,,pyemma/msm/estimators/maximum_likelihood_msm.py,pyemma/msm/estimators/_msm_estimator_base.py,35.0,13.0
Remove Parameter,_select_file,_select_file,pyemma/coordinates/data/_base/datasource.py/DataSourceIterator,741.0,737.0,['The parameters [ itraj ] of the method _select_file from the module pyemma/coordinates/data/_base/datasource.py in class DataSourceIterator is/are removed'],0ee3829c1d93cc35b4cf6512d9dd52866a440327,,,,,,,
Remove Parameter,_select_file,_select_file,pyemma/coordinates/data/_base/datasource.py/EncapsulatedIterator,1140.0,1131.0,['The parameters [ itraj ] of the method _select_file from the module pyemma/coordinates/data/_base/datasource.py in class EncapsulatedIterator is/are removed'],0ee3829c1d93cc35b4cf6512d9dd52866a440327,,,,,,,
Rename Method,test_method_does_not_require_estimation,method_requires_estimation,pyemma/util/tests/test_estimation_required_decorator.py/TestEstimator,30.0,18.0,['The method test_method_does_not_require_estimation from the module pyemma/util/tests/test_estimation_required_decorator.py in class TestEstimator is renamed to method_requires_estimation'],0f2f0984c7a449d7368a954f265a36fa051eac5c,,,,,,,
Remove Parameter,estimate,estimate,pyemma/thermo/estimators/TRAM_estimator.py/TRAM,158.0,158.0,['The parameters [ equilibrium ] of the method estimate from the module pyemma/thermo/estimators/TRAM_estimator.py in class TRAM is/are removed'],0f8d7d2200653e3a884f148fd78b6a9cf23e239b,,,,,,,
Change/Rename Parameter,__init__,__init__,pyemma/coordinates/transform/tica.py/TICA,61.0,61.0,['The parameters [ lag ] of the method __init__ from the module pyemma/coordinates/transform/tica.py in class TICA are changed/renamed to [tau]'],1019f2cce78b70779f6c40fecf942cefce6f0c3e,,,,,,,
Rename Method,iter_stridden,iterator,pyemma/coordinates/transform/transformer.py/Transformer,431.0,409.0,['The method iter_stridden from the module pyemma/coordinates/transform/transformer.py in class Transformer is renamed to iterator'],1019f2cce78b70779f6c40fecf942cefce6f0c3e,,,,,,,
Remove Parameter,__init__,__init__,pyemma/coordinates/transform/tica.py/_TICA,53.0,62.0,['The parameters [ mean remove_mean ] of the method __init__ from the module pyemma/coordinates/transform/tica.py in class _TICA is/are removed'],1036034078c2000303e51667870dcd94b95bbfb6,,,,,,,
Remove Parameter,__init__,__init__,pyemma/coordinates/transform/tica.py/EquilibriumCorrectedTICA,420.0,422.0,['The parameters [ mean remove_mean reversible ] of the method __init__ from the module pyemma/coordinates/transform/tica.py in class EquilibriumCorrectedTICA is/are removed'],1036034078c2000303e51667870dcd94b95bbfb6,,,,,,,
Pull Up Method,feature_TIC_correlation,feature_TIC_correlation,,,, method feature_TIC_correlation from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,334.0,283.0
Pull Up Method,cov,cov,,,, method cov from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,357.0,307.0
Pull Up Method,cov,cov,,,, method cov from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,362.0,312.0
Pull Up Method,cov_tau,cov_tau,,,, method cov_tau from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,366.0,316.0
Pull Up Method,cov_tau,cov_tau,,,, method cov_tau from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,371.0,321.0
Pull Up Method,eigenvalues,eigenvalues,,,, method eigenvalues from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,375.0,325.0
Pull Up Method,eigenvectors,eigenvectors,,,, method eigenvectors from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,386.0,336.0
Pull Up Method,cumvar,cumvar,,,, method cumvar from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,397.0,347.0
Pull Up Method,output_type,output_type,,,, method output_type from the module pyemma/coordinates/transform/tica.py in class TICA was moved to class _TICA of module pyemma/coordinates/transform/tica.py ,1036034078c2000303e51667870dcd94b95bbfb6,,,,pyemma/coordinates/transform/tica.py/TICA,pyemma/coordinates/transform/tica.py/_TICA,408.0,358.0
Change/Rename Parameter,estimate_markov_model,estimate_markov_model,pyemma/msm/api.py,102.0,102.0,['The parameters [ compute ] of the method estimate_markov_model from the module pyemma/msm/api.py are changed/renamed to [estimate]'],1141ee35af3666e0d36fd379eecae129f2128dd6,,,,,,,
Rename Method,_assert_computed,_assert_estimated,pyemma/msm/ui/msm.py/MSM,76.0,76.0,['The method _assert_computed from the module pyemma/msm/ui/msm.py in class MSM is renamed to _assert_estimated'],1141ee35af3666e0d36fd379eecae129f2128dd6,,,,,,,
Change/Rename Parameter,__init__,__init__,pyemma/msm/ui/msm.py/EstimatedMSM,864.0,864.0,['The parameters [ compute ] of the method __init__ from the module pyemma/msm/ui/msm.py in class EstimatedMSM are changed/renamed to [estimate]'],1141ee35af3666e0d36fd379eecae129f2128dd6,,,,,,,
Rename Method,compute,estimate,pyemma/msm/ui/msm.py/EstimatedMSM,907.0,907.0,['The method compute from the module pyemma/msm/ui/msm.py in class EstimatedMSM is renamed to estimate'],1141ee35af3666e0d36fd379eecae129f2128dd6,,,,,,,
Change/Rename Parameter,mfpt_sensitivity,mfpt_sensitivity,emma2/msm/analysis/dense/sensitivity.py,211.0,279.0,['The parameters [ i ] of the method mfpt_sensitivity from the module emma2/msm/analysis/dense/sensitivity.py are changed/renamed to [j]'],11625ed8072186d740eb6b7badab2651ce19f475,,,,,,,
Add Parameter,plot_flux,plot_flux,pyemma/plots/networks.py,320.0,345.0,['The parameters [ attribute_to_plot ] are added to the method plot_flux from the module pyemma/plots/networks.py'],1215ceb4c49473cc84bf9d85a26e15de9b17c32c,,,,,,,
Add Parameter,_create_iterator,_create_iterator,pyemma/coordinates/transform/transformer.py/StreamingTransformer,174.0,174.0,['The parameters [ cols ] are added to the method _create_iterator from the module pyemma/coordinates/transform/transformer.py in class StreamingTransformer'],126e1e6cea14280a816f7e0e85e5bcee11a52aa2,,,,,,,
Add Parameter,__init__,__init__,pyemma/coordinates/transform/transformer.py/StreamingTransformerIterator,296.0,296.0,['The parameters [ cols ] are added to the method __init__ from the module pyemma/coordinates/transform/transformer.py in class StreamingTransformerIterator'],126e1e6cea14280a816f7e0e85e5bcee11a52aa2,,,,,,,
Remove Parameter,set_model_params,set_model_params,pyemma/coordinates/transform/vamp.py/VAMPModel,44.0,44.0,['The parameters [ U V singular_values cumvar ] of the method set_model_params from the module pyemma/coordinates/transform/vamp.py in class VAMPModel is/are removed'],12b360c6dae048ae2c1c235884627413c432e530,,,,,,,
Add Parameter,__init__,__init__,pyemma/msm/estimators/bayesian_msm.py/BayesianMSM,74.0,92.0,['The parameters [ count_mode ] are added to the method __init__ from the module pyemma/msm/estimators/bayesian_msm.py in class BayesianMSM'],12b94dd37f5acc2da71ae76055cff9c52c0518c7,,,,,,,
Add Parameter,__init__,__init__,pyemma/msm/estimators/maximum_likelihood_msm.py/MaximumLikelihoodMSM,66.0,90.0,['The parameters [ count_mode ] are added to the method __init__ from the module pyemma/msm/estimators/maximum_likelihood_msm.py in class MaximumLikelihoodMSM'],12b94dd37f5acc2da71ae76055cff9c52c0518c7,,,,,,,
Add Parameter,count_lagged,count_lagged,pyemma/msm/util/dtraj_stats.py/DiscreteTrajectoryStats,38.0,38.0,['The parameters [ count_mode ] are added to the method count_lagged from the module pyemma/msm/util/dtraj_stats.py in class DiscreteTrajectoryStats'],12b94dd37f5acc2da71ae76055cff9c52c0518c7,,,,,,,
Add Parameter,number_of_trajectories,number_of_trajectories,pyemma/coordinates/data/_base/transformer.py/StreamingTransformer,202.0,199.0,['The parameters [ stride ] are added to the method number_of_trajectories from the module pyemma/coordinates/data/_base/transformer.py in class StreamingTransformer'],12d9cd7fb76f8ca89ea70cf5a75b3e13ceb924c5,,,,,,,
Remove Parameter,__init__,__init__,pyemma/coordinates/transform/tica.py/TICA,51.0,47.0,['The parameters [ force_eigenvalues_le_one ] of the method __init__ from the module pyemma/coordinates/transform/tica.py in class TICA is/are removed'],12e24f07c560fd754b84fec29fa42adc0a990ad7,,,,,,,
Add Parameter,_param_add_data,_param_add_data,pyemma/coordinates/clustering/assign.py/AssignCenters,42.0,42.0,['The parameters [ stride ] are added to the method _param_add_data from the module pyemma/coordinates/clustering/assign.py in class AssignCenters'],148dba49a8a7f178ff7a6caa6f215a951a524371,,,,,,,
Add Parameter,_param_add_data,_param_add_data,pyemma/coordinates/clustering/kmeans.py/KmeansClustering,72.0,72.0,['The parameters [ stride ] are added to the method _param_add_data from the module pyemma/coordinates/clustering/kmeans.py in class KmeansClustering'],148dba49a8a7f178ff7a6caa6f215a951a524371,,,,,,,
