Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,drive,drive,donkeycar/templates/cv_control.py,40.0,143.0,['The parameters [ args ] are added to the method drive from the module donkeycar/templates/cv_control.py'],2938a8b78e8e8ab21dd5c1ab29ac376471432c90,,,,,,,
Rename Class,MyCVController,LineFollower,donkeycar/templates/cv_control.py,,, class MyCVController was renamed to class LineFollower ,2938a8b78e8e8ab21dd5c1ab29ac376471432c90,,,,,,,
Rename Method,iteritems,items,donkeycar/memory.py/Memory,58.0,58.0,['The method iteritems from the module donkeycar/memory.py in class Memory is renamed to items'],2ab00e5a828884b3d404a1f70c6ebeb4611c468e,,,,,,,
Change Return Type,output_types,output_types,donkeycar/parts/keras.py/KerasPilot,168.0,163.0,['The return type of method output_types from the module donkeycar/parts/keras.py in class KerasPilot is updated'],2c2dc41940a23e823204eec55d72ccf02651b7cb,,,,,,,
Add Parameter,test_training_pipeline,test_training_pipeline,donkeycar/tests/test_train.py,79.0,86.0,['The parameters [ train_filter ] are added to the method test_training_pipeline from the module donkeycar/tests/test_train.py'],2c2dc41940a23e823204eec55d72ccf02651b7cb,,,,,,,
Remove Parameter,__init__,__init__,donkeycar/parts/datastore.py/Tub,151.0,151.0,['The parameters [ task ] of the method __init__ from the module donkeycar/parts/datastore.py in class Tub is/are removed'],2c51955f1a0bc4e93fb680f2053ae30910350fde,,,,,,,
Remove Parameter,new_tub_writer,new_tub_writer,donkeycar/parts/datastore.py/TubHandler,567.0,562.0,['The parameters [ task ] of the method new_tub_writer from the module donkeycar/parts/datastore.py in class TubHandler is/are removed'],2c51955f1a0bc4e93fb680f2053ae30910350fde,,,,,,,
Remove Parameter,drive,drive,donkeycar/templates/donkey2.py,33.0,32.0,['The parameters [ task ] of the method drive from the module donkeycar/templates/donkey2.py is/are removed'],2c51955f1a0bc4e93fb680f2053ae30910350fde,,,,,,,
Extract Method,run,set_pulse,donkey/parts/actuators/actuators.py/PCA9685,,, The method set_pulse from the module donkey/parts/actuators/actuators.py in class PCA9685 is extracted from method run from the module donkey/parts/actuators/actuators.py in class PCA9685 ,2d52ff5060a635582dd416584beb11582ea58c5b,,,,,"(26,29)",26.0,[27.0]
Rename Method,do_enable,enable_ai_launch,donkeycar/parts/launch.py/AiLaunch,19.0,19.0,['The method do_enable from the module donkeycar/parts/launch.py in class AiLaunch is renamed to enable_ai_launch'],2fbb7cd5ae78ad310cc56dcf011e3d7b7609beb9,,,,,,,
Add Parameter,__init__,__init__,car.py/Car,15.0,19.0,['The parameters [ fake_camera_img_dir ] are added to the method __init__ from the module car.py in class Car'],306ff550f0ad54c01f922963be16ef96a0e1bbda,,,,,,,
Add Parameter,__init__,__init__,donkey/cameras.py/FakeCamera,91.0,91.0,['The parameters [ img_dir ] are added to the method __init__ from the module donkey/cameras.py in class FakeCamera'],306ff550f0ad54c01f922963be16ef96a0e1bbda,,,,,,,
Rename Method,fit,train,donkey/pilots/keras.py/CNNAnglePredictor,130.0,126.0,['The method fit from the module donkey/pilots/keras.py in class CNNAnglePredictor is renamed to train'],3106611332b21cc69fda009c9d8be6face7b0d29,,,,,,,
Rename Method,fit,train,donkey/pilots/keras.py/CarputerPredictor,211.0,207.0,['The method fit from the module donkey/pilots/keras.py in class CarputerPredictor is renamed to train'],3106611332b21cc69fda009c9d8be6face7b0d29,,,,,,,
Rename Class,BaseKerasPredictor,BaseKerasPilot,donkey/pilots/keras.py,,, class BaseKerasPredictor was renamed to class BaseKerasPilot ,3106611332b21cc69fda009c9d8be6face7b0d29,,,,,,,
Rename Class,MockController,Settings,donkeycar/parts/actuator.py,,, class MockController was renamed to class Settings ,311f999da904b17e3021f37e480fbf81bd77effe,,,,,,,
Rename Method,pilot,test_linear,donkeycar/tests/test_keras.py,7.0,7.0,['The method pilot from the module donkeycar/tests/test_keras.py is renamed to test_linear'],311f999da904b17e3021f37e480fbf81bd77effe,,,,,,,
Rename Method,test_categorical,test_linear_with_model,donkeycar/tests/test_keras.py,17.0,12.0,['The method test_categorical from the module donkeycar/tests/test_keras.py is renamed to test_linear_with_model'],311f999da904b17e3021f37e480fbf81bd77effe,,,,,,,
Add Parameter,__init__,__init__,donkeycar/parts/camera.py/CSICamera,142.0,142.0,['The parameters [ gstreamer_flip ] are added to the method __init__ from the module donkeycar/parts/camera.py in class CSICamera'],318451400d45c683a6e03c5fe4d8868d2a424aef,,,,,,,
Extract Method,drive,add_imu,donkeycar/templates/complete.py,,, The method add_imu from the module donkeycar/templates/complete.py is extracted from method drive from the module donkeycar/templates/complete.py ,3292a2b5977b16f5f00929cfa146573ca6766f1a,,,,,"(46,46)",805.0,"[263.0, 264.0, 266.0]"
Rename Class,ImgPrecondition,ImgPreProcess,donkeycar/templates/complete.py,,, class ImgPrecondition was renamed to class ImgPreProcess ,33f28e01f6b5320fc1533bb4d8c4f22520682eef,,,,,,,
Add Parameter,__init__,__init__,donkeycar/parts/actuator.py/RPi_GPIO_Servo,927.0,953.0,['The parameters [ pin_scheme ] are added to the method __init__ from the module donkeycar/parts/actuator.py in class RPi_GPIO_Servo'],36973133b7013b7a48f8fe4ba5d636d31922f7dc,,,,,,,
Rename Class,RemoteServer,DonkeyPilotApplication,donkey/remotes.py,,, class RemoteServer was renamed to class DonkeyPilotApplication ,37f2c53c082e0c34180f1169298c2c5ac2b6ea5b,,,,,,,
Move Method,get,get,,,, method get from the module donkey/remotes.py in class VehicleHandler was moved to class DriveHandler of module donkey/remotes.py ,37f2c53c082e0c34180f1169298c2c5ac2b6ea5b,donkey/remotes.py/VehicleHandler,donkey/remotes.py/DriveHandler,127.0,211.0,,,
Add Parameter,__init__,__init__,donkeycar/parts/network.py/ValuePub,9.0,9.0,['The parameters [ hwm ] are added to the method __init__ from the module donkeycar/parts/network.py in class ValuePub'],37f3a3e4b6b9c6a8946cbadbb651b4089a222694,,,,,,,
Add Parameter,__init__,__init__,donkeycar/parts/network.py/ValueSub,30.0,32.0,['The parameters [ hwm return_last ] are added to the method __init__ from the module donkeycar/parts/network.py in class ValueSub'],37f3a3e4b6b9c6a8946cbadbb651b4089a222694,,,,,,,
Add Parameter,generator,generator,donkey/sessions.py/Session,56.0,73.0,['The parameters [ format ] are added to the method generator from the module donkey/sessions.py in class Session'],3b2d17e58256c8de245b33557d5d7a6b89a01d92,,,,,,,
Rename Method,img_paths,get_img_paths,donkey/sessions.py/Session,68.0,25.0,['The method img_paths from the module donkey/sessions.py in class Session is renamed to get_img_paths'],3b2d17e58256c8de245b33557d5d7a6b89a01d92,,,,,,,
Change Return Type,run,run,donkeycar/parts/actuator.py/TwoWheelSteeringThrottle,547.0,757.0,['The return type of method run from the module donkeycar/parts/actuator.py in class TwoWheelSteeringThrottle is updated'],3c03a547f9b3e5c31f27c43e15b473c75604e794,,,,,,,
Rename Method,test_calibrate_servo_esc_1,test_calibrate_servo_esc_1b,donkeycar/tests/test_web_socket.py/WebSocketCalibrateTest,29.0,29.0,['The method test_calibrate_servo_esc_1 from the module donkeycar/tests/test_web_socket.py in class WebSocketCalibrateTest is renamed to test_calibrate_servo_esc_1b'],3c03a547f9b3e5c31f27c43e15b473c75604e794,,,,,,,
Rename Method,test_calibrate_servo_esc_2,test_calibrate_servo_esc_2b,donkeycar/tests/test_web_socket.py/WebSocketCalibrateTest,45.0,61.0,['The method test_calibrate_servo_esc_2 from the module donkeycar/tests/test_web_socket.py in class WebSocketCalibrateTest is renamed to test_calibrate_servo_esc_2b'],3c03a547f9b3e5c31f27c43e15b473c75604e794,,,,,,,
Rename Method,test_calibrate_servo_esc_3,test_calibrate_servo_esc_3b,donkeycar/tests/test_web_socket.py/WebSocketCalibrateTest,61.0,93.0,['The method test_calibrate_servo_esc_3 from the module donkeycar/tests/test_web_socket.py in class WebSocketCalibrateTest is renamed to test_calibrate_servo_esc_3b'],3c03a547f9b3e5c31f27c43e15b473c75604e794,,,,,,,
Extract Method,update,run,donkeycar/parts/camera.py/Webcam,,, The method run from the module donkeycar/parts/camera.py in class Webcam is extracted from method update from the module donkeycar/parts/camera.py in class Webcam ,3c0e5b00a8023fbeb4dec5dd8a81492e2f47827e,,,,,"(97,173)",161.0,"[99.0, 103.0, 106.0, 107.0, 108.0, 109.0, 110.0]"
Add Parameter,__init__,__init__,donkeycar/templates/cv_control.py/LineFollower,32.0,32.0,['The parameters [ debug ] are added to the method __init__ from the module donkeycar/templates/cv_control.py in class LineFollower'],3c0e5b00a8023fbeb4dec5dd8a81492e2f47827e,,,,,,,
Extract Method,train,gather_tubs,donkeycar/templates/donkey2.py,,, The method gather_tubs from the module donkeycar/templates/donkey2.py is extracted from method train from the module donkeycar/templates/donkey2.py ,3e7dcacdca074b04ec6d1f047bac76b2f87621e5,,,,,"(148,159)",147.0,"[162.0, 163.0, 164.0, 166.0, 167.0]"
Add Parameter,__init__,__init__,donkeycar/templates/train.py/TubDataset,37.0,36.0,['The parameters [ config ] are added to the method __init__ from the module donkeycar/templates/train.py in class TubDataset'],3e8a3aa2bda5e9cf1768d35cd23eb583aa49de2c,,,,,,,
Change Return Type,train_test_split,train_test_split,donkeycar/templates/train.py/TubDataset,45.0,45.0,['The return type of method train_test_split from the module donkeycar/templates/train.py in class TubDataset is updated'],3e8a3aa2bda5e9cf1768d35cd23eb583aa49de2c,,,,,,,
Add Parameter,__init__,__init__,donkeycar/parts/imu.py/IMU,24.0,29.0,['The parameters [ dlp_setting ] are added to the method __init__ from the module donkeycar/parts/imu.py in class IMU'],3f43f280d66da23fafbe93350281f5d624090da2,,,,,,,
Change/Rename Parameter,decide,decide,donkey/remotes.py/RemoteClient,29.0,29.0,['The parameters [ img ] of the method decide from the module donkey/remotes.py in class RemoteClient are changed/renamed to [img_arr]'],4165d0cb3dbd1e651f96d8024d28768414f5a814,,,,,,,
Rename Method,load_data,load_dataset,donkey/sessions.py/Session,74.0,74.0,['The method load_data from the module donkey/sessions.py in class Session is renamed to load_dataset'],4165d0cb3dbd1e651f96d8024d28768414f5a814,,,,,,,
Add Parameter,sequence_train,sequence_train,donkeycar/templates/train.py,558.0,558.0,['The parameters [ aug ] are added to the method sequence_train from the module donkeycar/templates/train.py'],41fa30ae2bc2b532d007cc78d31a06af01db6fe2,,,,,,,
Rename Class,Mpu6050,MpuIMU,donkeycar/parts/imu.py,,, class Mpu6050 was renamed to class MpuIMU ,42f1b8684ab8539caa221c8e1e88ac066bf72552,,,,,,,
Rename Class,Autorope_Connection,AutoropeSession,donkeycar/parts/autorope.py,,, class Autorope_Connection was renamed to class AutoropeSession ,43f84a7960243e4659b1b98910151a7b637dd11f,,,,,,,
Remove Parameter,update,update,donkeycar/parts/web_controller/web.py/LocalWebController,131.0,54.0,['The parameters [ port ] of the method update from the module donkeycar/parts/web_controller/web.py in class LocalWebController is/are removed'],43f84a7960243e4659b1b98910151a7b637dd11f,,,,,,,
Rename Method,__del__,shutdown,donkeycar/parts/robohat.py/RoboHATController,35.0,35.0,['The method __del__ from the module donkeycar/parts/robohat.py in class RoboHATController is renamed to shutdown'],4495a4c08b00d59bf325a863aefe565eaf86776e,,,,,,,
Remove Parameter,from_pyfile,from_pyfile,donkeycar/config.py/Config,13.0,13.0,['The parameters [ silent ] of the method from_pyfile from the module donkeycar/config.py in class Config is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,__init__,__init__,donkeycar/parts/keras.py/KerasCategorical,123.0,112.0,['The parameters [ roi_crop ] of the method __init__ from the module donkeycar/parts/keras.py in class KerasCategorical is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,__init__,__init__,donkeycar/parts/keras.py/KerasLinear,155.0,144.0,['The parameters [ roi_crop ] of the method __init__ from the module donkeycar/parts/keras.py in class KerasLinear is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,__init__,__init__,donkeycar/parts/keras.py/KerasIMU,197.0,203.0,['The parameters [ model roi_crop ] of the method __init__ from the module donkeycar/parts/keras.py in class KerasIMU is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,__init__,__init__,donkeycar/parts/keras.py/KerasBehavioral,222.0,230.0,['The parameters [ model num_outputs ] of the method __init__ from the module donkeycar/parts/keras.py in class KerasBehavioral is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,__init__,__init__,donkeycar/parts/keras.py/KerasLocalizer,253.0,260.0,['The parameters [ model ] of the method __init__ from the module donkeycar/parts/keras.py in class KerasLocalizer is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,default_bhv,default_bhv,donkeycar/parts/keras.py,394.0,381.0,['The parameters [ num_outputs ] of the method default_bhv from the module donkeycar/parts/keras.py is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,default_imu,default_imu,donkeycar/parts/keras.py,355.0,353.0,['The parameters [ roi_crop ] of the method default_imu from the module donkeycar/parts/keras.py is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Remove Parameter,rnn_lstm,rnn_lstm,donkeycar/parts/keras.py,510.0,465.0,['The parameters [ roi_crop ] of the method rnn_lstm from the module donkeycar/parts/keras.py is/are removed'],4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,,,
Extract Method,default_loc,core_cnn_layers,donkeycar/parts/keras.py,,, The method core_cnn_layers from the module donkeycar/parts/keras.py is extracted from method default_loc from the module donkeycar/parts/keras.py ,4580ec74800db2a9e4288d49c36c41b1c2077c42,,,,,"(435,410)",295.0,"[440.0, 441.0, 442.0, 443.0, 444.0, 445.0, 446.0, 447.0, 448.0, 449.0, 450.0, 451.0]"
Rename Class,ImgFIFO,ImgStack,donkeycar/parts/cv/cv.py,,, class ImgFIFO was renamed to class ImgStack ,45ff9863bcecc345e2f60a3a191eee109323ed03,,,,,,,
Add Parameter,train,train,donkeycar/parts/ml/keras.py/KerasPilot,30.0,30.0,['The parameters [ verbose min_delta patience use_early_stop ] are added to the method train from the module donkeycar/parts/ml/keras.py in class KerasPilot'],45ff9863bcecc345e2f60a3a191eee109323ed03,,,,,,,
Add Parameter,__init__,__init__,donkeycar/parts/ml/keras.py/KerasLinear,83.0,88.0,['The parameters [ num_outputs ] are added to the method __init__ from the module donkeycar/parts/ml/keras.py in class KerasLinear'],45ff9863bcecc345e2f60a3a191eee109323ed03,,,,,,,
Add Parameter,train,train,donkeycar/templates/donkey2.py,159.0,131.0,['The parameters [ cache ] are added to the method train from the module donkeycar/templates/donkey2.py'],45ff9863bcecc345e2f60a3a191eee109323ed03,,,,,,,
Extract Method,start,update_parts,donkeycar/vehicle.py/Vehicle,,, The method update_parts from the module donkeycar/vehicle.py in class Vehicle is extracted from method start from the module donkeycar/vehicle.py in class Vehicle ,45ff9863bcecc345e2f60a3a191eee109323ed03,,,,,"(56,56)",109.0,"[93.0, 95.0, 96.0, 97.0, 98.0, 101.0, 102.0, 104.0, 107.0, 108.0, 110.0, 113.0, 114.0]"
Move Method,expand_path_masks,expand_path_masks,,,, method expand_path_masks from the module donkeycar/templates/donkey2.py was moved to module donkeycar/utils.py ,45ff9863bcecc345e2f60a3a191eee109323ed03,donkeycar/templates/donkey2.py,donkeycar/utils.py,130.0,230.0,,,
