Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Move Method,test_filter_boxes,test_filter_boxes,,,, method test_filter_boxes from the module keras_rcnn/layers/object_detection/_object_proposal.py was moved to module tests/layers/object_detection/test_object_proposal.py ,17a533c79854cedb7ca26347482e6ec8caada5c6,keras_rcnn/layers/object_detection/_object_proposal.py,tests/layers/object_detection/test_object_proposal.py,154.0,33.0,,,
Remove Parameter,shift,shift,keras_rcnn/backend/common.py,147.0,145.0,['The parameters [ anchors ] of the method shift from the module keras_rcnn/backend/common.py is/are removed'],1ea204828e9dfc988d9739a4d29ce33f29f9ae18,,,,,,,
Remove Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_anchor_target.py/AnchorTarget,38.0,39.0,['The parameters [ ratios scales ] of the method __init__ from the module keras_rcnn/layers/object_detection/_anchor_target.py in class AnchorTarget is/are removed'],1ea204828e9dfc988d9739a4d29ce33f29f9ae18,,,,,,,
Remove Parameter,__init__,__init__,keras_rcnn/layers/pooling.py/ROI,17.0,16.0,['The parameters [ regions ] of the method __init__ from the module keras_rcnn/layers/pooling.py in class ROI is/are removed'],210c3897832a5d8ee68c947198e3efbe09cd25ac,,,,,,,
Remove Parameter,detections,detections,keras_rcnn/layers/_object_detection.py/ObjectDetection,38.0,39.0,['The parameters [ num_output ] of the method detections from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection is/are removed'],228ffeba66ad946cd17dbb063c1eac5b050aa8e7,,,,,,,
Move Method,get_config,get_config,,,, method get_config from the module keras_rcnn/layers/losses/__init__.py in class RCNN was moved to class ObjectDetection of module keras_rcnn/layers/_object_detection.py ,24b9aaf39ff4743487f8685c0efe838451a100e9,keras_rcnn/layers/losses/__init__.py/RCNN,keras_rcnn/layers/_object_detection.py/ObjectDetection,50.0,112.0,,,
Move Method,get_config,get_config,,,, method get_config from the module keras_rcnn/layers/losses/__init__.py in class RPN was moved to class ObjectDetection of module keras_rcnn/layers/_object_detection.py ,24b9aaf39ff4743487f8685c0efe838451a100e9,keras_rcnn/layers/losses/__init__.py/RPN,keras_rcnn/layers/_object_detection.py/ObjectDetection,126.0,112.0,,,
Move Method,filter_boxes,filter_boxes,,,, method filter_boxes from the module keras_rcnn/backend/common.py was moved to module keras_rcnn/layers/object_detection/_object_proposal.py ,251c234b3a416be42c24fa9abebe2f7c7076782a,keras_rcnn/backend/common.py,keras_rcnn/layers/object_detection/_object_proposal.py,180.0,139.0,,,
Move Method,inside_image,inside_image,,,, method inside_image from the module keras_rcnn/backend/common.py was moved to module keras_rcnn/layers/object_detection/_anchor_target.py ,251c234b3a416be42c24fa9abebe2f7c7076782a,keras_rcnn/backend/common.py,keras_rcnn/layers/object_detection/_anchor_target.py,195.0,263.0,,,
Move Method,test_inside_image,test_inside_image,,,, method test_inside_image from the module tests/backend/test_common.py was moved to module keras_rcnn/layers/object_detection/_anchor_target.py ,251c234b3a416be42c24fa9abebe2f7c7076782a,tests/backend/test_common.py,keras_rcnn/layers/object_detection/_anchor_target.py,156.0,289.0,,,
Move Method,test_filter_boxes,test_filter_boxes,,,, method test_filter_boxes from the module tests/backend/test_common.py was moved to module keras_rcnn/layers/object_detection/_object_proposal.py ,251c234b3a416be42c24fa9abebe2f7c7076782a,tests/backend/test_common.py,keras_rcnn/layers/object_detection/_object_proposal.py,175.0,154.0,,,
Extract Method,sample_rois,set_label_background,keras_rcnn/layers/object_detection/_proposal_target.py/ProposalTarget,,, The method set_label_background from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget is extracted from method sample_rois from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget ,28b3b592fdb8a1e715b89f3e110b1156a92fbe9d,,,,,"(80,79)",118.0,"[147.0, 149.0, 150.0, 154.0, 158.0, 160.0, 162.0, 166.0, 172.0]"
Extract Method,sample_rois,get_bbox_targets,keras_rcnn/layers/object_detection/_proposal_target.py/ProposalTarget,,, The method get_bbox_targets from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget is extracted from method sample_rois from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget ,28b3b592fdb8a1e715b89f3e110b1156a92fbe9d,,,,,"(80,79)",158.0,[189.0]
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/pooling.py/ROI,6.0,6.0,['The parameters [ pool_size ] of the method __init__ from the module keras_rcnn/layers/pooling.py in class ROI are changed/renamed to [size]'],29de6ffb10c03eb1e6be158766e14c90bdc65bdd,,,,,,,
Rename Method,test_call_classification,test_rpn_classification,tests/layers/test_losses.py,6.0,6.0,['The method test_call_classification from the module tests/layers/test_losses.py is renamed to test_rpn_classification'],2a1e299286ced64b0326212d59815da6216c9c78,,,,,,,
Rename Method,test_call_regression,test_rpn_regression,tests/layers/test_losses.py,22.0,22.0,['The method test_call_regression from the module tests/layers/test_losses.py is renamed to test_rpn_regression'],2a1e299286ced64b0326212d59815da6216c9c78,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_anchor_target.py/AnchorTarget,39.0,38.0,['The parameters [ ratios ] of the method __init__ from the module keras_rcnn/layers/object_detection/_anchor_target.py in class AnchorTarget are changed/renamed to [aspect_ratios]'],2a491e5079f253a95f63aa645dce736f9f08e07e,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_anchor.py/Anchor,20.0,20.0,['The parameters [ img_info ] of the method __init__ from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor are changed/renamed to [image_shape]'],2be34cd3a465841a72c53814bbdc5546b65da961,,,,,,,
Remove Parameter,detections,detections,keras_rcnn/layers/_object_detection.py/ObjectDetection,38.0,39.0,['The parameters [ num_output ] of the method detections from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection is/are removed'],30f1daed1ffb295f5bb2e530d8946ca680756ff7,,,,,,,
Remove Parameter,detections,detections,keras_rcnn/layers/_object_detection.py/ObjectDetection,38.0,36.0,['The parameters [ masks ] of the method detections from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection is/are removed'],330a4f455795dc6595929e9fc180b1a68267512d,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/preprocessing/_object_detection.py/DictionaryIterator,30.0,30.0,['The parameters [ target_shape scale ox oy ] are added to the method __init__ from the module keras_rcnn/preprocessing/_object_detection.py in class DictionaryIterator'],33198fdb72ee7fba6154f286a24f68a7837b2876,,,,,,,
Add Parameter,flow,flow,keras_rcnn/preprocessing/_object_detection.py/ObjectDetectionGenerator,102.0,132.0,['The parameters [ target_shape scale ox oy ] are added to the method flow from the module keras_rcnn/preprocessing/_object_detection.py in class ObjectDetectionGenerator'],33198fdb72ee7fba6154f286a24f68a7837b2876,,,,,,,
Rename Method,classification,_classification,keras_rcnn/losses/rpn.py,4.0,21.0,['The method classification from the module keras_rcnn/losses/rpn.py is renamed to _classification'],37425011678d655037cc92ba0189f7c003ef6bea,,,,,,,
Rename Method,regression,_regression,keras_rcnn/losses/rpn.py,29.0,46.0,['The method regression from the module keras_rcnn/losses/rpn.py is renamed to _regression'],37425011678d655037cc92ba0189f7c003ef6bea,,,,,,,
Rename Class,TestRegionProposalNetwork,TestRPN,tests/layers/object_detection/test_region_proposal_network.py,,, class TestRegionProposalNetwork was renamed to class TestRPN ,37425011678d655037cc92ba0189f7c003ef6bea,,,,,,,
Remove Parameter,__init__,__init__,keras_rcnn/models/_rpn.py/RPN,10.0,10.0,['The parameters [ backbone ] of the method __init__ from the module keras_rcnn/models/_rpn.py in class RPN is/are removed'],38027d0d7aa3d2609b87141fd57f89c7469d6344,,,,,,,
Remove Parameter,__init__,__init__,keras_rcnn/layers/pooling.py/ROI,18.0,15.0,['The parameters [ regions ] of the method __init__ from the module keras_rcnn/layers/pooling.py in class ROI is/are removed'],3834d72068e49cbd6c241065935cf43fb50723c6,,,,,,,
Add Parameter,detections,detections,keras_rcnn/layers/_object_detection.py/ObjectDetection,36.0,66.0,['The parameters [ self ] are added to the method detections from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection'],38d2cc63ffb6ac5c661d1def6e3afc27a6752624,,,,,,,
Add Parameter,detections,detections,keras_rcnn/layers/_object_detection.py/ObjectDetection,38.0,38.0,['The parameters [ metadata deltas proposals scores ] are added to the method detections from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection'],4024b14711338423fba30acd7c741ae63e812aac,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/pooling.py/ROI,6.0,6.0,['The parameters [ regions_of_interest ] of the method __init__ from the module keras_rcnn/layers/pooling.py in class ROI are changed/renamed to [regions]'],4054369de4ab328dec99cd0c87ab0041efdefcbb,,,,,,,
Add Parameter,get_bbox_targets,get_bbox_targets,keras_rcnn/layers/object_detection/_proposal_target.py/ProposalTarget,142.0,136.0,['The parameters [ num_classes ] are added to the method get_bbox_targets from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget'],46d6bc8ab713c35e5ff13d94c7639908a638e2cd,,,,,,,
Add Parameter,get_bbox_regression_labels,get_bbox_regression_labels,keras_rcnn/layers/object_detection/_proposal_target.py,191.0,185.0,['The parameters [ num_classes ] are added to the method get_bbox_regression_labels from the module keras_rcnn/layers/object_detection/_proposal_target.py'],46d6bc8ab713c35e5ff13d94c7639908a638e2cd,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/models/_rcnn.py/RCNN,10.0,10.0,['The parameters [ anchor_stride ] are added to the method __init__ from the module keras_rcnn/models/_rcnn.py in class RCNN'],48fcd5a92173e86be08a63fe66009b486ddc6ce5,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/preprocessing/_object_detection.py/ObjectDetectionGenerator,283.0,329.0,['The parameters [ crop_size ] are added to the method __init__ from the module keras_rcnn/preprocessing/_object_detection.py in class ObjectDetectionGenerator'],494c854e9d9be06865c5d217d9647cc5ffa17712,,,,,,,
Extract Method,on_epoch_end,_summarize_image,keras_rcnn/callbacks/_tensorboard.py/TensorBoard,,, The method _summarize_image from the module keras_rcnn/callbacks/_tensorboard.py in class TensorBoard is extracted from method on_epoch_end from the module keras_rcnn/callbacks/_tensorboard.py in class TensorBoard ,4a4f786893e9791a7b141036c62353a40ca528c5,,,,,"(59,61)",80.0,"[76.0, 77.0, 79.0, 81.0, 83.0, 85.0]"
Add Parameter,_detections,_detections,keras_rcnn/models.py,77.0,77.0,['The parameters [ classes ] are added to the method _detections from the module keras_rcnn/models.py'],4c1b506ea7340e0005c618455f0d45f60bd64f98,,,,,,,
Add Parameter,detections,detections,keras_rcnn/models.py,101.0,101.0,['The parameters [ classes ] are added to the method detections from the module keras_rcnn/models.py'],4c1b506ea7340e0005c618455f0d45f60bd64f98,,,,,,,
Add Parameter,detections,detections,keras_rcnn/layers/_object_detection.py/ObjectDetection,39.0,38.0,['The parameters [ num_output ] are added to the method detections from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection'],4d5be70f1461befd3140fb6821a8942862698f62,,,,,,,
Add Parameter,shift,shift,keras_rcnn/backend/common.py,145.0,147.0,['The parameters [ anchors ] are added to the method shift from the module keras_rcnn/backend/common.py'],508941f53753f061d28a52c77b0a855ca85f0e0a,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_anchor_target.py/AnchorTarget,39.0,38.0,['The parameters [ ratios scales ] are added to the method __init__ from the module keras_rcnn/layers/object_detection/_anchor_target.py in class AnchorTarget'],508941f53753f061d28a52c77b0a855ca85f0e0a,,,,,,,
Rename Method,object_proposal,object_proposal_model,tests/conftest.py,7.0,48.0,['The method object_proposal from the module tests/conftest.py is renamed to object_proposal_model'],54c9a7f16d7995a6580f96068a1cecbcd6b362e4,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/_pooling.py/RegionOfInterest,17.0,17.0,['The parameters [ stride ] of the method __init__ from the module keras_rcnn/layers/_pooling.py in class RegionOfInterest are changed/renamed to [strides]'],55220be5eb9a37e9c878442128d55d05c8106ebc,,,,,,,
Rename Method,_mask_features,_mask_network,keras_rcnn/models/_rcnn.py/RCNN,303.0,310.0,['The method _mask_features from the module keras_rcnn/models/_rcnn.py in class RCNN is renamed to _mask_network'],55220be5eb9a37e9c878442128d55d05c8106ebc,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_object_proposal.py/ObjectProposal,23.0,22.0,['The parameters [ min_size ] of the method __init__ from the module keras_rcnn/layers/object_detection/_object_proposal.py in class ObjectProposal are changed/renamed to [minimum_size]'],5611f0549585dd1bc456655ddcb4f0a8af582b4b,,,,,,,
Add Parameter,flow,flow,keras_rcnn/preprocessing/_object_detection.py/ObjectDetectionGenerator,150.0,150.0,['The parameters [ batch_size shuffle seed ] are added to the method flow from the module keras_rcnn/preprocessing/_object_detection.py in class ObjectDetectionGenerator'],5761493eee74477bbad7e701eb9e64ca4877fda7,,,,,,,
Rename Method,pad,pad_bounding_boxes,keras_rcnn/layers/_object_detection.py/ObjectDetection,126.0,202.0,['The method pad from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection is renamed to pad_bounding_boxes'],5e2940f668114f3c1663b55f244818ada4f49f99,,,,,,,
Rename Method,padmasks,pad_masks,keras_rcnn/layers/_object_detection.py/ObjectDetection,138.0,215.0,['The method padmasks from the module keras_rcnn/layers/_object_detection.py in class ObjectDetection is renamed to pad_masks'],5e2940f668114f3c1663b55f244818ada4f49f99,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/models/_rcnn.py/RCNN,9.0,50.0,['The parameters [ backbone ] are added to the method __init__ from the module keras_rcnn/models/_rcnn.py in class RCNN'],5f3f0f67e7461a7ad281d03846b84032252b4b79,,,,,,,
Add Parameter,call,call,keras_rcnn/layers/object_detection/_proposal_target.py/ProposalTarget,39.0,39.0,['The parameters [ training ] are added to the method call from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget'],60fcdd216f8719426394ef34ecc2f9118a3a1bb2,,,,,,,
Change/Rename Parameter,bbox_transform_inv,bbox_transform_inv,keras_rcnn/backend/common.py,198.0,198.0,['The parameters [ shifted ] of the method bbox_transform_inv from the module keras_rcnn/backend/common.py are changed/renamed to [deltas]'],64f76f264e4b979de8c18555edf8ddf7c4406cca,,,,,,,
Add Parameter,call,call,keras_rcnn/layers/losses/_rcnn.py/RCNNClassificationLoss,12.0,12.0,['The parameters [ training ] are added to the method call from the module keras_rcnn/layers/losses/_rcnn.py in class RCNNClassificationLoss'],6ed2e76741d0146957a7c1ad66d6c4560a836415,,,,,,,
Extract Method,load_data,get_file_data,keras_rcnn/datasets/__init__.py,,, The method get_file_data from the module keras_rcnn/datasets/__init__.py is extracted from method load_data from the module keras_rcnn/datasets/__init__.py ,7150e159d33dac1ff39152770b1324d7736333cf,,,,,"(9,9)",33.0,"[25.0, 26.0, 27.0, 29.0, 38.0, 39.0]"
Add Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_anchor.py/Anchor,20.0,21.0,['The parameters [ delta ] are added to the method __init__ from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor'],7754f11b7ed6e1c9a541df50b8f70ce48fd1974a,,,,,,,
Remove Parameter,subsample_negative_labels,subsample_negative_labels,keras_rcnn/layers/object_detection/_anchor.py/Anchor,126.0,167.0,['The parameters [ self ] of the method subsample_negative_labels from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor is/are removed'],7754f11b7ed6e1c9a541df50b8f70ce48fd1974a,,,,,,,
Remove Parameter,subsample_positive_labels,subsample_positive_labels,keras_rcnn/layers/object_detection/_anchor.py/Anchor,114.0,154.0,['The parameters [ self ] of the method subsample_positive_labels from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor is/are removed'],7754f11b7ed6e1c9a541df50b8f70ce48fd1974a,,,,,,,
Add Parameter,ResHead,ResHead,keras_rcnn/heads/resnet.py,4.0,4.0,['The parameters [ mask ] are added to the method ResHead from the module keras_rcnn/heads/resnet.py'],78f3b495a7ed2ab474d096c93419d06ebb365566,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/callbacks/_tensorboard.py/TensorBoard,50.0,54.0,['The parameters [ generator ] are added to the method __init__ from the module keras_rcnn/callbacks/_tensorboard.py in class TensorBoard'],7b9c87b8460c59514b9cc1ee2acdcbb314cfe18b,,,,,,,
Rename Method,_detections,_extract_regions,keras_rcnn/models.py,77.0,65.0,['The method _detections from the module keras_rcnn/models.py is renamed to _extract_regions'],80fbb8eedc2020183f4d5cd3d819396c12b05477,,,,,,,
Extract Method,f,_extract_proposals,keras_rcnn/models.py,,, The method _extract_proposals from the module keras_rcnn/models.py is extracted from method f from the module keras_rcnn/models.py ,80fbb8eedc2020183f4d5cd3d819396c12b05477,,,,,"(52,88)",50.0,"[53.0, 55.0, 57.0, 58.0]"
Inline Method,f,_proposals,keras_rcnn/models.py,,, The method _proposals from the module keras_rcnn/models.py is inlined into method f from the module keras_rcnn/models.py ,80fbb8eedc2020183f4d5cd3d819396c12b05477,,,,,"(102,88)",48.0,"[95.0, 101.0, 103.0, 104.0, 106.0, 107.0, 109.0, 111.0, 115.0, 116.0]"
Move Method,get_bbox_regression_labels,get_bbox_regression_labels,,,, method get_bbox_regression_labels from the module keras_rcnn/layers/object_detection/_proposal_target.py was moved to class ProposalTarget of module keras_rcnn/layers/object_detection/_proposal_target.py ,81499d32b18836a6e9583aedbff3c15fa4c19555,keras_rcnn/layers/object_detection/_proposal_target.py,keras_rcnn/layers/object_detection/_proposal_target.py/ProposalTarget,194.0,194.0,,,
Extract Method,f,VGG16,keras_rcnn/models/_rcnn.py,,, The method VGG16 from the module keras_rcnn/models/_rcnn.py is extracted from method f from the module keras_rcnn/models/_rcnn.py ,81d6c1aacb54460c6cc06ad9d7489345cbcd8ec3,,,,,"(15,24)",23.0,"[16.0, 44.0]"
Remove Parameter,__init__,__init__,keras_rcnn/preprocessing/_object_detection.py/DebugDictionaryIterator,30.0,132.0,['The parameters [ target_shape scale ox oy ] of the method __init__ from the module keras_rcnn/preprocessing/_object_detection.py in class DebugDictionaryIterator is/are removed'],8a80ce91c5ab96fec769db38d52b0dc441f19c73,,,,,,,
Rename Class,DebugDictionaryIterator,DictionaryIterator,keras_rcnn/preprocessing/_object_detection.py,,, class DebugDictionaryIterator was renamed to class DictionaryIterator ,8ad5d82dd62a381368c7500b7c367473bb7ac3a9,,,,,,,
Rename Class,DebugObjectDetectionGenerator,ObjectDetectionGenerator,keras_rcnn/preprocessing/_object_detection.py,,, class DebugObjectDetectionGenerator was renamed to class ObjectDetectionGenerator ,8ad5d82dd62a381368c7500b7c367473bb7ac3a9,,,,,,,
Rename Method,get_fg_bg_rois,find_foreground_and_background_proposal_indices,keras_rcnn/layers/object_detection/_proposal_target.py/ProposalTarget,160.0,166.0,['The method get_fg_bg_rois from the module keras_rcnn/layers/object_detection/_proposal_target.py in class ProposalTarget is renamed to find_foreground_and_background_proposal_indices'],9519a7bf5233d3fda1aa687b82c59324b73edd42,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/layers/object_detection/_anchor_target.py/AnchorTarget,38.0,38.0,['The parameters [ allowed_border ] of the method __init__ from the module keras_rcnn/layers/object_detection/_anchor_target.py in class AnchorTarget are changed/renamed to [padding]'],995aeb3736d5d1dbdcd42db5c4e211656d507bdb,,,,,,,
Change/Rename Parameter,__init__,__init__,keras_rcnn/models/_rcnn.py/RCNN,10.0,10.0,['The parameters [ anchor_allowed_border ] of the method __init__ from the module keras_rcnn/models/_rcnn.py in class RCNN are changed/renamed to [anchor_padding]'],995aeb3736d5d1dbdcd42db5c4e211656d507bdb,,,,,,,
Add Parameter,call,call,keras_rcnn/layers/detection.py/Detection,28.0,28.0,['The parameters [ training ] are added to the method call from the module keras_rcnn/layers/detection.py in class Detection'],99e977ac375eeccad871634c7aec67c1cf5a2789,,,,,,,
Move Method,propose,propose,,,, method propose from the module keras_rcnn/layers/__init__.py was moved to module keras_rcnn/backend/tensorflow_backend.py ,9a605582e08f358c1eb2875c8f7aaeb5a24f7ee7,keras_rcnn/layers/__init__.py,keras_rcnn/backend/tensorflow_backend.py,26.0,58.0,,,
Extract Method,label,balance,keras_rcnn/layers/object_detection/_anchor.py/Anchor,,, The method balance from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor is extracted from method label from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor ,9cea9134c26bf3b57a2ff3d3218edab50014e7de,,,,,"(90,79)",105.0,"[119.0, 122.0]"
Inline Method,call,_call,keras_rcnn/layers/object_detection/_anchor.py/Anchor,,, The method _call from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor is inlined into method call from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor ,9cea9134c26bf3b57a2ff3d3218edab50014e7de,,,,,"(44,49)",52.0,"[52.0, 55.0, 56.0, 58.0]"
Remove Parameter,test_inside_image,test_inside_image,tests/layers/object_detection/test_anchor.py/TestAnchor,35.0,35.0,['The parameters [ feat_h feat_w ] of the method test_inside_image from the module tests/layers/object_detection/test_anchor.py in class TestAnchor is/are removed'],9cea9134c26bf3b57a2ff3d3218edab50014e7de,,,,,,,
Remove Parameter,test_overlapping,test_overlapping,tests/layers/object_detection/test_anchor.py/TestAnchor,44.0,44.0,['The parameters [ feat_h feat_w ] of the method test_overlapping from the module tests/layers/object_detection/test_anchor.py in class TestAnchor is/are removed'],9cea9134c26bf3b57a2ff3d3218edab50014e7de,,,,,,,
Rename Method,test_resnet50_rcnn,test_vgg16_rcnn,tests/test_models.py,13.0,12.0,['The method test_resnet50_rcnn from the module tests/test_models.py is renamed to test_vgg16_rcnn'],9dcbe5f19f0bd5325db42a7cb9e1ed1f674aca23,,,,,,,
Remove Parameter,__init__,__init__,keras_rcnn/applications/_jhung2019.py/JHung2019,110.0,102.0,['The parameters [ anchor_base_size backbone mask_shape ] of the method __init__ from the module keras_rcnn/applications/_jhung2019.py in class JHung2019 is/are removed'],a0ec56467b5f4114aba49beeb2fbf2a90449ee13,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/preprocessing/_object_detection.py/ObjectDetectionGenerator,369.0,392.0,['The parameters [ clear_border ] are added to the method __init__ from the module keras_rcnn/preprocessing/_object_detection.py in class ObjectDetectionGenerator'],a7d6d329432782ce1a4a5e8b8f59997bc571c770,,,,,,,
Add Parameter,__init__,__init__,keras_rcnn/preprocessing/_object_detection.py/DictionaryIterator,30.0,30.0,['The parameters [ target_shape scale ox oy ] are added to the method __init__ from the module keras_rcnn/preprocessing/_object_detection.py in class DictionaryIterator'],b0d64eff6b86ccfc2b7626cc8243ef5d0e0f408e,,,,,,,
Add Parameter,flow,flow,keras_rcnn/preprocessing/_object_detection.py/ObjectDetectionGenerator,102.0,132.0,['The parameters [ target_shape scale ox oy ] are added to the method flow from the module keras_rcnn/preprocessing/_object_detection.py in class ObjectDetectionGenerator'],b0d64eff6b86ccfc2b7626cc8243ef5d0e0f408e,,,,,,,
Change/Rename Parameter,_overlapping,_overlapping,keras_rcnn/layers/object_detection/_anchor.py/Anchor,198.0,201.0,['The parameters [ anchors gt_boxes ] of the method _overlapping from the module keras_rcnn/layers/object_detection/_anchor.py in class Anchor are changed/renamed to [output target]'],b2a575bb96b4f204139c4aa17d7acb45dc62dd6a,,,,,,,
