Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,__init__,__init__,chempy/reaction.py/Reaction,68.0,69.0,['The parameters [ reversible ] are added to the method __init__ from the module chempy/reaction.py in class Reaction'],04725f965eebeff1da500fea142decec692b5765,nan,nan,nan,nan,nan,nan,nan
Add Parameter,fitToData,fitToData,rmgpy/chem/kinetics.py/Arrhenius,238.0,230.0,['The parameters [ numReactants ] are added to the method fitToData from the module rmgpy/chem/kinetics.py in class Arrhenius'],05c323764f54e37ce0629d3dc3eae351cbfaf996,nan,nan,nan,nan,nan,nan,nan
Add Parameter,make_new_reaction,make_new_reaction,rmgpy/rmg/model.py/CoreEdgeReactionModel,435.0,435.0,['The parameters [ generate_kinetics ] are added to the method make_new_reaction from the module rmgpy/rmg/model.py in class CoreEdgeReactionModel'],06023fa2a4136f0e5f9e113b429e25caa3abadbc,nan,nan,nan,nan,nan,nan,nan
Extract Method,convert_unsaturated_bond_to_biradical,convert_butadiene_path,rmgpy/molecule/parser.py,nan,nan, The method convert_butadiene_path from the module rmgpy/molecule/parser.py is extracted from method convert_unsaturated_bond_to_biradical from the module rmgpy/molecule/parser.py ,06ac5c3ac5f045f975faee7dd3e1f346d89c2bd4,"(61,61)",743.0,"[80.0, 81.0, 122.0, 123.0, 127.0, 128.0, 129.0, 130.0, 131.0, 133.0]",nan,nan,nan,nan
Extract Method,convert_unsaturated_bond_to_biradical,fix_mobile_h,rmgpy/molecule/parser.py,nan,nan, The method fix_mobile_h from the module rmgpy/molecule/parser.py is extracted from method convert_unsaturated_bond_to_biradical from the module rmgpy/molecule/parser.py ,06ac5c3ac5f045f975faee7dd3e1f346d89c2bd4,"(61,61)",761.0,"[88.0, 97.0, 99.0, 103.0, 104.0, 105.0, 106.0, 107.0, 110.0, 111.0, 113.0, 115.0, 116.0]",nan,nan,nan,nan
Extract Method,convert_unsaturated_bond_to_biradical,fix_unsaturated_bond,rmgpy/molecule/parser.py,nan,nan, The method fix_unsaturated_bond from the module rmgpy/molecule/parser.py is extracted from method convert_unsaturated_bond_to_biradical from the module rmgpy/molecule/parser.py ,06ac5c3ac5f045f975faee7dd3e1f346d89c2bd4,"(61,61)",796.0,"[79.0, 81.0, 130.0]",nan,nan,nan,nan
Add Parameter,update,update,rmgpy/molecule/molecule.py/Molecule,882.0,882.0,['The parameters [ log_species ] are added to the method update from the module rmgpy/molecule/molecule.py in class Molecule'],0720b3f482a3bdc0907d6a35831559ec09622cf4,nan,nan,nan,nan,nan,nan,nan
Change/Rename Parameter,react,react,rmgpy/rmg/react.py,40.0,42.0,['The parameters [ spc_tuples ] of the method react from the module rmgpy/rmg/react.py are changed/renamed to [spc_fam_tuples]'],075da234f251e68df01035e7767b4b7bed0e01b6,nan,nan,nan,nan,nan,nan,nan
Add Parameter,_generate_resonance_structures,_generate_resonance_structures,rmgpy/molecule/resonance.py,246.0,259.0,['The parameters [ save_order ] are added to the method _generate_resonance_structures from the module rmgpy/molecule/resonance.py'],089f5d399fc4afd5ec226420ea80dd2fd2a5ed06,nan,nan,nan,nan,nan,nan,nan
Add Parameter,generate_optimal_aromatic_resonance_structures,generate_optimal_aromatic_resonance_structures,rmgpy/molecule/resonance.py,586.0,605.0,['The parameters [ save_order ] are added to the method generate_optimal_aromatic_resonance_structures from the module rmgpy/molecule/resonance.py'],089f5d399fc4afd5ec226420ea80dd2fd2a5ed06,nan,nan,nan,nan,nan,nan,nan
Extract Method,getThermoData,generateThermoData,source/rmg/species.py/Species,nan,nan, The method generateThermoData from the module source/rmg/species.py in class Species is extracted from method getThermoData from the module source/rmg/species.py in class Species ,0a0da5ff459a3a9cdc5953a3cfc8cfc0e24b9720,"(277,277)",289.0,"[283.0, 284.0, 285.0, 286.0, 291.0, 294.0]",nan,nan,nan,nan
Change/Rename Parameter,to_error_canceling_spcs,to_error_canceling_spcs,arkane/encorr/reference.py/ReferenceSpecies,225.0,226.0,['The parameters [ model_chemistry ] of the method to_error_canceling_spcs from the module arkane/encorr/reference.py in class ReferenceSpecies are changed/renamed to [level_of_theory]'],0aea20d193c1dd2dd35607271206f88f4fbcd492,nan,nan,nan,nan,nan,nan,nan
Rename Method,test_extract_model_chemistry,test_extract_level_of_theory,arkane/encorr/referenceTest.py/TestReferenceDatabase,176.0,177.0,['The method test_extract_model_chemistry from the module arkane/encorr/referenceTest.py in class TestReferenceDatabase is renamed to test_extract_level_of_theory'],0aea20d193c1dd2dd35607271206f88f4fbcd492,nan,nan,nan,nan,nan,nan,nan
Add Parameter,saveChemkinFile,saveChemkinFile,rmgpy/rmg/model.py/CoreEdgeReactionModel,1629.0,1629.0,['The parameters [ transportPath ] are added to the method saveChemkinFile from the module rmgpy/rmg/model.py in class CoreEdgeReactionModel'],0b19853430f159ba8f37649d467476bf1a922f75,nan,nan,nan,nan,nan,nan,nan
Add Parameter,__init__,__init__,chempy/states.py/HinderedRotor,352.0,362.0,['The parameters [ fourier ] are added to the method __init__ from the module chempy/states.py in class HinderedRotor'],0b9103f870bf0092b1d4aa65fae67154e975fe9a,nan,nan,nan,nan,nan,nan,nan
Move Method,parse_command_line_arguments,parse_command_line_arguments,nan,nan,nan, method parse_command_line_arguments from the module rmg.py was moved to module rmgpy/util.py ,0bef99b16a9de0c993a6d033d39e92006d3243ae,nan,nan,nan,rmg.py,rmgpy/util.py,51.0,141.0
Extract Method,generateResonanceIsomers,__generateResonanceStructures,rmgpy/molecule/resonance.py,nan,nan, The method __generateResonanceStructures from the module rmgpy/molecule/resonance.py is extracted from method generateResonanceIsomers from the module rmgpy/molecule/resonance.py ,0c10d504628331bdd862772042bb5cdd86a22bf0,"(131,131)",197.0,"[136.0, 141.0, 142.0, 143.0, 145.0, 147.0, 152.0, 155.0, 158.0, 160.0]",nan,nan,nan,nan
Add Parameter,loadEntry,loadEntry,rmgpy/data/kinetics/groups.py/KineticsGroups,74.0,74.0,['The parameters [ nodalDistance ] are added to the method loadEntry from the module rmgpy/data/kinetics/groups.py in class KineticsGroups'],0d3aaa8991667d74ab5f739032d25ff4c7bbf1fb,nan,nan,nan,nan,nan,nan,nan
Add Parameter,loadEntry,loadEntry,rmgpy/data/kinetics/groups.py/KineticsGroups,84.0,84.0,['The parameters [ multiplicity ] are added to the method loadEntry from the module rmgpy/data/kinetics/groups.py in class KineticsGroups'],0df6ebb7622eb1849a45693e4970a5ff7da74585,nan,nan,nan,nan,nan,nan,nan
Remove Parameter,writeInputFile,writeInputFile,rmgpy/qm/gaussian.py/GaussianMol,130.0,135.0,['The parameters [ method ] of the method writeInputFile from the module rmgpy/qm/gaussian.py in class GaussianMol is/are removed'],0e331eb3c02329833774aa79995f4d0ef9ec7fd0,nan,nan,nan,nan,nan,nan,nan
Remove Parameter,parse_N_layer,parse_N_layer,rmgpy/molecule/parser.py,1341.0,1342.0,['The parameters [ mol ] of the method parse_N_layer from the module rmgpy/molecule/parser.py is/are removed'],0e581c3ef72356fe5850a3ff35ce21419ae920b9,nan,nan,nan,nan,nan,nan,nan
Add Parameter,toAdjacencyList,toAdjacencyList,chempy/pattern.py/MoleculePattern,788.0,788.0,['The parameters [ label ] are added to the method toAdjacencyList from the module chempy/pattern.py in class MoleculePattern'],0ed961bfa5c646341619760e7019c8d7f104c514,nan,nan,nan,nan,nan,nan,nan
Add Parameter,__init__,__init__,rmgpy/species.py/Species,94.0,94.0,['The parameters [ props ] are added to the method __init__ from the module rmgpy/species.py in class Species'],0ee61864b187cc30c93a00a4b13d96e64c93018b,nan,nan,nan,nan,nan,nan,nan
Add Parameter,loadChemkinFile,loadChemkinFile,rmgpy/chemkin.py,560.0,577.0,['The parameters [ readComments ] are added to the method loadChemkinFile from the module rmgpy/chemkin.py'],0f5a854391148d24d14b237ca681b972116fbbb3,nan,nan,nan,nan,nan,nan,nan
Add Parameter,readReactionComments,readReactionComments,rmgpy/chemkin.py,376.0,376.0,['The parameters [ read ] are added to the method readReactionComments from the module rmgpy/chemkin.py'],0f5a854391148d24d14b237ca681b972116fbbb3,nan,nan,nan,nan,nan,nan,nan
Add Parameter,readReactionsBlock,readReactionsBlock,rmgpy/chemkin.py,751.0,768.0,['The parameters [ readComments ] are added to the method readReactionsBlock from the module rmgpy/chemkin.py'],0f5a854391148d24d14b237ca681b972116fbbb3,nan,nan,nan,nan,nan,nan,nan
Add Parameter,saveHTMLFile,saveHTMLFile,rmgpy/chemkin.py,902.0,919.0,['The parameters [ readComments ] are added to the method saveHTMLFile from the module rmgpy/chemkin.py'],0f5a854391148d24d14b237ca681b972116fbbb3,nan,nan,nan,nan,nan,nan,nan
Add Parameter,loadRMGJavaJob,loadRMGJavaJob,rmgpy/tools/loader.py,124.0,129.0,['The parameters [ checkDuplicates ] are added to the method loadRMGJavaJob from the module rmgpy/tools/loader.py'],0fc46c8bc6741a01ba565745322beae3e0e933ab,nan,nan,nan,nan,nan,nan,nan
Add Parameter,loadRMGJob,loadRMGJob,rmgpy/tools/loader.py,42.0,42.0,['The parameters [ checkDuplicates ] are added to the method loadRMGJob from the module rmgpy/tools/loader.py'],0fc46c8bc6741a01ba565745322beae3e0e933ab,nan,nan,nan,nan,nan,nan,nan
Add Parameter,loadRMGPyJob,loadRMGPyJob,rmgpy/tools/loader.py,54.0,57.0,['The parameters [ checkDuplicates ] are added to the method loadRMGPyJob from the module rmgpy/tools/loader.py'],0fc46c8bc6741a01ba565745322beae3e0e933ab,nan,nan,nan,nan,nan,nan,nan
Rename Method,getCondaPackage,get_condaPackage,rmgpy/rmg/main.py,1536.0,1716.0,['The method getCondaPackage from the module rmgpy/rmg/main.py is renamed to get_condaPackage'],0fc6f86505f6d5f1181315914dc0ca692fd6851b,nan,nan,nan,nan,nan,nan,nan
Remove Parameter,__init__,__init__,rmgpy/molecule/graph.py/Graph,169.0,186.0,['The parameters [ edges ] of the method __init__ from the module rmgpy/molecule/graph.py in class Graph is/are removed'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testAddEdge,test_addEdge,unittest/molecule/graphTest.py/TestGraph,44.0,44.0,['The method testAddEdge from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_addEdge'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testAddVertex,test_addVertex,unittest/molecule/graphTest.py/TestGraph,34.0,35.0,['The method testAddVertex from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_addVertex'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testCopy,test_copy,unittest/molecule/graphTest.py/TestGraph,191.0,137.0,['The method testCopy from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_copy'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testGetAllCycles,test_getAllCycles,unittest/molecule/graphTest.py/TestGraph,422.0,466.0,['The method testGetAllCycles from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_getAllCycles'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testGetEdge,test_getEdge,unittest/molecule/graphTest.py/TestGraph,66.0,64.0,['The method testGetEdge from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_getEdge'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testGetEdges,test_getEdges,unittest/molecule/graphTest.py/TestGraph,85.0,83.0,['The method testGetEdges from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_getEdges'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testGetSmallestSetOfSmallestRings,test_getSmallestSetOfSmallestRings,unittest/molecule/graphTest.py/TestGraph,434.0,479.0,['The method testGetSmallestSetOfSmallestRings from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_getSmallestSetOfSmallestRings'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testHasEdge,test_hasEdge,unittest/molecule/graphTest.py/TestGraph,105.0,103.0,['The method testHasEdge from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_hasEdge'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testHasVertex,test_hasVertex,unittest/molecule/graphTest.py/TestGraph,96.0,94.0,['The method testHasVertex from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_hasVertex'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testIsCyclic,test_isCyclic,unittest/molecule/graphTest.py/TestGraph,387.0,428.0,['The method testIsCyclic from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_isCyclic'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testIsVertexInCycle,test_isVertexInCycle,unittest/molecule/graphTest.py/TestGraph,395.0,437.0,['The method testIsVertexInCycle from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_isVertexInCycle'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testMerge,test_merge,unittest/molecule/graphTest.py/TestGraph,279.0,190.0,['The method testMerge from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_merge'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testPickle,test_pickle,unittest/molecule/graphTest.py/TestGraph,445.0,395.0,['The method testPickle from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_pickle'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testRemoveVertex,test_removeVertex,unittest/molecule/graphTest.py/TestGraph,116.0,114.0,['The method testRemoveVertex from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_removeVertex'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testResetConnectivityValues,test_resetConnectivityValues,unittest/molecule/graphTest.py/TestGraph,138.0,229.0,['The method testResetConnectivityValues from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_resetConnectivityValues'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testSortVertices,test_sortVertices,unittest/molecule/graphTest.py/TestGraph,179.0,270.0,['The method testSortVertices from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_sortVertices'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testSplit,test_split,unittest/molecule/graphTest.py/TestGraph,257.0,166.0,['The method testSplit from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_split'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testSubgraphIsomorphism,test_subgraphIsomorphism,unittest/molecule/graphTest.py/TestGraph,351.0,358.0,['The method testSubgraphIsomorphism from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_subgraphIsomorphism'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testUpdateConnectivityValues,test_updateConnectivityValues,unittest/molecule/graphTest.py/TestGraph,149.0,240.0,['The method testUpdateConnectivityValues from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_updateConnectivityValues'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Rename Method,testVertexConnectivityValues,test_vertex_connectivity_values,unittest/molecule/graphTest.py/TestGraph,219.0,282.0,['The method testVertexConnectivityValues from the module unittest/molecule/graphTest.py in class TestGraph is renamed to test_vertex_connectivity_values'],1033d46bc705d39e65cb9cc37c39156bf3156cc2,nan,nan,nan,nan,nan,nan,nan
Remove Parameter,__init__,__init__,rmgpy/rmg/model.py/Species,60.0,60.0,['The parameters [ geometry ] of the method __init__ from the module rmgpy/rmg/model.py in class Species is/are removed'],1204c5f28bdbe484e76206b187fc188765f1e85d,nan,nan,nan,nan,nan,nan,nan
Rename Class,FindAllDelocalizationPathsTest,FindAllylDelocalizationPathsTest,rmgpy/molecule/pathfinderTest.py,nan,nan, class FindAllDelocalizationPathsTest was renamed to class FindAllylDelocalizationPathsTest ,1214767b58fe1f9b13404ca66293573e9914c0b5,nan,nan,nan,nan,nan,nan,nan
Remove Parameter,calculateEckartTunnelingCorrection,calculateEckartTunnelingCorrection,chempy/reaction.py/Reaction,234.0,234.0,['The parameters [ TS ] of the method calculateEckartTunnelingCorrection from the module chempy/reaction.py in class Reaction is/are removed'],12ab34af14eaa78577dae81ee7e8efcf3f8f7818,nan,nan,nan,nan,nan,nan,nan
Rename Method,fix_unsaturated_bond,convert_unsaturated_bond_to_triplet,rmgpy/molecule/parser.py,796.0,803.0,['The method fix_unsaturated_bond from the module rmgpy/molecule/parser.py is renamed to convert_unsaturated_bond_to_triplet'],12d5ea8912521ea7e18d1005ab95e999ba99ff72,nan,nan,nan,nan,nan,nan,nan
Rename Method,correct_O_unsaturated_bond,fix_oxygen_unsaturated_bond,rmgpy/molecule/parser.py,251.0,256.0,['The method correct_O_unsaturated_bond from the module rmgpy/molecule/parser.py is renamed to fix_oxygen_unsaturated_bond'],12d5ea8912521ea7e18d1005ab95e999ba99ff72,nan,nan,nan,nan,nan,nan,nan
Extract Method,fix,fix_unsaturated_bond,rmgpy/molecule/parser.py,nan,nan, The method fix_unsaturated_bond from the module rmgpy/molecule/parser.py is extracted from method fix from the module rmgpy/molecule/parser.py ,12d5ea8912521ea7e18d1005ab95e999ba99ff72,"(690,699)",882.0,"[722.0, 724.0, 725.0, 728.0, 729.0, 731.0]",nan,nan,nan,nan
Rename Method,test_load_yaml,test_load_existing_yaml,arkane/commonTest.py/TestArkaneSpecies,337.0,372.0,['The method test_load_yaml from the module arkane/commonTest.py in class TestArkaneSpecies is renamed to test_load_existing_yaml'],13b1cb61d63d7c99a0280e45aad01eb0414c156c,nan,nan,nan,nan,nan,nan,nan
Extract Method,fixCharge,fix_adjacent_charges,rmgpy/molecule/parser.py,nan,nan, The method fix_adjacent_charges from the module rmgpy/molecule/parser.py is extracted from method fixCharge from the module rmgpy/molecule/parser.py ,1443914be9a8d52be193e6b168f651af619a3d68,"(592,592)",699.0,"[685.0, 686.0, 687.0, 688.0, 689.0, 690.0, 691.0]",nan,nan,nan,nan
Add Parameter,__init__,__init__,rmgpy/molecule/atomtype.py/AtomType,82.0,82.0,['The parameters [ single allDouble rDouble oDouble sDouble triple benzene lonePairs ] are added to the method __init__ from the module rmgpy/molecule/atomtype.py in class AtomType'],144b0474f4514c2111ab2493784e01bdce224610,nan,nan,nan,nan,nan,nan,nan
Add Parameter,writeKineticsEntry,writeKineticsEntry,rmgpy/chemkin.py,924.0,924.0,['The parameters [ javaLibrary ] are added to the method writeKineticsEntry from the module rmgpy/chemkin.py'],1534702186054ee4b7491240d1ee7d6f2d987c00,nan,nan,nan,nan,nan,nan,nan
Add Parameter,filter_structures,filter_structures,rmgpy/molecule/filtration.py,53.0,53.0,['The parameters [ allow_expanded_octet ] are added to the method filter_structures from the module rmgpy/molecule/filtration.py'],156326660a86d1ebdc538507ccefcb76904be165,nan,nan,nan,nan,nan,nan,nan
Add Parameter,get_octet_deviation_list,get_octet_deviation_list,rmgpy/molecule/filtration.py,80.0,84.0,['The parameters [ allow_expanded_octet ] are added to the method get_octet_deviation_list from the module rmgpy/molecule/filtration.py'],156326660a86d1ebdc538507ccefcb76904be165,nan,nan,nan,nan,nan,nan,nan
Extract Method,charge_filtration,stabilize_charges_by_proximity,rmgpy/molecule/filtration.py,nan,nan, The method stabilize_charges_by_proximity from the module rmgpy/molecule/filtration.py is extracted from method charge_filtration from the module rmgpy/molecule/filtration.py ,156326660a86d1ebdc538507ccefcb76904be165,"(179,188)",283.0,"[223.0, 224.0, 225.0, 236.0, 239.0, 240.0, 241.0, 242.0, 243.0, 245.0, 247.0, 250.0, 251.0, 254.0, 256.0, 258.0, 260.0, 262.0, 263.0, 267.0, 269.0, 270.0]",nan,nan,nan,nan
Change/Rename Parameter,__init__,__init__,rmgpy/reaction.py/Reaction,92.0,92.0,['The parameters [ has_pdep_route ] of the method __init__ from the module rmgpy/reaction.py in class Reaction are changed/renamed to [allow_pdep_route]'],16251e645c6bf3d4a725448f4ae158bcad53a420,nan,nan,nan,nan,nan,nan,nan
Change/Rename Parameter,setUpClass,setUpClass,rmgpy/data/thermoTest.py/TestThermoDatabase,84.0,84.0,['The parameters [ self ] of the method setUpClass from the module rmgpy/data/thermoTest.py in class TestThermoDatabase are changed/renamed to [cls]'],1655008eeaf403c4015fefac7ccc5e384faf36bf,nan,nan,nan,nan,nan,nan,nan
Change/Rename Parameter,setUpClass,setUpClass,rmgpy/data/thermoTest.py/TestThermoCentralDatabaseInterface,1642.0,1642.0,['The parameters [ self ] of the method setUpClass from the module rmgpy/data/thermoTest.py in class TestThermoCentralDatabaseInterface are changed/renamed to [cls]'],1655008eeaf403c4015fefac7ccc5e384faf36bf,nan,nan,nan,nan,nan,nan,nan
Change/Rename Parameter,setUpClass,setUpClass,rmgpy/data/transportTest.py/TestTransportDatabase,128.0,128.0,['The parameters [ self ] of the method setUpClass from the module rmgpy/data/transportTest.py in class TestTransportDatabase are changed/renamed to [cls]'],1655008eeaf403c4015fefac7ccc5e384faf36bf,nan,nan,nan,nan,nan,nan,nan
Change/Rename Parameter,setUpClass,setUpClass,rmgpy/rmg/rmgTest.py/TestRMGWorkFlow,49.0,49.0,['The parameters [ self ] of the method setUpClass from the module rmgpy/rmg/rmgTest.py in class TestRMGWorkFlow are changed/renamed to [cls]'],1655008eeaf403c4015fefac7ccc5e384faf36bf,nan,nan,nan,nan,nan,nan,nan
Change/Rename Parameter,tearDownClass,tearDownClass,rmgpy/rmg/rmgTest.py/TestRMGWorkFlow,72.0,72.0,['The parameters [ self ] of the method tearDownClass from the module rmgpy/rmg/rmgTest.py in class TestRMGWorkFlow are changed/renamed to [cls]'],1655008eeaf403c4015fefac7ccc5e384faf36bf,nan,nan,nan,nan,nan,nan,nan
Rename Method,test_ERegularizationDims,test_DRegularizationDims,rmgpy/data/kinetics/familyTest.py/TestTreeGeneration,728.0,731.0,['The method test_ERegularizationDims from the module rmgpy/data/kinetics/familyTest.py in class TestTreeGeneration is renamed to test_DRegularizationDims'],16d1b9c5e6439f2eda4729a335d19856df614d60,nan,nan,nan,nan,nan,nan,nan
Rename Method,test_FRegularizationStructure,test_ERegularizationStructure,rmgpy/data/kinetics/familyTest.py/TestTreeGeneration,780.0,783.0,['The method test_FRegularizationStructure from the module rmgpy/data/kinetics/familyTest.py in class TestTreeGeneration is renamed to test_ERegularizationStructure'],16d1b9c5e6439f2eda4729a335d19856df614d60,nan,nan,nan,nan,nan,nan,nan
Rename Method,test_DRules,test_FRules,rmgpy/data/kinetics/familyTest.py/TestTreeGeneration,716.0,716.0,['The method test_DRules from the module rmgpy/data/kinetics/familyTest.py in class TestTreeGeneration is renamed to test_FRules'],16d1b9c5e6439f2eda4729a335d19856df614d60,nan,nan,nan,nan,nan,nan,nan
