Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Move Method,print_topics,print_topics,,,, method print_topics from the module gensim/models/hdpmodel.py in class HdpModel was moved to class BaseTopicModel of module gensim/models/basemodel.py ,0b474083ac2b42c3e93e9b5e591b33c9607ab684,,,,gensim/models/hdpmodel.py/HdpModel,gensim/models/basemodel.py/BaseTopicModel,456.0,12.0
Move Method,print_topics,print_topics,,,, method print_topics from the module gensim/models/hdpmodel.py in class HdpTopicFormatter was moved to class BaseTopicModel of module gensim/models/basemodel.py ,0b474083ac2b42c3e93e9b5e591b33c9607ab684,,,,gensim/models/hdpmodel.py/HdpTopicFormatter,gensim/models/basemodel.py/BaseTopicModel,578.0,12.0
Move Method,print_topics,print_topics,,,, method print_topics from the module gensim/models/ldamodel.py in class LdaModel was moved to class BaseTopicModel of module gensim/models/basemodel.py ,0b474083ac2b42c3e93e9b5e591b33c9607ab684,,,,gensim/models/ldamodel.py/LdaModel,gensim/models/basemodel.py/BaseTopicModel,772.0,12.0
Move Method,print_topics,print_topics,,,, method print_topics from the module gensim/models/lsimodel.py in class LsiModel was moved to class BaseTopicModel of module gensim/models/basemodel.py ,0b474083ac2b42c3e93e9b5e591b33c9607ab684,,,,gensim/models/lsimodel.py/LsiModel,gensim/models/basemodel.py/BaseTopicModel,520.0,12.0
Add Parameter,__init__,__init__,gensim/models/tfidfmodel.py/TfidfModel,52.0,221.0,['The parameters [ smartirs ] are added to the method __init__ from the module gensim/models/tfidfmodel.py in class TfidfModel'],0bfb9daa540308cca9663bdf66a6266d599cf8ed,,,,,,,
Add Parameter,__init__,__init__,gensim/sklearn_api/tfidf.py/TfIdfTransformer,24.0,24.0,['The parameters [ smartirs ] are added to the method __init__ from the module gensim/sklearn_api/tfidf.py in class TfIdfTransformer'],0bfb9daa540308cca9663bdf66a6266d599cf8ed,,,,,,,
Rename Class,DenseCorpus,Dense2Corpus,src/gensim/matutils.py,,, class DenseCorpus was renamed to class Dense2Corpus ,0c03b5ac611211ab9d18e2032a2de49fa14a266c,,,,,,,
Rename Class,TestTextCorpus,DummyTextCorpus,gensim/test/test_textcorpus.py,,, class TestTextCorpus was renamed to class DummyTextCorpus ,0d47a6fd9b7e87d4b1020ef602e412d69ba4e8de,,,,,,,
Remove Parameter,saveAsText,saveAsText,src/gensim/corpora/dmlcorpus.py/DmlCorpus,191.0,191.0,['The parameters [ normalizeTfidf ] of the method saveAsText from the module src/gensim/corpora/dmlcorpus.py in class DmlCorpus is/are removed'],0e37c55b93b5ab7d946c7d88cc25672b33a8002e,,,,,,,
Add Parameter,simple_preprocess,simple_preprocess,gensim/utils.py,129.0,129.0,['The parameters [ deacc ] are added to the method simple_preprocess from the module gensim/utils.py'],10452717ea2fd4f262150ac59a1a31db538cd63b,,,,,,,
Extract Method,show_topic,get_topic_terms,gensim/models/ldamodel.py/LdaModel,,, The method get_topic_terms from the module gensim/models/ldamodel.py in class LdaModel is extracted from method show_topic from the module gensim/models/ldamodel.py in class LdaModel ,1069477e5d4643c48eef9e7b4a1b58ee2e3d0588,"(725,725)",735.0,"[733.0, 734.0, 735.0]",,,,
Rename Method,testShowTopic,testShowTopics,gensim/test/test_hdpmodel.py/TestHdpModel,57.0,57.0,['The method testShowTopic from the module gensim/test/test_hdpmodel.py in class TestHdpModel is renamed to testShowTopics'],1069477e5d4643c48eef9e7b4a1b58ee2e3d0588,,,,,,,
Add Parameter,load_from_text,load_from_text,gensim/corpora/dictionary.py/Dictionary,228.0,228.0,['The parameters [ use_bzip2 ] are added to the method load_from_text from the module gensim/corpora/dictionary.py in class Dictionary'],114be75e754cec5bd49e4e5208631703db2179c0,,,,,,,
Add Parameter,save_as_text,save_as_text,gensim/corpora/dictionary.py/Dictionary,215.0,215.0,['The parameters [ use_bzip2 ] are added to the method save_as_text from the module gensim/corpora/dictionary.py in class Dictionary'],114be75e754cec5bd49e4e5208631703db2179c0,,,,,,,
Add Parameter,save_as_text,save_as_text,gensim/corpora/hashdictionary.py/HashDictionary,201.0,201.0,['The parameters [ use_bzip2 ] are added to the method save_as_text from the module gensim/corpora/hashdictionary.py in class HashDictionary'],114be75e754cec5bd49e4e5208631703db2179c0,,,,,,,
Add Parameter,pickle,pickle,gensim/utils.py,492.0,497.0,['The parameters [ use_bzip2 ] are added to the method pickle from the module gensim/utils.py'],114be75e754cec5bd49e4e5208631703db2179c0,,,,,,,
Add Parameter,unpickle,unpickle,gensim/utils.py,498.0,503.0,['The parameters [ use_bzip2 ] are added to the method unpickle from the module gensim/utils.py'],114be75e754cec5bd49e4e5208631703db2179c0,,,,,,,
Add Parameter,__init__,__init__,gensim/models/doc2vec.py/Doc2Vec,245.0,307.0,['The parameters [ docvecs docvecs_mapfile ] are added to the method __init__ from the module gensim/models/doc2vec.py in class Doc2Vec'],13b7ee2befad83a7706e39eb0d5c281d24f4982a,,,,,,,
Change/Rename Parameter,train_sentence_dbow,train_sentence_dbow,gensim/models/doc2vec.py,64.0,64.0,['The parameters [ doclbl_vocabs ] of the method train_sentence_dbow from the module gensim/models/doc2vec.py are changed/renamed to [doclbl_indices]'],13b7ee2befad83a7706e39eb0d5c281d24f4982a,,,,,,,
Change/Rename Parameter,train_sentence_dm,train_sentence_dm,gensim/models/doc2vec.py,104.0,102.0,['The parameters [ doclbl_vocabs ] of the method train_sentence_dm from the module gensim/models/doc2vec.py are changed/renamed to [doclbl_indices]'],13b7ee2befad83a7706e39eb0d5c281d24f4982a,,,,,,,
Change/Rename Parameter,train_sentence_dm_concat,train_sentence_dm_concat,gensim/models/doc2vec.py,153.0,150.0,['The parameters [ doclbl_vocabs ] of the method train_sentence_dm_concat from the module gensim/models/doc2vec.py are changed/renamed to [doclbl_indices]'],13b7ee2befad83a7706e39eb0d5c281d24f4982a,,,,,,,
Rename Class,DocsView,DocvecsInArray,gensim/models/doc2vec.py,,, class DocsView was renamed to class DocvecsInArray ,13b7ee2befad83a7706e39eb0d5c281d24f4982a,,,,,,,
Change/Rename Parameter,train_sg_pair,train_sg_pair,gensim/models/word2vec.py,152.0,152.0,['The parameters [ context_token ] of the method train_sg_pair from the module gensim/models/word2vec.py are changed/renamed to [context_index]'],13b7ee2befad83a7706e39eb0d5c281d24f4982a,,,,,,,
Add Parameter,__init__,__init__,gensim/models/word2vec.py/Word2Vec,146.0,187.0,['The parameters [ sg ] are added to the method __init__ from the module gensim/models/word2vec.py in class Word2Vec'],14c6631b65c24cf54f228752b6d198391a990876,,,,,,,
Rename Method,train_sentence,train_sentence_sg,gensim/models/word2vec.py,90.0,90.0,['The method train_sentence from the module gensim/models/word2vec.py is renamed to train_sentence_sg'],14c6631b65c24cf54f228752b6d198391a990876,,,,,,,
Remove Parameter,__init__,__init__,gensim/models/doc2vec.py/Doc2Vec,532.0,532.0,['The parameters [ size alpha window min_count max_vocab_size sample seed workers min_alpha hs negative ] of the method __init__ from the module gensim/models/doc2vec.py in class Doc2Vec is/are removed'],14f12f46612c98646962892070bfd2dce414cf95,,,,,,,
Change/Rename Parameter,__init__,__init__,gensim/models/doc2vec.py/Doc2Vec,305.0,297.0,['The parameters [ dm_lbl_count ] of the method __init__ from the module gensim/models/doc2vec.py in class Doc2Vec are changed/renamed to [dm_tag_count]'],156ea06263752e62a539c143a057f5505edc0bda,,,,,,,
Change/Rename Parameter,train_sentence_dbow,train_sentence_dbow,gensim/models/doc2vec.py,64.0,64.0,['The parameters [ doclbl_indices learn_doclbls doclbl_vectors doclbl_locks ] of the method train_sentence_dbow from the module gensim/models/doc2vec.py are changed/renamed to [doctag_indices learn_doctags doctag_vectors doctag_locks]'],156ea06263752e62a539c143a057f5505edc0bda,,,,,,,
Change/Rename Parameter,train_sentence_dm,train_sentence_dm,gensim/models/doc2vec.py,102.0,102.0,['The parameters [ doclbl_indices learn_doclbls doclbl_vectors doclbl_locks ] of the method train_sentence_dm from the module gensim/models/doc2vec.py are changed/renamed to [doctag_indices learn_doctags doctag_vectors doctag_locks]'],156ea06263752e62a539c143a057f5505edc0bda,,,,,,,
Change/Rename Parameter,train_sentence_dm_concat,train_sentence_dm_concat,gensim/models/doc2vec.py,150.0,150.0,['The parameters [ doclbl_indices learn_doclbls doclbl_vectors doclbl_locks ] of the method train_sentence_dm_concat from the module gensim/models/doc2vec.py are changed/renamed to [doctag_indices learn_doctags doctag_vectors doctag_locks]'],156ea06263752e62a539c143a057f5505edc0bda,,,,,,,
Remove Parameter,__init__,__init__,src/gensim/interfaces.py/SimilarityABC,106.0,108.0,['The parameters [ numBest ] of the method __init__ from the module src/gensim/interfaces.py in class SimilarityABC is/are removed'],162dfcc92d7192a9169ec7aa0f2aa188cdb99a4a,,,,,,,
Add Parameter,__init__,__init__,gensim/models/lsimodel.py/Projection,108.0,108.0,['The parameters [ dtype ] are added to the method __init__ from the module gensim/models/lsimodel.py in class Projection'],16b812c212cdaa2f6f93e12afa2345db0f9194ba,,,,,,,
Add Parameter,__init__,__init__,gensim/models/lsimodel.py/LsiModel,246.0,246.0,['The parameters [ dtype ] are added to the method __init__ from the module gensim/models/lsimodel.py in class LsiModel'],16b812c212cdaa2f6f93e12afa2345db0f9194ba,,,,,,,
Extract Method,testPersistence,models_equal,gensim/test/test_word2vec.py/TestWord2VecModel,,, The method models_equal from the module gensim/test/test_word2vec.py in class TestWord2VecModel is extracted from method testPersistence from the module gensim/test/test_word2vec.py in class TestWord2VecModel ,170b1b8158b19f33ef1375fc7dd4ae390617cb8c,"(83,39)",110.0,"[89.0, 90.0, 91.0]",,,,
Add Parameter,__init__,__init__,gensim/models/ldamodel.py/LdaModel,215.0,215.0,['The parameters [ minimum_phi_value per_word_topics ] are added to the method __init__ from the module gensim/models/ldamodel.py in class LdaModel'],17a01cfa6363eb0c13600e4abcc7cfe68fd9c38d,,,,,,,
Add Parameter,__init__,__init__,gensim/models/ldamulticore.py/LdaMulticore,80.0,80.0,['The parameters [ minimum_probability minimum_phi_value per_word_topics ] are added to the method __init__ from the module gensim/models/ldamulticore.py in class LdaMulticore'],17a01cfa6363eb0c13600e4abcc7cfe68fd9c38d,,,,,,,
Rename Method,add_new_vector,add_vector,gensim/models/keyedvectors.py/KeyedVectors,432.0,432.0,['The method add_new_vector from the module gensim/models/keyedvectors.py in class KeyedVectors is renamed to add_vector'],17da21e4e3a5d73275ac32e501bf152500a49ee5,,,,,,,
Remove Parameter,__init__,__init__,gensim/models/tfidfmodel.py/TfidfModel,40.0,57.0,['The parameters [ dfs2idfs idfs2dfs gettf ] of the method __init__ from the module gensim/models/tfidfmodel.py in class TfidfModel is/are removed'],19ce227058853b13bbc289a998c6858b3e7086c9,,,,,,,
Move Method,dfs2idfs,dfs2idfs,,,, method dfs2idfs from the module gensim/models/tfidfmodel.py in class TfidfModel was moved to module gensim/models/tfidfmodel.py ,19ce227058853b13bbc289a998c6858b3e7086c9,,,,gensim/models/tfidfmodel.py/TfidfModel,gensim/models/tfidfmodel.py,78.0,19.0
Move Method,idfs2dfs,idfs2dfs,,,, method idfs2dfs from the module gensim/models/tfidfmodel.py in class TfidfModel was moved to module gensim/models/tfidfmodel.py ,19ce227058853b13bbc289a998c6858b3e7086c9,,,,gensim/models/tfidfmodel.py/TfidfModel,gensim/models/tfidfmodel.py,87.0,28.0
Add Parameter,__init__,__init__,gensim/similarities/docsim.py/SparseMatrixSimilarity,588.0,588.0,['The parameters [ num_features ] are added to the method __init__ from the module gensim/similarities/docsim.py in class SparseMatrixSimilarity'],1a4b60864515c233ba15cd3859fb8e67374a0cec,,,,,,,
Extract Method,__iter__,line2doc,src/gensim/corpora/bleicorpus.py/BleiCorpus,,, The method line2doc from the module src/gensim/corpora/bleicorpus.py in class BleiCorpus is extracted from method __iter__ from the module src/gensim/corpora/bleicorpus.py in class BleiCorpus ,1aa7e115fcf87b443373c14b7b2f3dd2e3383584,"(58,61)",69.0,"[63.0, 67.0, 68.0]",,,,
Extract Method,__iter__,line2doc,src/gensim/corpora/lowcorpus.py/LowCorpus,,, The method line2doc from the module src/gensim/corpora/lowcorpus.py in class LowCorpus is extracted from method __iter__ from the module src/gensim/corpora/lowcorpus.py in class LowCorpus ,1aa7e115fcf87b443373c14b7b2f3dd2e3383584,"(90,122)",93.0,"[97.0, 99.0, 101.0, 108.0, 109.0, 110.0, 111.0, 112.0, 114.0, 116.0, 118.0]",,,,
Extract Method,saveCorpus,doc2line,src/gensim/corpora/svmlightcorpus.py/SvmLightCorpus,,, The method doc2line from the module src/gensim/corpora/svmlightcorpus.py in class SvmLightCorpus is extracted from method saveCorpus from the module src/gensim/corpora/svmlightcorpus.py in class SvmLightCorpus ,1aa7e115fcf87b443373c14b7b2f3dd2e3383584,"(86,73)",112.0,[97.0],,,,
Add Parameter,writeCorpus,writeCorpus,src/gensim/matutils.py/MmWriter,278.0,281.0,['The parameters [ index ] are added to the method writeCorpus from the module src/gensim/matutils.py in class MmWriter'],1aa7e115fcf87b443373c14b7b2f3dd2e3383584,,,,,,,
Rename Class,KeyedVectors,EuclideanKeyedVectors,gensim/models/keyedvectors.py,,, class KeyedVectors was renamed to class EuclideanKeyedVectors ,1ac5a26896cbcfad97076d763ad291d57d99a674,,,,,,,
Add Parameter,doc2bow,doc2bow,src/gensim/corpora/dictionary.py/Dictionary,103.0,103.0,['The parameters [ returnMissingWords ] are added to the method doc2bow from the module src/gensim/corpora/dictionary.py in class Dictionary'],1add58af97ea716a4ae14efea00abe229615c3dd,,,,,,,
Change/Rename Parameter,__init__,__init__,gensim/similarities/docsim.py/Similarity,114.0,114.0,['The parameters [ chunks ] of the method __init__ from the module gensim/similarities/docsim.py in class Similarity are changed/renamed to [chunksize]'],1b3891b70c5b45ac66c9d2d4a93edb060568199c,,,,,,,
Change/Rename Parameter,__init__,__init__,gensim/similarities/docsim.py/MatrixSimilarity,323.0,323.0,['The parameters [ chunks ] of the method __init__ from the module gensim/similarities/docsim.py in class MatrixSimilarity are changed/renamed to [chunksize]'],1b3891b70c5b45ac66c9d2d4a93edb060568199c,,,,,,,
Change/Rename Parameter,__init__,__init__,gensim/similarities/docsim.py/SparseMatrixSimilarity,431.0,431.0,['The parameters [ chunks ] of the method __init__ from the module gensim/similarities/docsim.py in class SparseMatrixSimilarity are changed/renamed to [chunksize]'],1b3891b70c5b45ac66c9d2d4a93edb060568199c,,,,,,,
Change/Rename Parameter,__init__,__init__,gensim/utils.py/InputQueue,387.0,387.0,['The parameters [ chunks ] of the method __init__ from the module gensim/utils.py in class InputQueue are changed/renamed to [chunksize]'],1b3891b70c5b45ac66c9d2d4a93edb060568199c,,,,,,,
Change/Rename Parameter,chunkize_serial,chunkize_serial,gensim/utils.py,339.0,339.0,['The parameters [ chunks ] of the method chunkize_serial from the module gensim/utils.py are changed/renamed to [chunksize]'],1b3891b70c5b45ac66c9d2d4a93edb060568199c,,,,,,,
Add Parameter,__init__,__init__,gensim/models/doc2vec.py/Doc2Vec,479.0,479.0,['The parameters [ max_vocab_size ] are added to the method __init__ from the module gensim/models/doc2vec.py in class Doc2Vec'],1c2d0b66af8ca120fcd9f7176f88523e38462549,,,,,,,
Rename Method,disabled_test_infer_vector,test_infer_vector,gensim/test/test_translation_matrix.py/TestBackMappingTranslationMatrix,105.0,105.0,['The method disabled_test_infer_vector from the module gensim/test/test_translation_matrix.py in class TestBackMappingTranslationMatrix is renamed to test_infer_vector'],1c59aad019cd1cd71cf3b80cf56362311bf792c5,,,,,,,
Add Parameter,__init__,__init__,gensim/models/word2vec.py/Word2Vec,340.0,340.0,['The parameters [ batch ] are added to the method __init__ from the module gensim/models/word2vec.py in class Word2Vec'],1d438d9362b26b1043117ca4136a24052b389509,,,,,,,
Remove Parameter,saveAsText,saveAsText,src/gensim/corpora/dmlcorpus.py/DmlCorpus,191.0,191.0,['The parameters [ normalizeTfidf ] of the method saveAsText from the module src/gensim/corpora/dmlcorpus.py in class DmlCorpus is/are removed'],1d49679076ed1656940fe4364f55135f58ef762b,,,,,,,
Add Parameter,get_embedding_layer,get_embedding_layer,gensim/keras_integration/keras_wrapper_gensim_word2vec.py/KerasWrapperWord2VecModel,44.0,44.0,['The parameters [ train_embeddings ] are added to the method get_embedding_layer from the module gensim/keras_integration/keras_wrapper_gensim_word2vec.py in class KerasWrapperWord2VecModel'],1ebca5d8cceafccfa6ee510b6eba1d357b53ff36,,,,,,,
Remove Parameter,get_graph,get_graph,gensim/summarization/keywords.py,213.0,213.0,['The parameters [ language ] of the method get_graph from the module gensim/summarization/keywords.py is/are removed'],1f1854112a7fc61fc5bb4ec2d1499242d6a45108,,,,,,,
Remove Parameter,keywords,keywords,gensim/summarization/keywords.py,187.0,187.0,['The parameters [ language ] of the method keywords from the module gensim/summarization/keywords.py is/are removed'],1f1854112a7fc61fc5bb4ec2d1499242d6a45108,,,,,,,
Rename Method,_build_hashable_corpus,_build_hasheable_corpus,gensim/summarization/summarizer.py,105.0,107.0,['The method _build_hashable_corpus from the module gensim/summarization/summarizer.py is renamed to _build_hasheable_corpus'],1f7ed2bfe68ef83bb567628f0620f97c018f7c1a,,,,,,,
Change/Rename Parameter,_extract_important_sentences,_extract_important_sentences,gensim/summarization/summarizer.py,91.0,93.0,['The parameters [ words ] of the method _extract_important_sentences from the module gensim/summarization/summarizer.py are changed/renamed to [word_count]'],1f7ed2bfe68ef83bb567628f0620f97c018f7c1a,,,,,,,
Change/Rename Parameter,_get_sentences_with_word_count,_get_sentences_with_word_count,gensim/summarization/summarizer.py,70.0,72.0,['The parameters [ words ] of the method _get_sentences_with_word_count from the module gensim/summarization/summarizer.py are changed/renamed to [word_count]'],1f7ed2bfe68ef83bb567628f0620f97c018f7c1a,,,,,,,
