Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,loda,loda,python/loda/loda.py,309.0,385.0,['The parameters [ verbose ] are added to the method loda from the module python/loda/loda.py'],0e204caca9eb0a8a68f99667f57cfe2257dca161,,,,,,,
Add Parameter,read_csv,read_csv,python/common/utils.py,483.0,483.0,['The parameters [ skiprows ] are added to the method read_csv from the module python/common/utils.py'],10672715ac4ec204ec01fdf7ce0fb4ae2478d434,,,,,,,
Add Parameter,get_KL_divergence_distribution,get_KL_divergence_distribution,ad_examples/aad/forest_aad_detector.py/AadForest,776.0,776.0,['The parameters [ simple ] are added to the method get_KL_divergence_distribution from the module ad_examples/aad/forest_aad_detector.py in class AadForest'],121a987e5d94e55e3d0c3343c6622902f7600ab3,,,,,,,
Add Parameter,suggest_node,suggest_node,python/graph/simple_gcn.py/SimpleGCNAttack,693.0,702.0,['The parameters [ target_node old_label new_label ] are added to the method suggest_node from the module python/graph/simple_gcn.py in class SimpleGCNAttack'],140da1892a1c8a2c02e90d8ca227e5b674d5a6b6,,,,,,,
Extract Method,suggest_node,get_top_two_predicted_labels,python/graph/simple_gcn.py/SimpleGCNAttack,,, The method get_top_two_predicted_labels from the module python/graph/simple_gcn.py in class SimpleGCNAttack is extracted from method suggest_node from the module python/graph/simple_gcn.py in class SimpleGCNAttack ,140da1892a1c8a2c02e90d8ca227e5b674d5a6b6,,,,,"(693,702)",674.0,"[701.0, 702.0, 703.0, 719.0]"
Add Parameter,__init__,__init__,python/aad/forest_aad_detector.py/RegionData,20.0,20.0,['The parameters [ value ] are added to the method __init__ from the module python/aad/forest_aad_detector.py in class RegionData'],1459f0e60a67f13cb2c873ea2c4233b20eed516f,,,,,,,
Add Parameter,plot_rect_region,plot_rect_region,python/common/data_plotter.py,97.0,97.0,['The parameters [ facecolor alpha ] are added to the method plot_rect_region from the module python/common/data_plotter.py'],1459f0e60a67f13cb2c873ea2c4233b20eed516f,,,,,,,
Add Parameter,gradients_to_arrow_texts,gradients_to_arrow_texts,python/graph/gcn_test_support.py,184.0,184.0,['The parameters [ text_offset ] are added to the method gradients_to_arrow_texts from the module python/graph/gcn_test_support.py'],1853918505d146f76d7b54716076059053597b64,,,,,,,
Add Parameter,nodes_to_arrow_texts,nodes_to_arrow_texts,python/graph/gcn_test_support.py,203.0,203.0,['The parameters [ text_offset ] are added to the method nodes_to_arrow_texts from the module python/graph/gcn_test_support.py'],1853918505d146f76d7b54716076059053597b64,,,,,,,
Add Parameter,plot_graph,plot_graph,python/graph/gcn_test_support.py,255.0,257.0,['The parameters [ lbl_color_map ] are added to the method plot_graph from the module python/graph/gcn_test_support.py'],1853918505d146f76d7b54716076059053597b64,,,,,,,
Add Parameter,plot_labels_with_modified_node,plot_labels_with_modified_node,python/graph/test_gcn.py,17.0,17.0,['The parameters [ lbl_color_map ] are added to the method plot_labels_with_modified_node from the module python/graph/test_gcn.py'],1853918505d146f76d7b54716076059053597b64,,,,,,,
Add Parameter,__init__,__init__,python/graph/simple_gcn.py/SimpleGCN,89.0,109.0,['The parameters [ input_shape name graph ] are added to the method __init__ from the module python/graph/simple_gcn.py in class SimpleGCN'],1ad0133eff98c330faa77c8f9baadc93f9bfb0a9,,,,,,,
Remove Parameter,init_network,init_network,python/graph/simple_gcn.py/SimpleGCN,150.0,178.0,['The parameters [ input_shape ] of the method init_network from the module python/graph/simple_gcn.py in class SimpleGCN is/are removed'],1ad0133eff98c330faa77c8f9baadc93f9bfb0a9,,,,,,,
Add Parameter,__init__,__init__,python/aad/aad_base.py/Aad,99.0,111.0,['The parameters [ event_listener ] are added to the method __init__ from the module python/aad/aad_base.py in class Aad'],1e31621de79e2e193542b54cacbc848a77d1e265,,,,,,,
Add Parameter,get_aad_model,get_aad_model,python/aad/aad_support.py,14.0,14.0,['The parameters [ event_listener ] are added to the method get_aad_model from the module python/aad/aad_support.py'],1e31621de79e2e193542b54cacbc848a77d1e265,,,,,,,
Add Parameter,__init__,__init__,python/aad/forest_aad_detector.py/AadForest,74.0,74.0,['The parameters [ event_listener ] are added to the method __init__ from the module python/aad/forest_aad_detector.py in class AadForest'],1e31621de79e2e193542b54cacbc848a77d1e265,,,,,,,
Extract Method,analyze_rules,plot_f1s,python/aad/analyze_rules.py,,, The method plot_f1s from the module python/aad/analyze_rules.py is extracted from method analyze_rules from the module python/aad/analyze_rules.py ,233b6afaf46626e35ae5e0710bb212bc611caee8,,,,,"(115,208)",149.0,"[133.0, 135.0, 136.0, 137.0, 138.0, 139.0, 141.0, 143.0, 145.0, 149.0]"
Extract Method,analyze_rules,plot_rule_lengths,python/aad/analyze_rules.py,,, The method plot_rule_lengths from the module python/aad/analyze_rules.py is extracted from method analyze_rules from the module python/aad/analyze_rules.py ,233b6afaf46626e35ae5e0710bb212bc611caee8,,,,,"(115,208)",168.0,"[133.0, 135.0, 136.0, 139.0, 143.0, 154.0, 161.0, 165.0, 169.0]"
Extract Method,analyze_rules,plot_num_rules,python/aad/analyze_rules.py,,, The method plot_num_rules from the module python/aad/analyze_rules.py is extracted from method analyze_rules from the module python/aad/analyze_rules.py ,233b6afaf46626e35ae5e0710bb212bc611caee8,,,,,"(115,208)",186.0,"[133.0, 135.0, 136.0, 141.0, 143.0, 145.0, 147.0, 154.0, 155.0, 157.0, 169.0]"
Add Parameter,plot_dataset,plot_dataset,python/glad/glad_test_support.py,9.0,8.0,['The parameters [ plot_labels ] are added to the method plot_dataset from the module python/glad/glad_test_support.py'],24757c12d791a3203b14117345f37d0f98949f4a,,,,,,,
Add Parameter,plot_glad_relevance_regions,plot_glad_relevance_regions,python/glad/glad_test_support.py,143.0,144.0,['The parameters [ max_rank ] are added to the method plot_glad_relevance_regions from the module python/glad/glad_test_support.py'],24757c12d791a3203b14117345f37d0f98949f4a,,,,,,,
Remove Parameter,_get_pretrain_labeled,_get_pretrain_labeled,python/aad/aad_stream.py/StreamingAnomalyDetector,144.0,144.0,['The parameters [ include_nominals ] of the method _get_pretrain_labeled from the module python/aad/aad_stream.py in class StreamingAnomalyDetector is/are removed'],24e3016f2b1b154b770138625c2155c89a46524d,,,,,,,
Add Parameter,plot_learning,plot_learning,python/percept/percept.py,218.0,32.0,['The parameters [ plot_true_w plot_xtau plot_hyperplane plot_w ] are added to the method plot_learning from the module python/percept/percept.py'],28dc901e2b8dfbeec0d2f0092213fdf164049379,,,,,,,
Move Method,normalize,normalize,,,, method normalize from the module python/percept/percept.py was moved to module python/common/utils.py ,28dc901e2b8dfbeec0d2f0092213fdf164049379,python/percept/percept.py,python/common/utils.py,13.0,215.0,,,
Remove Parameter,__init__,__init__,python/aad/aad_stream.py/StreamingAnomalyDetector,27.0,27.0,['The parameters [ n_pretrain ] of the method __init__ from the module python/aad/aad_stream.py in class StreamingAnomalyDetector is/are removed'],2cc0c0292e843c4eb29ecf85cfe5e5008d9e32f6,,,,,,,
Add Parameter,update_weights_with_no_feedback,update_weights_with_no_feedback,python/aad/aad_stream.py/StreamingAnomalyDetector,340.0,350.0,['The parameters [ debug_auc ] are added to the method update_weights_with_no_feedback from the module python/aad/aad_stream.py in class StreamingAnomalyDetector'],2cc0c0292e843c4eb29ecf85cfe5e5008d9e32f6,,,,,,,
Remove Parameter,prepare_stream_anomaly_detector,prepare_stream_anomaly_detector,python/aad/aad_stream.py,619.0,631.0,['The parameters [ pretrain n_pretrain ] of the method prepare_stream_anomaly_detector from the module python/aad/aad_stream.py is/are removed'],2cc0c0292e843c4eb29ecf85cfe5e5008d9e32f6,,,,,,,
Add Parameter,__init__,__init__,python/common/data_plotter.py/DataPlotter,17.0,17.0,['The parameters [ bbox_inches ] are added to the method __init__ from the module python/common/data_plotter.py in class DataPlotter'],3dd30b73c12a5a5277b15281fc749a9131e787a1,,,,,,,
Add Parameter,__init__,__init__,python/common/timeseries_datasets.py/TSeries,71.0,71.0,['The parameters [ name ] are added to the method __init__ from the module python/common/timeseries_datasets.py in class TSeries'],3fbeaa066a3baa1f5291d6b756bf0d31a1e6eb9b,,,,,,,
Add Parameter,prepare_tseries,prepare_tseries,python/common/timeseries_datasets.py,180.0,193.0,['The parameters [ name ] are added to the method prepare_tseries from the module python/common/timeseries_datasets.py'],3fbeaa066a3baa1f5291d6b756bf0d31a1e6eb9b,,,,,,,
Change/Rename Parameter,find_anomalies_with_shingles,find_anomalies_with_shingles,python/timeseries/timeseries_shingles.py,19.0,19.0,['The parameters [ n_lags ] of the method find_anomalies_with_shingles from the module python/timeseries/timeseries_shingles.py are changed/renamed to [window_size]'],3fbeaa066a3baa1f5291d6b756bf0d31a1e6eb9b,,,,,,,
Rename Method,detect_anomalies,detect_anomalies_and_describe,python/aad/demo_aad.py,47.0,83.0,['The method detect_anomalies from the module python/aad/demo_aad.py is renamed to detect_anomalies_and_describe'],44b244377b740900c7ed86a3198b42b0f3802a16,,,,,,,
Remove Parameter,__init__,__init__,python/graph/simple_gcn.py/SimpleGCN,120.0,254.0,['The parameters [ l2_lambda train_batch_size max_epochs tol rand_seed ] of the method __init__ from the module python/graph/simple_gcn.py in class SimpleGCN is/are removed'],46504fa775d285dedbe46b7d24007dbbac010009,,,,,,,
Remove Parameter,__init__,__init__,python/graph/simple_gcn.py/EnsembleGCN,552.0,714.0,['The parameters [ l2_lambda train_batch_size max_epochs tol rand_seed edge_sample_prob ] of the method __init__ from the module python/graph/simple_gcn.py in class EnsembleGCN is/are removed'],46504fa775d285dedbe46b7d24007dbbac010009,,,,,,,
Remove Parameter,__init__,__init__,python/graph/simple_gcn.py/SimpleGCNAttack,666.0,821.0,['The parameters [ target_nodes attack_nodes ] of the method __init__ from the module python/graph/simple_gcn.py in class SimpleGCNAttack is/are removed'],46504fa775d285dedbe46b7d24007dbbac010009,,,,,,,
Rename Method,get_top_two_predicted_labels,get_top_two_predicted_label_probs,python/graph/simple_gcn.py/SimpleGCNAttack,674.0,827.0,['The method get_top_two_predicted_labels from the module python/graph/simple_gcn.py in class SimpleGCNAttack is renamed to get_top_two_predicted_label_probs'],46504fa775d285dedbe46b7d24007dbbac010009,,,,,,,
Add Parameter,suggest_node,suggest_node,python/graph/simple_gcn.py/SimpleGCNAttack,702.0,861.0,['The parameters [ attack_nodes ] are added to the method suggest_node from the module python/graph/simple_gcn.py in class SimpleGCNAttack'],46504fa775d285dedbe46b7d24007dbbac010009,,,,,,,
Add Parameter,suggest_nodes,suggest_nodes,python/graph/simple_gcn.py/SimpleGCNAttack,727.0,886.0,['The parameters [ target_nodes attack_nodes ] are added to the method suggest_nodes from the module python/graph/simple_gcn.py in class SimpleGCNAttack'],46504fa775d285dedbe46b7d24007dbbac010009,,,,,,,
Move Method,plot_labels_with_modified_node,plot_labels_with_modified_node,,,, method plot_labels_with_modified_node from the module python/graph/test_gcn.py was moved to module python/graph/gcn_test_support.py ,46504fa775d285dedbe46b7d24007dbbac010009,python/graph/test_gcn.py,python/graph/gcn_test_support.py,19.0,386.0,,,
Move Method,plot_model_diagnostics,plot_model_diagnostics,,,, method plot_model_diagnostics from the module python/graph/test_gcn.py was moved to module python/graph/gcn_test_support.py ,46504fa775d285dedbe46b7d24007dbbac010009,python/graph/test_gcn.py,python/graph/gcn_test_support.py,47.0,414.0,,,
Add Parameter,__init__,__init__,python/dnn/gan.py/GAN,64.0,66.0,['The parameters [ info_gan info_gan_lambda ] are added to the method __init__ from the module python/dnn/gan.py in class GAN'],4ab3eaabc395220aaeffa3476bf4ca72fc13d868,,,,,,,
Add Parameter,gan_layer,gan_layer,python/dnn/gan.py/GAN,316.0,401.0,['The parameters [ reuse ] are added to the method gan_layer from the module python/dnn/gan.py in class GAN'],4ab3eaabc395220aaeffa3476bf4ca72fc13d868,,,,,,,
Extract Method,init_network,get_l2_regularizers,python/dnn/gan.py/GAN,,, The method get_l2_regularizers from the module python/dnn/gan.py in class GAN is extracted from method init_network from the module python/dnn/gan.py in class GAN ,4ab3eaabc395220aaeffa3476bf4ca72fc13d868,,,,,"(149,166)",275.0,"[195.0, 196.0, 197.0, 198.0, 199.0, 200.0]"
Add Parameter,__init__,__init__,python/aad/aad_stream.py/StreamingAnomalyDetector,27.0,27.0,['The parameters [ n_pretrain ] are added to the method __init__ from the module python/aad/aad_stream.py in class StreamingAnomalyDetector'],4ca75debb92036f65d3566a0fb13ab4a71ae8929,,,,,,,
Add Parameter,update_weights_with_no_feedback,update_weights_with_no_feedback,python/aad/aad_stream.py/StreamingAnomalyDetector,323.0,340.0,['The parameters [ n_train ] are added to the method update_weights_with_no_feedback from the module python/aad/aad_stream.py in class StreamingAnomalyDetector'],4ca75debb92036f65d3566a0fb13ab4a71ae8929,,,,,,,
Remove Parameter,read_dataset,read_dataset,python/graph/gcn_test_support.py,114.0,114.0,['The parameters [ random_state ] of the method read_dataset from the module python/graph/gcn_test_support.py is/are removed'],545bb39788132f7c9803233650c295110d503b9f,,,,,,,
Rename Class,AttackModel,SimpleGCNAttack,python/graph/simple_gcn.py,,, class AttackModel was renamed to class SimpleGCNAttack ,545bb39788132f7c9803233650c295110d503b9f,,,,,,,
Move Method,get_f1_score,get_f1_score,,,, method get_f1_score from the module python/graph/simple_gcn.py was moved to class SimpleGCN of module python/graph/simple_gcn.py ,545bb39788132f7c9803233650c295110d503b9f,python/graph/simple_gcn.py,python/graph/simple_gcn.py/SimpleGCN,453.0,353.0,,,
Add Parameter,plot_dataset,plot_dataset,python/aad/anomaly_vs_classifier.py,139.0,182.0,['The parameters [ name model region_indexes legend ] are added to the method plot_dataset from the module python/aad/anomaly_vs_classifier.py'],5f61d3783f8c9eb82f3a9b395cbadd326e1fc0a2,,,,,,,
Add Parameter,train_anomaly_detector,train_anomaly_detector,python/aad/anomaly_vs_classifier.py,44.0,55.0,['The parameters [ name explain ] are added to the method train_anomaly_detector from the module python/aad/anomaly_vs_classifier.py'],5f61d3783f8c9eb82f3a9b395cbadd326e1fc0a2,,,,,,,
Add Parameter,train_classifier,train_classifier,python/aad/anomaly_vs_classifier.py,107.0,126.0,['The parameters [ name explain ] are added to the method train_classifier from the module python/aad/anomaly_vs_classifier.py'],5f61d3783f8c9eb82f3a9b395cbadd326e1fc0a2,,,,,,,
Rename Class,DecisionTreeRegionExtractor,DecisionTreeAadWrapper,python/aad/classifier_trees.py,,, class DecisionTreeRegionExtractor was renamed to class DecisionTreeAadWrapper ,6b06927350277589ea64ea6feb78ce83af4c22fd,,,,,,,
Rename Class,RandomForestRegionExtractor,RandomForestAadWrapper,python/aad/classifier_trees.py,,, class RandomForestRegionExtractor was renamed to class RandomForestAadWrapper ,6b06927350277589ea64ea6feb78ce83af4c22fd,,,,,,,
Rename Class,DTForest,ClassifierForest,python/aad/classifier_trees.py,,, class DTForest was renamed to class ClassifierForest ,6b06927350277589ea64ea6feb78ce83af4c22fd,,,,,,,
Remove Parameter,describe,describe,python/aad/forest_description.py/PositivesOnlyCompactDescriber,416.0,464.0,['The parameters [ sample_negative ] of the method describe from the module python/aad/forest_description.py in class PositivesOnlyCompactDescriber is/are removed'],6c29557f285625976a4d08e5c0348a6fbf148595,,,,,,,
Add Parameter,__init__,__init__,python/aad/loda_aad.py/AadLoda,26.0,28.0,['The parameters [ random_state ] are added to the method __init__ from the module python/aad/loda_aad.py in class AadLoda'],6f8130e516853849fcc4b7574ad0e36aef0c2952,,,,,,,
Add Parameter,filter_by_euclidean_distance,filter_by_euclidean_distance,python/aad/query_model_euclidean.py,65.0,92.0,['The parameters [ dist_type ] are added to the method filter_by_euclidean_distance from the module python/aad/query_model_euclidean.py'],6fb0a2a72db51d82645e377945327eb9e1ecf8b8,,,,,,,
Rename Method,get_average_euclidean_distance,get_mean_euclidean_distance,python/aad/query_model_euclidean.py,37.0,37.0,['The method get_average_euclidean_distance from the module python/aad/query_model_euclidean.py is renamed to get_mean_euclidean_distance'],6fb0a2a72db51d82645e377945327eb9e1ecf8b8,,,,,,,
Add Parameter,__init__,__init__,python/common/data_plotter.py/DataPlotter,17.0,17.0,['The parameters [ save_tight ] are added to the method __init__ from the module python/common/data_plotter.py in class DataPlotter'],726a114807de8e54417919530672a4fe2a6e8008,,,,,,,
Add Parameter,dnn_layer,dnn_layer,python/graph/simple_gcn.py/SimpleGCN,312.0,312.0,['The parameters [ is_gcn_layer_input ] are added to the method dnn_layer from the module python/graph/simple_gcn.py in class SimpleGCN'],74a66385b5bdca2e00e7356c02f97cddd221a8cb,,,,,,,
Remove Parameter,create_gcn,create_gcn,python/graph/test_gcn.py,97.0,97.0,['The parameters [ ensemble learning_rate l2_lambda ] of the method create_gcn from the module python/graph/test_gcn.py is/are removed'],799a4ec7f43fb2ec417cdcbafe3a8b146ce630b9,,,,,,,
Add Parameter,plot_learning,plot_learning,python/percept/percept.py,32.0,32.0,['The parameters [ plot_theta plot_legends ] are added to the method plot_learning from the module python/percept/percept.py'],81b9fbe053b7da1454202f3e604e25009ded60f3,,,,,,,
Add Parameter,load_rules,load_rules,python/aad/analyze_rules.py,11.0,11.0,['The parameters [ evaluate_f1 ] are added to the method load_rules from the module python/aad/analyze_rules.py'],88139ff9ab8db7bae9c125dc40508b594389599b,,,,,,,
Add Parameter,plot_results,plot_results,python/aad/plot_aad_results.py,22.0,22.0,['The parameters [ legend_loc legend_datasets axis_fontsize ] are added to the method plot_results from the module python/aad/plot_aad_results.py'],8b523e71bc72e8e3f1976e2ba2a83f45a4a0c3f6,,,,,,,
Add Parameter,process_results,process_results,python/aad/plot_aad_results.py,60.0,75.0,['The parameters [ result_type plot legend_loc legend_datasets ] are added to the method process_results from the module python/aad/plot_aad_results.py'],8b523e71bc72e8e3f1976e2ba2a83f45a4a0c3f6,,,,,,,
Add Parameter,plot_results,plot_results,python/aad/plot_class_diversity.py,22.0,22.0,['The parameters [ axis_fontsize ] are added to the method plot_results from the module python/aad/plot_class_diversity.py'],8b523e71bc72e8e3f1976e2ba2a83f45a4a0c3f6,,,,,,,
Add Parameter,process_results,process_results,python/aad/plot_class_diversity.py,112.0,112.0,['The parameters [ stream_sig ] are added to the method process_results from the module python/aad/plot_class_diversity.py'],8b523e71bc72e8e3f1976e2ba2a83f45a4a0c3f6,,,,,,,
Add Parameter,__init__,__init__,python/aad/data_stream.py/DataStream,11.0,22.0,['The parameters [ id_server ] are added to the method __init__ from the module python/aad/data_stream.py in class DataStream'],8c702cad2734044b76c9bc6e16d0bcd492b1efa2,,,,,,,
Add Parameter,plot_samples_and_lines,plot_samples_and_lines,python/common/gen_samples.py,248.0,252.0,['The parameters [ xlim ylim ] are added to the method plot_samples_and_lines from the module python/common/gen_samples.py'],8e3d4c2dd14f535840ebc88e02498f168e10ec15,,,,,,,
Extract Method,run_feedback,reestimate_tau,python/aad/aad_stream.py/StreamingAnomalyDetector,,, The method reestimate_tau from the module python/aad/aad_stream.py in class StreamingAnomalyDetector is extracted from method run_feedback from the module python/aad/aad_stream.py in class StreamingAnomalyDetector ,9179376b0cf0f545b8cc64b73167dd74b45cb7a0,,,,,"(396,463)",305.0,"[428.0, 429.0, 430.0, 431.0, 432.0, 433.0]"
Change/Rename Parameter,clip,clip,python/dnn/gan.py/GAN,600.0,607.0,['The parameters [ low ] of the method clip from the module python/dnn/gan.py in class GAN are changed/renamed to [lo]'],9647727ba88a00bc2ec365398fedfe98f75f319b,,,,,,,
Remove Parameter,difference_series,difference_series,python/common/timeseries_datasets.py,43.0,72.0,['The parameters [ interval ] of the method difference_series from the module python/common/timeseries_datasets.py is/are removed'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Remove Parameter,invert_difference_series,invert_difference_series,python/common/timeseries_datasets.py,59.0,88.0,['The parameters [ interval ] of the method invert_difference_series from the module python/common/timeseries_datasets.py is/are removed'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Remove Parameter,invert_difference_series_old,invert_difference_series_old,python/common/timeseries_datasets.py,51.0,80.0,['The parameters [ interval ] of the method invert_difference_series_old from the module python/common/timeseries_datasets.py is/are removed'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Change/Rename Parameter,__init__,__init__,python/timeseries/timeseries_customRNN.py/TsRNNCustom,31.0,31.0,['The parameters [ n_lag ] of the method __init__ from the module python/timeseries/timeseries_customRNN.py in class TsRNNCustom are changed/renamed to [n_lags]'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Remove Parameter,fit,fit,python/timeseries/timeseries_customRNN.py/TsRNNCustom,61.0,62.0,['The parameters [ n_predict ] of the method fit from the module python/timeseries/timeseries_customRNN.py in class TsRNNCustom is/are removed'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Remove Parameter,train,train,python/timeseries/timeseries_customRNN.py/TsRNNCustom,108.0,109.0,['The parameters [ n_predict ] of the method train from the module python/timeseries/timeseries_customRNN.py in class TsRNNCustom is/are removed'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Change/Rename Parameter,__init__,__init__,python/timeseries/timeseries_rnn.py/TsRNN,32.0,37.0,['The parameters [ n_lag ] of the method __init__ from the module python/timeseries/timeseries_rnn.py in class TsRNN are changed/renamed to [n_lags]'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Remove Parameter,fit,fit,python/timeseries/timeseries_rnn.py/TsRNN,47.0,53.0,['The parameters [ n_predict ] of the method fit from the module python/timeseries/timeseries_rnn.py in class TsRNN is/are removed'],99664227edc5d53046fab5db0147bcf33b66a563,,,,,,,
Add Parameter,__init__,__init__,python/aad/anomaly_dataset_support.py/ResultDefs,17.0,17.0,['The parameters [ display_name ] are added to the method __init__ from the module python/aad/anomaly_dataset_support.py in class ResultDefs'],a55fb09d678db9f2889ef8674f46343b52dc2a62,,,,,,,
Add Parameter,get_regions_for_description,get_regions_for_description,python/aad/forest_description.py,77.0,77.0,['The parameters [ region_score_only ] are added to the method get_regions_for_description from the module python/aad/forest_description.py'],a55fb09d678db9f2889ef8674f46343b52dc2a62,,,,,,,
Move Method,get_sphere_samples,get_sphere_samples,,,, method get_sphere_samples from the module python/percept/percept.py was moved to module python/common/gen_samples.py ,a55fb09d678db9f2889ef8674f46343b52dc2a62,python/percept/percept.py,python/common/gen_samples.py,21.0,75.0,,,
Add Parameter,process_results,process_results,python/aad/plot_aad_results.py,104.0,106.0,['The parameters [ num_anoms ] are added to the method process_results from the module python/aad/plot_aad_results.py'],b38ba9f916332313ad31519d15283449666ab372,,,,,,,
Add Parameter,plot_f1s,plot_f1s,python/aad/analyze_rules.py,149.0,150.0,['The parameters [ opts ] are added to the method plot_f1s from the module python/aad/analyze_rules.py'],b4a67f2ae24fa153301cbbd3ee34637af859f3c0,,,,,,,
Add Parameter,plot_num_rules,plot_num_rules,python/aad/analyze_rules.py,186.0,189.0,['The parameters [ opts ] are added to the method plot_num_rules from the module python/aad/analyze_rules.py'],b4a67f2ae24fa153301cbbd3ee34637af859f3c0,,,,,,,
Add Parameter,plot_rule_lengths,plot_rule_lengths,python/aad/analyze_rules.py,168.0,170.0,['The parameters [ opts ] are added to the method plot_rule_lengths from the module python/aad/analyze_rules.py'],b4a67f2ae24fa153301cbbd3ee34637af859f3c0,,,,,,,
Add Parameter,aad_loss_gradient_linear,aad_loss_gradient_linear,python/aad/aad_loss.py,80.0,80.0,['The parameters [ prior_influence ] are added to the method aad_loss_gradient_linear from the module python/aad/aad_loss.py'],b4c5204961583844da705a553d03cf39cbd846f0,,,,,,,
Add Parameter,aad_loss_linear,aad_loss_linear,python/aad/aad_loss.py,5.0,5.0,['The parameters [ prior_influence ] are added to the method aad_loss_linear from the module python/aad/aad_loss.py'],b4c5204961583844da705a553d03cf39cbd846f0,,,,,,,
Add Parameter,get_feature_meta_default,get_feature_meta_default,python/common/expressions.py,1103.0,1104.0,['The parameters [ featuredefs ] are added to the method get_feature_meta_default from the module python/common/expressions.py'],b94159ea6f4d771550191f1df6c2744377eed299,,,,,,,
Rename Class,PositivesOnlyCompactDescriber,MinimumVolumeCoverDescriber,python/aad/forest_description.py,,, class PositivesOnlyCompactDescriber was renamed to class MinimumVolumeCoverDescriber ,ba697661c3f8c13a3cfbccfcfb28ef42a4f83308,,,,,,,
