Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,SaveModel,SaveModel,main.py/ModelSpeech,55.0,62.0,['The parameters [ comment ] are added to the method SaveModel from the module main.py in class ModelSpeech'],740b65f88472aaf38d8998eac379b26d264d1d9f,,,,,,,
Rename Method,GetSymbolList_trash,GetSymbolList_trash2,general_function/file_dict.py,8.0,30.0,['The method GetSymbolList_trash from the module general_function/file_dict.py is renamed to GetSymbolList_trash2'],7b5a0fd48d33eebb2f692ed07833208311cad615,,,,,,,
Add Parameter,data_genetator,data_genetator,readdata.py/DataSpeech,111.0,111.0,['The parameters [ audio_length ] are added to the method data_genetator from the module readdata.py in class DataSpeech'],7d697290356e813fc91cdc8162212d5d6a7f71eb,,,,,,,
Add Parameter,TestModel,TestModel,SpeechModel24.py/ModelSpeech,184.0,191.0,['The parameters [ show_ratio ] are added to the method TestModel from the module SpeechModel24.py in class ModelSpeech'],8e97019992870477d5d76233a87d9e475390b194,,,,,,,
Add Parameter,TestModel,TestModel,SpeechModel2.py/ModelSpeech,178.0,178.0,['The parameters [ data_count ] are added to the method TestModel from the module SpeechModel2.py in class ModelSpeech'],a528bbd449d52d557d3f32f44ad2182d90e3c030,,,,,,,
Remove Parameter,LoadDataList,LoadDataList,readdata2.py/DataSpeech,55.0,60.0,['The parameters [ type ] of the method LoadDataList from the module readdata2.py in class DataSpeech is/are removed'],a528bbd449d52d557d3f32f44ad2182d90e3c030,,,,,,,
Add Parameter,__init__,__init__,readdata2.py/DataSpeech,18.0,18.0,['The parameters [ type LoadToMem MemWavCount ] are added to the method __init__ from the module readdata2.py in class DataSpeech'],a528bbd449d52d557d3f32f44ad2182d90e3c030,,,,,,,
Add Parameter,TestModel,TestModel,SpeechModel2.py/ModelSpeech,179.0,181.0,['The parameters [ out_report ] are added to the method TestModel from the module SpeechModel2.py in class ModelSpeech'],a99247df09aaa929a1c23e0b74747036e789f07b,,,,,,,
Pull Up Method,summary,summary,,,, method summary from the module speech_model_zoo.py in class SpeechModel251 was moved to class BaseModel of module speech_model_zoo.py ,bff0204b30f148982eac7c4db23fce880d62c150,,,,speech_model_zoo.py/SpeechModel251,speech_model_zoo.py/BaseModel,160.0,50.0
Extract Method,RecognizeSpeech,Predict,SpeechModel.py/ModelSpeech,,, The method Predict from the module SpeechModel.py in class ModelSpeech is extracted from method RecognizeSpeech from the module SpeechModel.py in class ModelSpeech ,c5996dc3a8aeddf6153586add3d1c3d566756e53,"(243,293)",215.0,"[258.0, 259.0, 264.0, 266.0, 267.0, 271.0, 272.0, 275.0, 276.0, 288.0, 289.0, 290.0, 295.0, 296.0, 298.0, 299.0, 300.0, 301.0, 305.0]",,,,
Remove Parameter,LoadDataList,LoadDataList,readdata.py/DataSpeech,56.0,71.0,['The parameters [ type ] of the method LoadDataList from the module readdata.py in class DataSpeech is/are removed'],c5996dc3a8aeddf6153586add3d1c3d566756e53,,,,,,,
Add Parameter,__init__,__init__,readdata.py/DataSpeech,22.0,19.0,['The parameters [ type LoadToMem MemWavCount ] are added to the method __init__ from the module readdata.py in class DataSpeech'],c5996dc3a8aeddf6153586add3d1c3d566756e53,,,,,,,
Move Method,GetMfccFeature,GetMfccFeature,,,, method GetMfccFeature from the module readdata.py in class DataSpeech was moved to module general_function/file_wav.py ,c5996dc3a8aeddf6153586add3d1c3d566756e53,,,,readdata.py/DataSpeech,general_function/file_wav.py,95.0,33.0
Move Method,GetFrequencyFeature,GetFrequencyFeature,,,, method GetFrequencyFeature from the module readdata.py in class DataSpeech was moved to module general_function/file_wav.py ,c5996dc3a8aeddf6153586add3d1c3d566756e53,,,,readdata.py/DataSpeech,general_function/file_wav.py,104.0,42.0
Rename Class,TestHTTPHandle,ASRTHTTPHandle,asrserver.py,,, class TestHTTPHandle was renamed to class ASRTHTTPHandle ,d7f80c1ac835f5087ec4be88c09cd83dfcb86911,,,,,,,
