Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Rename Class,FreqDistTests,TestFreqDist,tests/test_text/test_freqdist.py,,, class FreqDistTests was renamed to class TestFreqDist ,07e759791b8c771210c9ec1903f298024d482748,,,,,,,
Rename Class,DecoratorTests,TestDecorators,tests/test_utils/test_decorators.py,,, class DecoratorTests was renamed to class TestDecorators ,07e759791b8c771210c9ec1903f298024d482748,,,,,,,
Rename Method,test_visualizer_returns_self,test_visualizer_fit_returns_self,tests/test_base.py/BaseTests,40.0,52.0,['The method test_visualizer_returns_self from the module tests/test_base.py in class BaseTests is renamed to test_visualizer_fit_returns_self'],08cbf0a9819b92eec39c6127cf8031935a217583,,,,,,,
Rename Method,gca,ax,yellowbrick/base.py/Visualizer,80.0,65.0,['The method gca from the module yellowbrick/base.py in class Visualizer is renamed to ax'],08cbf0a9819b92eec39c6127cf8031935a217583,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/text/postag.py/PosTagVisualizer,91.0,105.0,['The parameters [ stack ] are added to the method __init__ from the module yellowbrick/text/postag.py in class PosTagVisualizer'],09e70570190a441e4f4875e6e45848fd9c0a0372,,,,,,,
Add Parameter,_handle_universal,_handle_universal,yellowbrick/text/postag.py/PosTagVisualizer,202.0,199.0,['The parameters [ y ] are added to the method _handle_universal from the module yellowbrick/text/postag.py in class PosTagVisualizer'],09e70570190a441e4f4875e6e45848fd9c0a0372,,,,,,,
Add Parameter,postag,postag,yellowbrick/text/postag.py,374.0,400.0,['The parameters [ y stack ] are added to the method postag from the module yellowbrick/text/postag.py'],09e70570190a441e4f4875e6e45848fd9c0a0372,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/features/pca.py/PCADecomposition,94.0,98.0,['The parameters [ alpha ] are added to the method __init__ from the module yellowbrick/features/pca.py in class PCADecomposition'],0b9bf1363be03ec02f7fb495e5946c7a60b12747,,,,,,,
Add Parameter,pca_decomposition,pca_decomposition,yellowbrick/features/pca.py,216.0,222.0,['The parameters [ alpha ] are added to the method pca_decomposition from the module yellowbrick/features/pca.py'],0b9bf1363be03ec02f7fb495e5946c7a60b12747,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/regressor/residuals.py/PredictionError,85.0,93.0,['The parameters [ shared_limits ] are added to the method __init__ from the module yellowbrick/regressor/residuals.py in class PredictionError'],0c576e4a3223d8f0d97748dbc8774c2c44d041ce,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/base.py/Visualizer,70.0,75.0,['The parameters [ fig ] are added to the method __init__ from the module yellowbrick/base.py in class Visualizer'],0cada51f2561f9965612e8179b426727db71eb26,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/base.py/ModelVisualizer,281.0,303.0,['The parameters [ fig ] are added to the method __init__ from the module yellowbrick/base.py in class ModelVisualizer'],0cada51f2561f9965612e8179b426727db71eb26,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/base.py/ClassificationScoreVisualizer,36.0,36.0,['The parameters [ fig ] are added to the method __init__ from the module yellowbrick/classifier/base.py in class ClassificationScoreVisualizer'],0cada51f2561f9965612e8179b426727db71eb26,,,,,,,
Remove Parameter,poof,poof,yellowbrick/base.py/Visualizer,51.0,52.0,['The parameters [ model ] of the method poof from the module yellowbrick/base.py in class Visualizer is/are removed'],0f4b236aceded3207d9052c79534fac7341b40cb,,,,,,,
Remove Parameter,poof,poof,yellowbrick/base.py/FeatureVisualizer,91.0,110.0,['The parameters [ data ] of the method poof from the module yellowbrick/base.py in class FeatureVisualizer is/are removed'],0f4b236aceded3207d9052c79534fac7341b40cb,,,,,,,
Rename Method,isestimator,is_estimator,yellowbrick/utils.py,36.0,44.0,['The method isestimator from the module yellowbrick/utils.py is renamed to is_estimator'],0f4b236aceded3207d9052c79534fac7341b40cb,,,,,,,
Add Parameter,assert_images_similar,assert_images_similar,tests/base.py/VisualTestCase,104.0,104.0,['The parameters [ ax ] are added to the method assert_images_similar from the module tests/base.py in class VisualTestCase'],10a2732089eb0f5229e5f93e2a77d332fbd845a3,,,,,,,
Add Parameter,class_balance,class_balance,yellowbrick/target/class_balance.py,270.0,270.0,['The parameters [ show ] are added to the method class_balance from the module yellowbrick/target/class_balance.py'],157afa6a46132a55d12acf9a9a8d67efc25fe92a,,,,,,,
Rename Method,test_decision_function_rocauc,test_binary_decision_function_rocauc,tests/test_classifier/test_rocauc.py/ROCAUCTests,312.0,262.0,['The method test_decision_function_rocauc from the module tests/test_classifier/test_rocauc.py in class ROCAUCTests is renamed to test_binary_decision_function_rocauc'],161a91e9a65de139b1b3e54ff680b53a74610a48,,,,,,,
Add Parameter,validation_curve,validation_curve,yellowbrick/model_selection/validation_curve.py,296.0,296.0,['The parameters [ show ] are added to the method validation_curve from the module yellowbrick/model_selection/validation_curve.py'],16ce063f007bc17672c6f83c637a60cef898b84b,,,,,,,
Rename Method,colors,class_colors_,yellowbrick/classifier/base.py/ClassificationScoreVisualizer,135.0,135.0,['The method colors from the module yellowbrick/classifier/base.py in class ClassificationScoreVisualizer is renamed to class_colors_'],1879734b58b2031c8e8d5abd2d925f9f9ad969ce,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/prcurve.py/PrecisionRecallCurve,185.0,200.0,['The parameters [ colors cmap ] are added to the method __init__ from the module yellowbrick/classifier/prcurve.py in class PrecisionRecallCurve'],1879734b58b2031c8e8d5abd2d925f9f9ad969ce,,,,,,,
Add Parameter,precision_recall_curve,precision_recall_curve,yellowbrick/classifier/prcurve.py,434.0,475.0,['The parameters [ colors cmap ] are added to the method precision_recall_curve from the module yellowbrick/classifier/prcurve.py'],1879734b58b2031c8e8d5abd2d925f9f9ad969ce,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/base.py/MultiModelMixin,255.0,256.0,['The parameters [ ax ] are added to the method __init__ from the module yellowbrick/base.py in class MultiModelMixin'],1af97f3d4cf6d9de3aec0093ee4ab6e723fea788,,,,,,,
Add Parameter,discrimination_threshold,discrimination_threshold,yellowbrick/classifier/threshold.py,499.0,498.0,['The parameters [ show ] are added to the method discrimination_threshold from the module yellowbrick/classifier/threshold.py'],1ba6774a257bc85768a990293790caf4c14a5653,,,,,,,
Extract Method,fit,_draw,yellowbrick/features/pcoords.py/ParallelCoordinates,,, The method _draw from the module yellowbrick/features/pcoords.py in class ParallelCoordinates is extracted from method fit from the module yellowbrick/features/pcoords.py in class ParallelCoordinates ,1d407ab5492ad2c03a94f263fd2d799196a095df,"(95,96)",145.0,"[125.0, 128.0, 128.0, 134.0, 137.0, 139.0, 140.0, 141.0, 144.0, 145.0, 146.0, 149.0, 150.0, 151.0]",,,,
Add Parameter,__init__,__init__,yellowbrick/base.py/ModelVisualizer,303.0,313.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/base.py in class ModelVisualizer'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/base.py/ClassificationScoreVisualizer,36.0,36.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/classifier/base.py in class ClassificationScoreVisualizer'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,class_prediction_error,class_prediction_error,yellowbrick/classifier/class_prediction_error.py,177.0,189.0,['The parameters [ is_fitted ] are added to the method class_prediction_error from the module yellowbrick/classifier/class_prediction_error.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/classification_report.py/ClassificationReport,93.0,100.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/classifier/classification_report.py in class ClassificationReport'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,classification_report,classification_report,yellowbrick/classifier/classification_report.py,241.0,255.0,['The parameters [ is_fitted ] are added to the method classification_report from the module yellowbrick/classifier/classification_report.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/confusion_matrix.py/ConfusionMatrix,117.0,128.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/classifier/confusion_matrix.py in class ConfusionMatrix'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,confusion_matrix,confusion_matrix,yellowbrick/classifier/confusion_matrix.py,309.0,323.0,['The parameters [ is_fitted ] are added to the method confusion_matrix from the module yellowbrick/classifier/confusion_matrix.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/rocauc.py/ROCAUC,140.0,148.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/classifier/rocauc.py in class ROCAUC'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,roc_auc,roc_auc,yellowbrick/classifier/rocauc.py,411.0,422.0,['The parameters [ is_fitted ] are added to the method roc_auc from the module yellowbrick/classifier/rocauc.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/cluster/icdm.py/InterclusterDistance,157.0,164.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/cluster/icdm.py in class InterclusterDistance'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,intercluster_distance,intercluster_distance,yellowbrick/cluster/icdm.py,460.0,469.0,['The parameters [ is_fitted ] are added to the method intercluster_distance from the module yellowbrick/cluster/icdm.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/cluster/silhouette.py/SilhouetteVisualizer,107.0,115.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/cluster/silhouette.py in class SilhouetteVisualizer'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/features/importances.py/FeatureImportances,113.0,120.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/features/importances.py in class FeatureImportances'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,feature_importances,feature_importances,yellowbrick/features/importances.py,323.0,359.0,['The parameters [ is_fitted ] are added to the method feature_importances from the module yellowbrick/features/importances.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/regressor/alphas.py/AlphaSelection,110.0,118.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/regressor/alphas.py in class AlphaSelection'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/regressor/residuals.py/PredictionError,124.0,131.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/regressor/residuals.py in class PredictionError'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/regressor/residuals.py/ResidualsPlot,434.0,463.0,['The parameters [ is_fitted ] are added to the method __init__ from the module yellowbrick/regressor/residuals.py in class ResidualsPlot'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,prediction_error,prediction_error,yellowbrick/regressor/residuals.py,271.0,282.0,['The parameters [ is_fitted ] are added to the method prediction_error from the module yellowbrick/regressor/residuals.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,residuals_plot,residuals_plot,yellowbrick/regressor/residuals.py,633.0,671.0,['The parameters [ is_fitted ] are added to the method residuals_plot from the module yellowbrick/regressor/residuals.py'],20b4bd38abde412341ad90d0223de37cf579953d,,,,,,,
Add Parameter,postag,postag,yellowbrick/text/postag.py,558.0,578.0,['The parameters [ show ] are added to the method postag from the module yellowbrick/text/postag.py'],216f4580120910496b1474461304e437fb721c59,,,,,,,
Remove Parameter,test_classes,test_classes,tests/test_features/test_base.py/TestDataVisualizerBase,144.0,138.0,['The parameters [ mock_draw ] of the method test_classes from the module tests/test_features/test_base.py in class TestDataVisualizerBase is/are removed'],21eb9d2db874b2394d20d56c08bb193b9f1146bc,,,,,,,
Remove Parameter,test_continuous,test_continuous,tests/test_features/test_base.py/TestDataVisualizerBase,108.0,104.0,['The parameters [ mock_draw ] of the method test_continuous from the module tests/test_features/test_base.py in class TestDataVisualizerBase is/are removed'],21eb9d2db874b2394d20d56c08bb193b9f1146bc,,,,,,,
Remove Parameter,test_single,test_single,tests/test_features/test_base.py/TestDataVisualizerBase,84.0,82.0,['The parameters [ mock_draw ] of the method test_single from the module tests/test_features/test_base.py in class TestDataVisualizerBase is/are removed'],21eb9d2db874b2394d20d56c08bb193b9f1146bc,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/classifier/prcurve.py/PrecisionRecallCurve,147.0,153.0,['The parameters [ iso_f1_values ] are added to the method __init__ from the module yellowbrick/classifier/prcurve.py in class PrecisionRecallCurve'],22b8ad08543f43f1944d1a8ff718aff41f8554ad,,,,,,,
Add Parameter,precision_recall_curve,precision_recall_curve,yellowbrick/classifier/prcurve.py,369.0,376.0,['The parameters [ X_test y_test ] are added to the method precision_recall_curve from the module yellowbrick/classifier/prcurve.py'],22b8ad08543f43f1944d1a8ff718aff41f8554ad,,,,,,,
Add Parameter,freqdist,freqdist,yellowbrick/text/freqdist.py,33.0,33.0,['The parameters [ features show ] are added to the method freqdist from the module yellowbrick/text/freqdist.py'],24a649d72e3f7e440d5a8ac73f1aaa1f4c8fecb3,,,,,,,
Rename Method,visual_model_selection,visualize_model,docs/tutorial.py,88.0,61.0,['The method visual_model_selection from the module docs/tutorial.py is renamed to visualize_model'],26380a2bbbedeaf8ce476dfa60e99f0448f06700,,,,,,,
Add Parameter,confusion_matrix,confusion_matrix,yellowbrick/classifier/confusion_matrix.py,339.0,338.0,['The parameters [ show ] are added to the method confusion_matrix from the module yellowbrick/classifier/confusion_matrix.py'],2671cbab96f2893748cbfe9791acd19589b019bb,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/regressor/base.py/RegressionScoreVisualizer,45.0,46.0,['The parameters [ fig force_model ] are added to the method __init__ from the module yellowbrick/regressor/base.py in class RegressionScoreVisualizer'],275c10aa389cfb70a2f9e16be5618773a014dbad,,,,,,,
Add Parameter,__init__,__init__,yellowbrick/cluster/base.py/ClusteringScoreVisualizer,44.0,43.0,['The parameters [ fig force_model ] are added to the method __init__ from the module yellowbrick/cluster/base.py in class ClusteringScoreVisualizer'],2a224bc7f41af7693f038fee7396313c6aaee211,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/base.py/ModelVisualizer,325.0,325.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/base.py in class ModelVisualizer are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/classifier/base.py/ClassificationScoreVisualizer,109.0,109.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/classifier/base.py in class ClassificationScoreVisualizer are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/classifier/class_prediction_error.py/ClassPredictionError,107.0,107.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/classifier/class_prediction_error.py in class ClassPredictionError are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,class_prediction_error,class_prediction_error,yellowbrick/classifier/class_prediction_error.py,244.0,244.0,['The parameters [ model ] of the method class_prediction_error from the module yellowbrick/classifier/class_prediction_error.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/classifier/classification_report.py/ClassificationReport,125.0,125.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/classifier/classification_report.py in class ClassificationReport are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,classification_report,classification_report,yellowbrick/classifier/classification_report.py,289.0,289.0,['The parameters [ model ] of the method classification_report from the module yellowbrick/classifier/classification_report.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/classifier/confusion_matrix.py/ConfusionMatrix,136.0,136.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/classifier/confusion_matrix.py in class ConfusionMatrix are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,confusion_matrix,confusion_matrix,yellowbrick/classifier/confusion_matrix.py,341.0,341.0,['The parameters [ model ] of the method confusion_matrix from the module yellowbrick/classifier/confusion_matrix.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,precision_recall_curve,precision_recall_curve,yellowbrick/classifier/prcurve.py,487.0,485.0,['The parameters [ model ] of the method precision_recall_curve from the module yellowbrick/classifier/prcurve.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,roc_auc,roc_auc,yellowbrick/classifier/rocauc.py,515.0,519.0,['The parameters [ model ] of the method roc_auc from the module yellowbrick/classifier/rocauc.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,discrimination_threshold,discrimination_threshold,yellowbrick/classifier/threshold.py,502.0,502.0,['The parameters [ model ] of the method discrimination_threshold from the module yellowbrick/classifier/threshold.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/cluster/base.py/ClusteringScoreVisualizer,43.0,43.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/cluster/base.py in class ClusteringScoreVisualizer are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/cluster/elbow.py/KElbowVisualizer,237.0,237.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/cluster/elbow.py in class KElbowVisualizer are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,__init__,__init__,yellowbrick/cluster/icdm.py/InterclusterDistance,164.0,164.0,['The parameters [ model ] of the method __init__ from the module yellowbrick/cluster/icdm.py in class InterclusterDistance are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
Change/Rename Parameter,intercluster_distance,intercluster_distance,yellowbrick/cluster/icdm.py,469.0,469.0,['The parameters [ model ] of the method intercluster_distance from the module yellowbrick/cluster/icdm.py are changed/renamed to [estimator]'],2d4e23648b33ad42e2e95b559e35ca6de2db5bb6,,,,,,,
