Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,_init_training,_init_training,tgen/seq2seq.py/Seq2SeqGen,383.0,394.0,['The parameters [ lexic_files ] are added to the method _init_training from the module tgen/seq2seq.py in class Seq2SeqGen'],0d47a379bfd286e0aca6dc0a6e913e7d57dc2290,,,,,,,
Add Parameter,train,train,tgen/seq2seq.py/Seq2SeqGen,765.0,783.0,['The parameters [ lexic_files ] are added to the method train from the module tgen/seq2seq.py in class Seq2SeqGen'],0d47a379bfd286e0aca6dc0a6e913e7d57dc2290,,,,,,,
Add Parameter,expand,expand,tgen/seq2seq.py/DecodingPath,718.0,722.0,['The parameters [ max_variants ] are added to the method expand from the module tgen/seq2seq.py in class DecodingPath'],0f213611a5ee54c57e377286b2e0e18cfa672fad,,,,,,,
Add Parameter,__init__,__init__,tgen/eval.py/SlotErrAnalyzer,342.0,342.0,['The parameters [ delex_slots ] are added to the method __init__ from the module tgen/eval.py in class SlotErrAnalyzer'],0f8e7d364d830a61f362b63c7cda340ab2f4f270,,,,,,,
Add Parameter,read_trees_or_tokens,read_trees_or_tokens,tgen/futil.py,119.0,119.0,['The parameters [ ref_mode ] are added to the method read_trees_or_tokens from the module tgen/futil.py'],106852792cb1d0c56eaa205020f3e491f48734ee,,,,,,,
Rename Method,pushall,push_all,tgen/planner.py/CandidateList,87.0,87.0,['The method pushall from the module tgen/planner.py in class CandidateList is renamed to push_all'],11e88eea3cf6354461930ee81bb3a99e77389220,,,,,,,
Add Parameter,__init__,__init__,tgen/nn.py/MaxPool1DLayer,167.0,167.0,['The parameters [ pooling_func ] are added to the method __init__ from the module tgen/nn.py in class MaxPool1DLayer'],1344bdbae3cf00cdbecc95427bc52d4bc2de4b44,,,,,,,
Add Parameter,__init__,__init__,tgen/nn.py/NN,250.0,251.0,['The parameters [ normgrad ] are added to the method __init__ from the module tgen/nn.py in class NN'],1344bdbae3cf00cdbecc95427bc52d4bc2de4b44,,,,,,,
Extract Method,init_run,_normalize_da,tgen/tfclassif.py/RerankingClassifier,,, The method _normalize_da from the module tgen/tfclassif.py in class RerankingClassifier is extracted from method init_run from the module tgen/tfclassif.py in class RerankingClassifier ,15f477b782f81e18ad1242334a1545adec3fe9f8,"(252,259)",252.0,"[254.0, 255.0, 256.0]",,,,
Add Parameter,delex_sent,delex_sent,tgen/delex.py,139.0,139.0,['The parameters [ repeated ] are added to the method delex_sent from the module tgen/delex.py'],16f1cac7039b92bcfba307823c1581f9f5501717,,,,,,,
Add Parameter,embedding_attention_decoder,embedding_attention_decoder,tgen/externals/seq2seq.py,481.0,578.0,['The parameters [ embedding_size ] are added to the method embedding_attention_decoder from the module tgen/externals/seq2seq.py'],18ff2a7c5f6998cea6874738ebc0f9aacd6aef38,,,,,,,
Add Parameter,embedding_attention_seq2seq,embedding_attention_seq2seq,tgen/externals/seq2seq.py,553.0,650.0,['The parameters [ embedding_size ] are added to the method embedding_attention_seq2seq from the module tgen/externals/seq2seq.py'],18ff2a7c5f6998cea6874738ebc0f9aacd6aef38,,,,,,,
Remove Parameter,_beam_search_step,_beam_search_step,tgen/seq2seq.py/Seq2SeqBase,212.0,203.0,['The parameters [ dec_outputs ] of the method _beam_search_step from the module tgen/seq2seq.py in class Seq2SeqBase is/are removed'],1b27580bc3b95c9c4c678991653bf5a3cefd9734,,,,,,,
Remove Parameter,__init__,__init__,tgen/seq2seq.py/DecodingPath,123.0,120.0,['The parameters [ dec_outputs ] of the method __init__ from the module tgen/seq2seq.py in class DecodingPath is/are removed'],1b27580bc3b95c9c4c678991653bf5a3cefd9734,,,,,,,
Change/Rename Parameter,expand,expand,tgen/seq2seq.py/DecodingPath,129.0,125.0,['The parameters [ dec_output ] of the method expand from the module tgen/seq2seq.py in class DecodingPath are changed/renamed to [dec_out_probs]'],1b27580bc3b95c9c4c678991653bf5a3cefd9734,,,,,,,
Remove Parameter,_beam_search_step,_beam_search_step,tgen/seq2seq.py/Seq2SeqGen,771.0,765.0,['The parameters [ dec_outputs ] of the method _beam_search_step from the module tgen/seq2seq.py in class Seq2SeqGen is/are removed'],1b27580bc3b95c9c4c678991653bf5a3cefd9734,,,,,,,
Remove Parameter,_beam_search_step,_beam_search_step,tgen/seq2seq_ensemble.py/Seq2SeqEnsemble,87.0,87.0,['The parameters [ dec_outputs ] of the method _beam_search_step from the module tgen/seq2seq_ensemble.py in class Seq2SeqEnsemble is/are removed'],1b27580bc3b95c9c4c678991653bf5a3cefd9734,,,,,,,
Add Parameter,__init__,__init__,tgen/nn.py/Concat,216.0,284.0,['The parameters [ axis ] are added to the method __init__ from the module tgen/nn.py in class Concat'],24ea3296ef7d2b59e735044415083cde2e328625,,,,,,,
Change/Rename Parameter,__init__,__init__,tgen/nn.py/Flatten,246.0,259.0,['The parameters [ num_dims ] of the method __init__ from the module tgen/nn.py in class Flatten are changed/renamed to [keep_dims]'],24ea3296ef7d2b59e735044415083cde2e328625,,,,,,,
Rename Class,FeedForwardLayer,FeedForward,tgen/nn.py,,, class FeedForwardLayer was renamed to class FeedForward ,24ea3296ef7d2b59e735044415083cde2e328625,,,,,,,
Rename Class,Conv1DLayer,Conv1D,tgen/nn.py,,, class Conv1DLayer was renamed to class Conv1D ,24ea3296ef7d2b59e735044415083cde2e328625,,,,,,,
Rename Class,MaxPool1DLayer,Pool1D,tgen/nn.py,,, class MaxPool1DLayer was renamed to class Pool1D ,24ea3296ef7d2b59e735044415083cde2e328625,,,,,,,
Move Method,connect,connect,,,, method connect from the module tgen/nn.py in class DotProduct was moved to class Concat of module tgen/nn.py ,24ea3296ef7d2b59e735044415083cde2e328625,,,,tgen/nn.py/DotProduct,tgen/nn.py/Concat,236.0,290.0
Add Parameter,get_best_candidates,get_best_candidates,tgen/planner.py/ASearchPlanner,192.0,212.0,['The parameters [ beam_size ] are added to the method get_best_candidates from the module tgen/planner.py in class ASearchPlanner'],27dd7c49231290fe2e9651ffcd4e6f3c7cbe2913,,,,,,,
Rename Class,ConcatLayer,Concat,tgen/nn.py,,, class ConcatLayer was renamed to class Concat ,2f8bb4dad83767d3e3fdea5a8788017c53ebe1c2,,,,,,,
Extract Method,__init__,reset,tgen/eval.py/ASearchListsAnalyzer,,, The method reset from the module tgen/eval.py in class ASearchListsAnalyzer is extracted from method __init__ from the module tgen/eval.py in class ASearchListsAnalyzer ,2fc12196a70b67bbfc62f64766ac9f7df4eadef0,"(138,136)",139.0,"[139.0, 140.0, 141.0, 142.0]",,,,
Extract Method,train,_training_iter,tgen/rank.py/PerceptronRanker,,, The method _training_iter from the module tgen/rank.py in class PerceptronRanker is extracted from method train from the module tgen/rank.py in class PerceptronRanker ,2fc12196a70b67bbfc62f64766ac9f7df4eadef0,"(96,90)",147.0,"[142.0, 144.0, 145.0, 152.0, 154.0, 157.0, 158.0, 165.0, 167.0, 168.0, 169.0, 172.0, 175.0, 177.0, 178.0, 179.0, 181.0, 183.0, 189.0]",,,,
Extract Method,_training_iter,_print_iter_stats,tgen/rank.py/PerceptronRanker,,, The method _print_iter_stats from the module tgen/rank.py in class PerceptronRanker is extracted from method _training_iter from the module tgen/rank.py in class PerceptronRanker ,33c643f35b2ce194f5b092bb81994a9668a02a8d,"(146,146)",197.0,"[191.0, 192.0, 194.0, 196.0, 198.0, 200.0, 202.0]",,,,
Add Parameter,__init__,__init__,tgen/randgen.py/RandomGenerator,23.0,23.0,['The parameters [ cfg ] are added to the method __init__ from the module tgen/randgen.py in class RandomGenerator'],35414b5259afbeee3ec8628976295d33bda12492,,,,,,,
Add Parameter,__init__,__init__,tgen/nn.py/MaxPool1DLayer,159.0,159.0,['The parameters [ downscale_factor ] are added to the method __init__ from the module tgen/nn.py in class MaxPool1DLayer'],357d1611c7a222b55a5b4f2b3399bde14a9ac0ea,,,,,,,
Add Parameter,init_run,init_run,tgen/planner.py/ASearchPlanner,266.0,268.0,['The parameters [ prune_size ] are added to the method init_run from the module tgen/planner.py in class ASearchPlanner'],35c5a58b2ca9dbec6adfadb59820ddeb9018e54d,,,,,,,
Add Parameter,run,run,tgen/planner.py/ASearchPlanner,297.0,302.0,['The parameters [ prune_size ] are added to the method run from the module tgen/planner.py in class ASearchPlanner'],35c5a58b2ca9dbec6adfadb59820ddeb9018e54d,,,,,,,
Add Parameter,_gen_cur_weights,_gen_cur_weights,tgen/rank.py/BasePerceptronRanker,339.0,343.0,['The parameters [ prune_size ] are added to the method _gen_cur_weights from the module tgen/rank.py in class BasePerceptronRanker'],35c5a58b2ca9dbec6adfadb59820ddeb9018e54d,,,,,,,
Add Parameter,_gen_update,_gen_update,tgen/rank.py/BasePerceptronRanker,380.0,385.0,['The parameters [ prune_size ] are added to the method _gen_update from the module tgen/rank.py in class BasePerceptronRanker'],35c5a58b2ca9dbec6adfadb59820ddeb9018e54d,,,,,,,
Rename Class,TFTreeClassifier,RerankingClassifier,tgen/tfclassif.py,,, class TFTreeClassifier was renamed to class RerankingClassifier ,3976839d9167705795b74ab2921c5055cd7bc0e3,,,,,,,
Add Parameter,create_training_data,create_training_data,tgen/logreg_rank.py/LogisticRegressionRanker,82.0,85.0,['The parameters [ header_file ] are added to the method create_training_data from the module tgen/logreg_rank.py in class LogisticRegressionRanker'],3b7c56dd7af4922de21b53e7fc10bb921cf73529,,,,,,,
Change/Rename Parameter,generate_tree,generate_tree,tgen/tgen.py/TTreeGenerator,42.0,43.0,['The parameters [ doc ] of the method generate_tree from the module tgen/tgen.py in class TTreeGenerator are changed/renamed to [gen_doc]'],3b7c56dd7af4922de21b53e7fc10bb921cf73529,,,,,,,
Remove Parameter,_delex_das,_delex_das,cs-restaurant/input/convert.py/MorphoAnalyzer,309.0,304.0,['The parameters [ subrange ] of the method _delex_das from the module cs-restaurant/input/convert.py in class MorphoAnalyzer is/are removed'],4425850f3cbc068d1a1f274c7b3d79315ede1c4c,,,,,,,
Remove Parameter,_delex_texts,_delex_texts,cs-restaurant/input/convert.py/MorphoAnalyzer,323.0,318.0,['The parameters [ subrange ] of the method _delex_texts from the module cs-restaurant/input/convert.py in class MorphoAnalyzer is/are removed'],4425850f3cbc068d1a1f274c7b3d79315ede1c4c,,,,,,,
Add Parameter,embedding_attention_seq2seq_context,embedding_attention_seq2seq_context,tgen/tf_ml.py,66.0,66.0,['The parameters [ embedding_size ] are added to the method embedding_attention_seq2seq_context from the module tgen/tf_ml.py'],44d3578dc541a533f503ec5bd8529c9dcd71d15f,,,,,,,
Add Parameter,get_all_successors,get_all_successors,tgen/candgen.py/RandomCandidateGenerator,162.0,208.0,['The parameters [ node_limits ] are added to the method get_all_successors from the module tgen/candgen.py in class RandomCandidateGenerator'],462f2fd0737c23be6702d09b6c1f06f8eedffd95,,,,,,,
Remove Parameter,_feat_val_str,_feat_val_str,tgen/rank.py/PerceptronRanker,322.0,342.0,['The parameters [ vec ] of the method _feat_val_str from the module tgen/rank.py in class PerceptronRanker is/are removed'],473b09728b94cd8c128b139f3b5d0091e1701fae,,,,,,,
Extract Method,train,set_weights_iter_average,tgen/rank.py/PerceptronRanker,,, The method set_weights_iter_average from the module tgen/rank.py in class PerceptronRanker is extracted from method train from the module tgen/rank.py in class PerceptronRanker ,473b09728b94cd8c128b139f3b5d0091e1701fae,"(111,111)",274.0,[124.0],,,,
Rename Method,compatible,_compatible,tgen/candgen.py/RandomCandidateGenerator,243.0,259.0,['The method compatible from the module tgen/candgen.py in class RandomCandidateGenerator is renamed to _compatible'],4a13d857a0ddde77cf592407c04144c8e051b07e,,,,,,,
Rename Method,get_merged_child_type_cdfs,_get_merged_child_type_cdfs,tgen/candgen.py/RandomCandidateGenerator,209.0,225.0,['The method get_merged_child_type_cdfs from the module tgen/candgen.py in class RandomCandidateGenerator is renamed to _get_merged_child_type_cdfs'],4a13d857a0ddde77cf592407c04144c8e051b07e,,,,,,,
Rename Method,prune,_prune,tgen/candgen.py/RandomCandidateGenerator,199.0,204.0,['The method prune from the module tgen/candgen.py in class RandomCandidateGenerator is renamed to _prune'],4a13d857a0ddde77cf592407c04144c8e051b07e,,,,,,,
Remove Parameter,get_all_successors,get_all_successors,tgen/candgen.py/RandomCandidateGenerator,343.0,343.0,['The parameters [ cdfs node_limits ] of the method get_all_successors from the module tgen/candgen.py in class RandomCandidateGenerator is/are removed'],4a13d857a0ddde77cf592407c04144c8e051b07e,,,,,,,
Add Parameter,__init__,__init__,tgen/planner.py/CandidateList,50.0,50.0,['The parameters [ members ] are added to the method __init__ from the module tgen/planner.py in class CandidateList'],4bc975d3f69dcebf494e9083c75d3531d24821db,,,,,,,
Add Parameter,dist_to_cur_da,dist_to_cur_da,tgen/tfclassif.py/Reranker,169.0,168.0,['The parameters [ return_classif ] are added to the method dist_to_cur_da from the module tgen/tfclassif.py in class Reranker'],51079dc8d4234b4062c75d4a760bc82fc0212eb6,,,,,,,
Add Parameter,dist_to_da,dist_to_da,tgen/tfclassif.py/Reranker,156.0,155.0,['The parameters [ return_classif ] are added to the method dist_to_da from the module tgen/tfclassif.py in class Reranker'],51079dc8d4234b4062c75d4a760bc82fc0212eb6,,,,,,,
Add Parameter,__init__,__init__,tgen/ml.py/DictVectorizer,585.0,587.0,['The parameters [ binarize_numeric ] are added to the method __init__ from the module tgen/ml.py in class DictVectorizer'],533de4933514fab5901ac0d68dc40cdbe79c3d88,,,,,,,
Add Parameter,__init__,__init__,tgen/nn.py/Conv1DLayer,111.0,111.0,['The parameters [ num_filters ] are added to the method __init__ from the module tgen/nn.py in class Conv1DLayer'],5c674205e770b49ec33a94c7cad82b452f2b1dc6,,,,,,,
Add Parameter,ids_to_tree,ids_to_tree,tgen/embeddings.py/TokenEmbeddingSeq2SeqExtract,449.0,481.0,['The parameters [ postprocess ] are added to the method ids_to_tree from the module tgen/embeddings.py in class TokenEmbeddingSeq2SeqExtract'],63145b1515aeef155c1b0c7866fa69ca9e7f48be,,,,,,,
Change/Rename Parameter,create_child,create_child,tgen/tree.py/TreeData,80.0,82.0,['The parameters [ right ] of the method create_child from the module tgen/tree.py in class TreeData are changed/renamed to [child_idx]'],68cbd3e64b2542ae1279be357720d5cdfa65f964,,,,,,,
Add Parameter,diffing_trees,diffing_trees,tgen/tree.py/TreeData,246.0,256.0,['The parameters [ symmetric ] are added to the method diffing_trees from the module tgen/tree.py in class TreeData'],6940afb66374bc83a5a105f7c21d3948f674178d,,,,,,,
Rename Class,FeedForwardNN,NN,tgen/rank_mlp.py,,, class FeedForwardNN was renamed to class NN ,695eaf421c7ac5d3f52136358b8c0c9794582a07,,,,,,,
Add Parameter,_get_rival_candidates,_get_rival_candidates,tgen/rank.py/BasePerceptronRanker,228.0,232.0,['The parameters [ strategy ] are added to the method _get_rival_candidates from the module tgen/rank.py in class BasePerceptronRanker'],69baf6889df310973aed052b7b0f3d9ba8481e65,,,,,,,
Add Parameter,_update_weights,_update_weights,tgen/rank.py/PerceptronRanker,439.0,456.0,['The parameters [ bad_da ] are added to the method _update_weights from the module tgen/rank.py in class PerceptronRanker'],69baf6889df310973aed052b7b0f3d9ba8481e65,,,,,,,
Add Parameter,get_best_candidates,get_best_candidates,tgen/planner.py/ASearchPlanner,182.0,191.0,['The parameters [ max_defic_iter ] are added to the method get_best_candidates from the module tgen/planner.py in class ASearchPlanner'],6bf0f4525571ab88f8c3c2d5aa29bf2023cf71f3,,,,,,,
Change/Rename Parameter,get_surface_form,get_surface_form,tgen/lexicalize.py/KenLMFormSelect,53.0,64.0,['The parameters [ tree ] of the method get_surface_form from the module tgen/lexicalize.py in class KenLMFormSelect are changed/renamed to [sentence]'],70a6f355d95dfdc1337c8ff4eeb7709821d23523,,,,,,,
Extract Method,_prepare_train_toks,_tree_to_sentence,tgen/lexicalize.py/Lexicalizer,,, The method _tree_to_sentence from the module tgen/lexicalize.py in class Lexicalizer is extracted from method _prepare_train_toks from the module tgen/lexicalize.py in class Lexicalizer ,70a6f355d95dfdc1337c8ff4eeb7709821d23523,"(139,336)",360.0,"[144.0, 151.0, 152.0, 153.0, 154.0, 159.0, 160.0]",,,,
Rename Method,__generate_child,generate_child,tgen/tgen.py/TTreeGenerator,65.0,66.0,['The method __generate_child from the module tgen/tgen.py in class TTreeGenerator is renamed to generate_child'],72c110b438068e5d7d355f251d87950f6617702d,,,,,,,
Rename Method,get_merged_cdfs,get_merged_child_type_cdfs,tgen/candgen.py/RandomCandidateGenerator,143.0,157.0,['The method get_merged_cdfs from the module tgen/candgen.py in class RandomCandidateGenerator is renamed to get_merged_child_type_cdfs'],75b05cc94711e2bfe4c17014beba8408f47d1a36,,,,,,,
Extract Method,process_das,_greedy_decoding,tgen/seq2seq.py/Seq2SeqGen,,, The method _greedy_decoding from the module tgen/seq2seq.py in class Seq2SeqGen is extracted from method process_das from the module tgen/seq2seq.py in class Seq2SeqGen ,78b1960608d1c551cde99341b3e5048fbeab294d,"(642,644)",671.0,"[653.0, 654.0, 659.0, 660.0, 663.0, 664.0, 665.0, 667.0, 669.0, 670.0, 672.0, 675.0, 676.0, 679.0, 680.0, 681.0, 684.0]",,,,
Add Parameter,_update_weights,_update_weights,tgen/rank_nn.py/NNRanker,53.0,55.0,['The parameters [ bad_da ] are added to the method _update_weights from the module tgen/rank_nn.py in class NNRanker'],78b2719f5d065e5914c936f62f26956f8eaa489d,,,,,,,
Add Parameter,_load_trees,_load_trees,tgen/seq2seq.py/Seq2SeqGen,460.0,461.0,['The parameters [ selector ] are added to the method _load_trees from the module tgen/seq2seq.py in class Seq2SeqGen'],7bba052913b12e5e836a75dad5f7d2e886f1027d,,,,,,,
Add Parameter,smart_load_absts,smart_load_absts,tgen/futil.py,69.0,69.0,['The parameters [ num_expected ] are added to the method smart_load_absts from the module tgen/futil.py'],849fc3b73db31954810036416e7feb9c97d08de0,,,,,,,
Add Parameter,embedding_attention_seq2seq,embedding_attention_seq2seq,tgen/externals/seq2seq.py,583.0,585.0,['The parameters [ bidi_encoder ] are added to the method embedding_attention_seq2seq from the module tgen/externals/seq2seq.py'],84ade579b56f94a83aa15796c79dd976d1cbdb25,,,,,,,
Add Parameter,get_features,get_features,tgen/features.py/Features,113.0,121.0,['The parameters [ context ] are added to the method get_features from the module tgen/features.py in class Features'],85151cdc50e0567e050897ed01593fbf944da0fb,,,,,,,
Add Parameter,find_nodes,find_nodes,tgen/features.py,13.0,13.0,['The parameters [ incremental ] are added to the method find_nodes from the module tgen/features.py'],85151cdc50e0567e050897ed01593fbf944da0fb,,,,,,,
Add Parameter,value,value,tgen/features.py,57.0,57.0,['The parameters [ context incremental ] are added to the method value from the module tgen/features.py'],85151cdc50e0567e050897ed01593fbf944da0fb,,,,,,,
Extract Method,bleu,ngram_precision,tgen/bleu.py/BLEUMeasure,,, The method ngram_precision from the module tgen/bleu.py in class BLEUMeasure is extracted from method bleu from the module tgen/bleu.py in class BLEUMeasure ,8683d704fe15a5c8385c88e651c3e3dda87db1c1,"(92,92)",104.0,[103.0],,,,
Remove Parameter,evaluate_file,evaluate_file,tgen/tfclassif.py/RerankingClassifier,473.0,482.0,['The parameters [ use_tokens ] of the method evaluate_file from the module tgen/tfclassif.py in class RerankingClassifier is/are removed'],899b4097b6b6bf755a948d74d2c9c91cfdd264bb,,,,,,,
Change/Rename Parameter,build_ensemble,build_ensemble,tgen/seq2seq_ensemble.py/Seq2SeqEnsemble,27.0,27.0,['The parameters [ ranker_settings ranker_params ] of the method build_ensemble from the module tgen/seq2seq_ensemble.py in class Seq2SeqEnsemble are changed/renamed to [rerank_settings rerank_params]'],8a65d8ad7479ffc8a0be1a349270ec8e3aeb3a5e,,,,,,,
Add Parameter,_rnn,_rnn,tgen/tfclassif.py/RerankingClassifier,462.0,462.0,['The parameters [ bidi ] are added to the method _rnn from the module tgen/tfclassif.py in class RerankingClassifier'],9486ac9e3cb1dd630a7144e77ca08c765eb5f044,,,,,,,
Rename Method,process_batch,process_das,tgen/seq2seq.py/Seq2SeqGen,330.0,393.0,['The method process_batch from the module tgen/seq2seq.py in class Seq2SeqGen is renamed to process_das'],95d5ace25456c186f7a914e690d1f69bac184889,,,,,,,
Add Parameter,generate_tree,generate_tree,tgen/tgen_random.py/RandomTTreeGenerator,31.0,35.0,['The parameters [ da ] are added to the method generate_tree from the module tgen/tgen_random.py in class RandomTTreeGenerator'],a3c24e5e3222592a0c4e002ac47e3b7e048327d1,,,,,,,
Extract Method,main,create_real_questions,util/select_pairs_for_ab.py,,, The method create_real_questions from the module util/select_pairs_for_ab.py is extracted from method main from the module util/select_pairs_for_ab.py ,a886baab6b48d976f0b30addde5e588282de072f,"(60,115)",102.0,"[77.0, 78.0, 81.0, 82.0, 83.0, 84.0]",,,,
Add Parameter,_init_training,_init_training,tgen/seq2seq.py/Seq2SeqGen,384.0,384.0,['The parameters [ validation_files ] are added to the method _init_training from the module tgen/seq2seq.py in class Seq2SeqGen'],ac58881280255f606445461e577cfb1a5ccfb719,,,,,,,
Add Parameter,train,train,tgen/seq2seq.py/Seq2SeqGen,705.0,760.0,['The parameters [ validation_files ] are added to the method train from the module tgen/seq2seq.py in class Seq2SeqGen'],ac58881280255f606445461e577cfb1a5ccfb719,,,,,,,
Extract Method,_cut_valid_data,_check_multiple_ref_type,tgen/seq2seq.py/Seq2SeqGen,,, The method _check_multiple_ref_type from the module tgen/seq2seq.py in class Seq2SeqGen is extracted from method _cut_valid_data from the module tgen/seq2seq.py in class Seq2SeqGen ,ac58881280255f606445461e577cfb1a5ccfb719,"(484,544)",535.0,"[491.0, 492.0, 493.0, 494.0]",,,,
Extract Method,_init_training,_load_trees,tgen/seq2seq.py/Seq2SeqGen,,, The method _load_trees from the module tgen/seq2seq.py in class Seq2SeqGen is extracted from method _init_training from the module tgen/seq2seq.py in class Seq2SeqGen ,ac58881280255f606445461e577cfb1a5ccfb719,"(384,384)",460.0,"[394.0, 395.0, 396.0, 397.0, 398.0, 400.0, 401.0, 402.0, 404.0]",,,,
Extract Method,_init_training,_load_contexts,tgen/seq2seq.py/Seq2SeqGen,,, The method _load_contexts from the module tgen/seq2seq.py in class Seq2SeqGen is extracted from method _init_training from the module tgen/seq2seq.py in class Seq2SeqGen ,ac58881280255f606445461e577cfb1a5ccfb719,"(384,384)",474.0,"[407.0, 408.0, 409.0, 410.0, 411.0, 413.0, 414.0]",,,,
Add Parameter,process_files,process_files,cs-restaurant/input/convert.py/MorphoAnalyzer,126.0,125.0,['The parameters [ skip_hello ] are added to the method process_files from the module cs-restaurant/input/convert.py in class MorphoAnalyzer'],ad392b723db4f15bab3678746719f9748dcf0415,,,,,,,
Add Parameter,process_das,process_das,tgen/seq2seq.py/Seq2SeqGen,567.0,604.0,['The parameters [ gold_trees ] are added to the method process_das from the module tgen/seq2seq.py in class Seq2SeqGen'],aeae19c9eb6e2b5145d915c45d7cf665aaefd095,,,,,,,
Extract Method,tokens_from_doc,atrees_from_doc,tgen/futil.py,,, The method atrees_from_doc from the module tgen/futil.py is extracted from method tokens_from_doc from the module tgen/futil.py ,b07376584596b33ca0c567367ffd4deb2fa45e8a,"(187,166)",199.0,"[190.0, 191.0]",,,,
Add Parameter,__init__,__init__,tgen/seq2seq.py/DecodingPath,131.0,131.0,['The parameters [ stop_token_id length ] are added to the method __init__ from the module tgen/seq2seq.py in class DecodingPath'],b5bd9f9ddbfb1e61228a3a1cde4db6f38251488c,,,,,,,
Add Parameter,_prepare_train_toks,_prepare_train_toks,tgen/lexicalize.py/Lexicalizer,532.0,532.0,['The parameters [ valid_tree_idxs ] are added to the method _prepare_train_toks from the module tgen/lexicalize.py in class Lexicalizer'],b6b316d15ba799e3d6c4e29cc48d43bd571c6522,,,,,,,
Add Parameter,train,train,tgen/lexicalize.py/Lexicalizer,495.0,495.0,['The parameters [ valid_tree_idxs ] are added to the method train from the module tgen/lexicalize.py in class Lexicalizer'],b6b316d15ba799e3d6c4e29cc48d43bd571c6522,,,,,,,
